,1995-1999,ticker,company,1996-2000,ticker,company,1997-2001,ticker,company,1998-2002,ticker,company,1999-2003,ticker,company,2000-2004,ticker,company,2001-2005,ticker,company,2002-2006,ticker,company,2003-2007,ticker,company,2004-2008,ticker,company,2005-2009,ticker,company,2006-2010,ticker,company,2007-2011,ticker,company,2008-2012,ticker,company,2009-2013,ticker,company,2010-2014,ticker,company,2011-2015,ticker,company,2012-2016,ticker,company,2013-2017,ticker,company,2014-2018,ticker,company
118,233.92%,TXT,Textron Inc.,169.41%,IR,Ingersoll-Rand PLC,158.15%,PPL,PPL Corp.,91.19%,APC,Anadarko Petroleum Corp,59.94%,HCN,Welltower Inc.,112.11%,RJF,Raymond James Financial Inc.,138.26%,RCL,Royal Caribbean Cruises Ltd,138.74%,BF.B,Brown-Forman Corp.,199.94%,KMX,Carmax Inc,87.43%,TDG,TransDigm Group,13.07%,ITT,ITT Corp.,38.32%,AME,AMETEK Inc,33.24%,COG,Cabot Oil & Gas,19.21%,APC,Anadarko Petroleum Corp,167.61%,WY,Weyerhaeuser Corp.,140.53%,CXO,Concho Resources,128.01%,NWL,Newell Brands,115.42%,HBAN,Huntington Bancshares,12.88%,NTAP,NetApp,88.12%,INTC,Intel Corp.
119,230.14%,FOSL,Fossil Group,168.83%,WFC,Wells Fargo,156.52%,ETFC,E*Trade,91.02%,IVZ,Invesco Ltd.,59.87%,PLD,Prologis,111.15%,NBL,Noble Energy Inc,137.47%,EW,Edwards Lifesciences,137.80%,EQT,EQT Corporation,199.92%,ESS,"Essex Property Trust, Inc.",84.02%,ITT,ITT Corp.,12.94%,GPN,Global Payments Inc,37.88%,T,AT&T Inc,33.19%,V,Visa Inc.,18.38%,ROK,Rockwell Automation Inc.,165.37%,GNW,Genworth Financial,140.47%,CINF,Cincinnati Financial,127.12%,AZO,AutoZone Inc,114.45%,GRA,W.R. Grace,12.74%,LEN,Lennar Corp.,87.96%,TEL,TE Connectivity Ltd.
120,228.98%,MO,Altria Group Inc,166.90%,SYK,Stryker Corp.,155.50%,DNB,Dun & Bradstreet,89.50%,MYL,Mylan N.V.,59.18%,FOSL,Fossil Group,109.52%,PLD,Prologis,137.40%,ODP,Office Depot Inc.,136.00%,PGR,Progressive Corp.,199.88%,VRSN,Verisign Inc.,81.71%,HSIC,Henry Schein,12.85%,TMO,Thermo Fisher Scientific,37.88%,WEC,Wec Energy Group Inc,32.84%,BLK,BlackRock,17.72%,LEN,Lennar Corp.,164.55%,A,Agilent Technologies Inc,137.32%,TMO,Thermo Fisher Scientific,124.33%,DTE,DTE Energy,113.52%,BA,Boeing Company,11.64%,AMG,Affiliated Managers Group Inc,87.71%,WEC,Wec Energy Group Inc
121,228.23%,UNM,Unum Group,164.75%,AIV,Apartment Investment & Management,155.42%,RE,Everest Re,89.07%,EOG,EOG Resources,58.81%,LM,Legg Mason,107.59%,ESRX,Express Scripts,135.40%,XEC,Cimarex Energy,135.70%,HSIC,Henry Schein,199.15%,DVN,Devon Energy,81.49%,AFL,AFLAC Inc,12.76%,COST,Costco Wholesale Corp.,37.60%,PCG,PG&E Corp.,32.25%,SNA,Snap-On Inc.,17.46%,SNA,Snap-On Inc.,163.79%,MAT,Mattel Inc.,136.87%,EFX,Equifax Inc.,123.06%,PSX,Phillips 66,113.32%,WFC,Wells Fargo,11.58%,EQT,EQT Corporation,87.61%,CFG,Citizens Financial Group
122,227.01%,JNJ,Johnson & Johnson,161.72%,SYY,Sysco Corp.,155.23%,VMC,Vulcan Materials,89.00%,FOSL,Fossil Group,58.74%,MAA,Mid-America Apartments,107.46%,DRE,Duke Realty Corp,134.21%,BAC,Bank of America Corp,135.55%,FLIR,FLIR Systems,198.17%,MAR,Marriott Int'l.,80.01%,SHW,Sherwin-Williams,11.91%,DGX,Quest Diagnostics,37.19%,CSCO,Cisco Systems,31.42%,DOV,Dover Corp.,17.39%,HUM,Humana Inc.,163.75%,ROP,Roper Technologies,135.49%,MYL,Mylan N.V.,122.50%,CB,Chubb Corp,111.47%,ITW,Illinois Tool Works,10.62%,TRIP,TripAdvisor,87.59%,ORLY,O'Reilly Automotive
123,224.51%,COO,The Cooper Companies,159.84%,DF,Dean Foods,155.06%,ZION,Zions Bancorp,88.94%,JNJ,Johnson & Johnson,58.58%,BSX,Boston Scientific,106.69%,WLTW,Willis Towers Watson,133.52%,CAT,Caterpillar Inc.,134.53%,NDAQ,"Nasdaq, Inc.",198.13%,MCD,McDonald's Corp.,78.03%,SYK,Stryker Corp.,11.87%,BXP,Boston Properties,37.16%,XEL,Xcel Energy Inc,31.22%,HON,Honeywell Int'l Inc.,16.36%,WM,Waste Management Inc.,160.31%,MCK,McKesson Corp.,134.22%,PSX,Phillips 66,122.41%,IRM,Iron Mountain Incorporated,110.77%,JPM,JPMorgan Chase & Co.,8.47%,NAVI,Navient,87.53%,MMM,3M Company
124,224.35%,ABT,Abbott Laboratories,159.12%,SYMC,Symantec Corp.,154.82%,LOW,Lowe's Cos.,88.37%,TER,Teradyne,58.41%,EQR,Equity Residential,106.44%,SIG,Signet Jewelers,130.53%,DNB,Dun & Bradstreet,134.12%,ARE,Alexandria Real Estate Equities Inc,198.08%,ESRX,Express Scripts,76.91%,NOC,Northrop Grumman Corp.,11.32%,UTX,United Technologies,36.76%,RMD,ResMed,30.43%,ROK,Rockwell Automation Inc.,16.08%,PFE,Pfizer Inc.,160.21%,AVB,"AvalonBay Communities, Inc.",134.20%,YUM,Yum! Brands Inc,120.40%,KMB,Kimberly-Clark,110.59%,HUM,Humana Inc.,5.11%,JWN,Nordstrom,87.09%,MA,Mastercard Inc.
125,222.58%,AON,Aon plc,158.20%,DOV,Dover Corp.,152.41%,DHI,D. R. Horton,87.95%,CTAS,Cintas Corporation,58.40%,APC,Anadarko Petroleum Corp,106.44%,EBAY,eBay,129.63%,IR,Ingersoll-Rand PLC,133.94%,ETN,Eaton Corporation,197.16%,BCR,Bard (C.R.) Inc.,76.05%,AMZN,Amazon.com Inc,11.14%,EIX,Edison Int'l,36.38%,ADM,Archer-Daniels-Midland Co,29.98%,MAT,Mattel Inc.,15.23%,SPGI,"S&P Global, Inc.",158.27%,AIV,Apartment Investment & Management,134.06%,CDNS,Cadence Design Systems,119.99%,COST,Costco Wholesale Corp.,109.67%,XL,XL Capital,4.97%,LUK,Leucadia National Corp.,86.61%,RF,Regions Financial Corp.
126,222.22%,PDCO,Patterson Companies,157.39%,MSI,Motorola Solutions Inc.,152.06%,CB,Chubb Corp,87.14%,UTX,United Technologies,58.27%,RRC,Range Resources Corp.,105.25%,SRE,Sempra Energy,128.95%,IFF,Intl Flavors & Fragrances,132.94%,BLL,Ball Corp,194.72%,HST,Host Hotels & Resorts,75.25%,PEP,PepsiCo Inc.,10.83%,BMY,Bristol-Myers Squibb,36.21%,KSU,Kansas City Southern,29.19%,ITW,Illinois Tool Works,14.43%,RHI,Robert Half International,158.10%,IT,Gartner Inc,133.30%,RJF,Raymond James Financial Inc.,118.72%,SPG,Simon Property Group Inc,109.60%,WYN,Wyndham Worldwide,3.99%,FSLR,First Solar,86.60%,ROP,Roper Technologies
127,222.05%,AVP,Avon Products,156.72%,MTD,Mettler Toledo,151.63%,NOV,National Oilwell Varco Inc.,85.19%,STT,State Street Corp.,55.57%,NBL,Noble Energy Inc,105.25%,WEC,Wec Energy Group Inc,128.93%,EXPD,Expeditors International,132.85%,AVB,"AvalonBay Communities, Inc.",192.88%,GPN,Global Payments Inc,74.96%,JCP,J.C. Penney,10.40%,CPB,Campbell Soup,35.81%,GME,GameStop,28.74%,TPR,"Tapestry, Inc.",13.92%,ABT,Abbott Laboratories,157.21%,IDXX,IDEXX Laboratories,133.25%,NWL,Newell Brands,118.63%,HRL,Hormel Foods Corp.,109.57%,AIZ,Assurant Inc,1.56%,VTR,Ventas Inc,86.54%,MMC,Marsh & McLennan
128,220.33%,CL,Colgate-Palmolive,155.08%,LLY,Lilly (Eli) & Co.,151.38%,MRK,Merck & Co.,84.63%,LM,Legg Mason,54.62%,ROK,Rockwell Automation Inc.,104.43%,LUK,Leucadia National Corp.,124.87%,MKC,McCormick & Co.,132.40%,NBL,Noble Energy Inc,191.78%,JBHT,J. B. Hunt Transport Services,74.85%,VFC,V.F. Corp.,10.23%,VFC,V.F. Corp.,35.79%,GS,Goldman Sachs Group,28.60%,ADI,"Analog Devices, Inc.",13.82%,LH,Laboratory Corp. of America Holding,154.13%,AZO,AutoZone Inc,133.22%,LMT,Lockheed Martin Corp.,118.56%,CMS,CMS Energy,109.47%,MU,Micron Technology,0.86%,COP,ConocoPhillips,86.35%,ADI,"Analog Devices, Inc."
129,220.15%,BSX,Boston Scientific,154.95%,TAP,Molson Coors Brewing Company,151.04%,UTX,United Technologies,82.75%,FLIR,FLIR Systems,54.36%,EW,Edwards Lifesciences,102.85%,OKE,ONEOK,123.55%,HRS,Harris Corporation,131.92%,PRU,Prudential Financial,191.51%,REG,Regency Centers Corporation,74.75%,RDC,Rowan Companies Plc,10.07%,UNM,Unum Group,35.64%,CNP,CenterPoint Energy,28.60%,ES,Eversource Energy,13.31%,CTAS,Cintas Corporation,154.05%,TEL,TE Connectivity Ltd.,133.19%,EBAY,eBay,118.10%,BA,Boeing Company,109.04%,BLK,BlackRock,-2.49%,FTR,Frontier Communications,86.01%,HPQ,HP Inc.
130,214.81%,IVZ,Invesco Ltd.,151.11%,PWR,Quanta Services Inc.,145.64%,MTB,M&T Bank Corp.,82.50%,IRM,Iron Mountain Incorporated,53.79%,ANTM,Anthem Inc.,102.75%,NEM,Newmont Mining Corporation,122.50%,RHT,Red Hat Inc.,131.12%,MRO,Marathon Oil Corp.,191.20%,LKQ,LKQ Corporation,74.26%,BF.B,Brown-Forman Corp.,9.47%,BRK.B,Berkshire Hathaway,35.43%,ROP,Roper Technologies,28.50%,BDX,Becton Dickinson,13.25%,EOG,EOG Resources,153.02%,RCL,Royal Caribbean Cruises Ltd,132.95%,FITB,Fifth Third Bancorp,118.05%,ABT,Abbott Laboratories,108.62%,PSA,Public Storage,-2.76%,APC,Anadarko Petroleum Corp,85.96%,BF.B,Brown-Forman Corp.
131,213.43%,PG,Procter & Gamble,148.72%,SBUX,Starbucks Corp.,144.63%,RCL,Royal Caribbean Cruises Ltd,82.01%,ROP,Roper Technologies,53.10%,HRL,Hormel Foods Corp.,101.97%,AYI,Acuity Brands Inc,122.45%,EIX,Edison Int'l,130.94%,PLD,Prologis,191.11%,CERN,Cerner,72.38%,UTX,United Technologies,9.15%,ED,Consolidated Edison,34.07%,BMY,Bristol-Myers Squibb,28.36%,BBBY,Bed Bath & Beyond,13.17%,DGX,Quest Diagnostics,152.44%,GPS,Gap Inc.,131.06%,MTD,Mettler Toledo,117.99%,DVA,DaVita,108.46%,REG,Regency Centers Corporation,-3.00%,IBM,International Business Machines,85.48%,DLTR,Dollar Tree
132,209.42%,EFX,Equifax Inc.,148.54%,ESRX,Express Scripts,143.78%,MU,Micron Technology,81.62%,ABT,Abbott Laboratories,52.51%,DVN,Devon Energy,101.63%,FCX,Freeport-McMoRan Inc.,120.67%,XRAY,Dentsply Sirona,130.46%,FOSL,Fossil Group,190.96%,NRG,NRG Energy,72.37%,GGP,General Growth Properties Inc.,9.05%,WFC,Wells Fargo,33.65%,IFF,Intl Flavors & Fragrances,27.19%,HCP,HCP Inc.,12.81%,TMK,Torchmark Corp.,149.23%,ADI,"Analog Devices, Inc.",130.21%,BF.B,Brown-Forman Corp.,117.63%,ZBH,Zimmer Biomet Holdings,108.34%,EBAY,eBay,-5.06%,COG,Cabot Oil & Gas,85.28%,SYY,Sysco Corp.
133,206.92%,LOW,Lowe's Cos.,147.87%,URBN,Urban Outfitters,142.45%,BAX,Baxter International Inc.,81.53%,ROST,Ross Stores,52.24%,DE,Deere & Co.,98.99%,RMD,ResMed,120.52%,LM,Legg Mason,126.83%,ESS,"Essex Property Trust, Inc.",190.66%,L,Loews Corp.,70.67%,ORCL,Oracle Corp.,6.55%,ADP,Automatic Data Processing,33.43%,NOV,National Oilwell Varco Inc.,27.03%,GOOGL,Alphabet Inc Class A,12.60%,KORS,Michael Kors Holdings,147.39%,NWL,Newell Brands,130.02%,AON,Aon plc,117.02%,RE,Everest Re,107.11%,VFC,V.F. Corp.,-14.21%,APA,Apache Corporation,85.26%,FIS,Fidelity National Information Services
134,206.19%,RIG,Transocean,147.50%,HON,Honeywell Int'l Inc.,142.42%,ANF,Abercrombie & Fitch,81.46%,PPL,PPL Corp.,52.16%,ADI,"Analog Devices, Inc.",98.78%,CAT,Caterpillar Inc.,117.15%,PX,Praxair Inc.,123.11%,JCP,J.C. Penney,190.10%,CAT,Caterpillar Inc.,69.12%,CL,Colgate-Palmolive,6.38%,SUN,Sunoco Inc.,33.25%,UTX,United Technologies,27.02%,ED,Consolidated Edison,12.17%,JNJ,Johnson & Johnson,145.48%,IFF,Intl Flavors & Fragrances,129.21%,IR,Ingersoll-Rand PLC,116.01%,GD,General Dynamics,107.05%,KMB,Kimberly-Clark,-15.50%,DISCA,Discovery Communications,85.12%,ED,Consolidated Edison
135,206.01%,CA,"CA, Inc.",147.27%,MHK,Mohawk Industries,141.84%,ECL,Ecolab,80.36%,INTC,Intel Corp.,52.13%,BXP,Boston Properties,98.56%,SYY,Sysco Corp.,116.01%,CCL,Carnival Corp.,122.40%,IR,Ingersoll-Rand PLC,188.44%,BA,Boeing Company,68.24%,BRK.B,Berkshire Hathaway,6.24%,HRL,Hormel Foods Corp.,33.21%,UHS,"Universal Health Services, Inc.",26.02%,GPC,Genuine Parts,11.27%,EQT,EQT Corporation,143.99%,KLAC,KLA-Tencor Corp.,128.71%,LOW,Lowe's Cos.,115.89%,MAS,Masco Corp.,105.72%,LLL,L-3 Communications Holdings,-15.95%,EVHC,Envision Healthcare,84.88%,LOW,Lowe's Cos.
136,205.95%,ANF,Abercrombie & Fitch,147.12%,CCI,Crown Castle International Corp.,141.40%,FOSL,Fossil Group,79.48%,NTRS,Northern Trust Corp.,52.00%,PKG,Packaging Corporation of America,98.06%,PRGO,Perrigo,113.46%,HSIC,Henry Schein,122.30%,TROW,T. Rowe Price Group,187.93%,PKI,PerkinElmer,68.21%,ORLY,O'Reilly Automotive,5.70%,LSI,LSI Corporation,33.12%,WIN,Windstream Holdings Inc,25.72%,SO,Southern Co.,10.73%,EFX,Equifax Inc.,142.35%,DLR,Digital Realty,127.25%,PFG,Principal Financial Group,115.81%,AON,Aon plc,105.44%,CCI,Crown Castle International Corp.,-20.38%,CTL,CenturyLink Inc,84.03%,CAT,Caterpillar Inc.
137,205.31%,RCL,Royal Caribbean Cruises Ltd,146.55%,LRCX,Lam Research,140.27%,TJX,TJX Companies Inc.,79.34%,ESS,"Essex Property Trust, Inc.",50.65%,KIM,Kimco Realty,97.71%,NVDA,Nvidia Corporation,112.61%,PRGO,Perrigo,120.83%,ZBH,Zimmer Biomet Holdings,187.10%,HES,Hess Corporation,67.43%,HRL,Hormel Foods Corp.,5.65%,CCI,Crown Castle International Corp.,33.04%,EMN,Eastman Chemical,25.40%,VZ,Verizon Communications,8.79%,PH,Parker-Hannifin,142.22%,SWK,Stanley Black & Decker,126.76%,IFF,Intl Flavors & Fragrances,115.41%,GHC,Graham Holdings,105.27%,AON,Aon plc,-26.70%,BBBY,Bed Bath & Beyond,83.72%,MHK,Mohawk Industries
138,203.75%,CTSH,Cognizant Technology Solutions,145.94%,CI,CIGNA Corp.,139.56%,CNP,CenterPoint Energy,79.03%,KIM,Kimco Realty,50.33%,PH,Parker-Hannifin,96.94%,CHRW,C. H. Robinson Worldwide,112.14%,MON,Monsanto Co.,120.65%,NBR,Nabors Industries,186.05%,ALXN,Alexion Pharmaceuticals,66.74%,SNA,Snap-On Inc.,5.37%,HSIC,Henry Schein,32.95%,XRAY,Dentsply Sirona,25.20%,VRSK,Verisk Analytics,8.50%,FLS,Flowserve Corporation,141.45%,ANSS,ANSYS,126.27%,CAH,Cardinal Health,114.86%,WBA,Walgreens Boots Alliance,105.15%,KLAC,KLA-Tencor Corp.,-27.94%,TPR,"Tapestry, Inc.",82.32%,BBY,Best Buy Co. Inc.
139,203.69%,SYK,Stryker Corp.,141.74%,CTAS,Cintas Corporation,137.44%,GD,General Dynamics,78.89%,CTXS,Citrix Systems,50.26%,ORCL,Oracle Corp.,96.36%,ALL,Allstate Corp,109.80%,AAP,Advance Auto Parts,120.40%,GLW,Corning Inc.,185.79%,COL,Rockwell Collins,64.31%,DISCA,Discovery Communications,4.87%,VZ,Verizon Communications,31.99%,F,Ford Motor,25.08%,MCHP,Microchip Technology,7.69%,CCI,Crown Castle International Corp.,141.08%,RJF,Raymond James Financial Inc.,125.99%,AET,Aetna Inc,114.38%,MDT,Medtronic plc,104.66%,TXN,Texas Instruments,-33.17%,NOV,National Oilwell Varco Inc.,82.01%,O,Realty Income Corporation
140,199.15%,GD,General Dynamics,140.77%,SLM,SLM Corporation,137.04%,DF,Dean Foods,78.89%,IDXX,IDEXX Laboratories,50.25%,PSA,Public Storage,95.49%,AAP,Advance Auto Parts,108.07%,JEC,Jacobs Engineering Group,120.08%,FLR,Fluor Corp.,183.99%,PRU,Prudential Financial,64.17%,REGN,Regeneron,4.78%,LLL,L-3 Communications Holdings,31.98%,APC,Anadarko Petroleum Corp,24.81%,IFF,Intl Flavors & Fragrances,6.31%,KMI,Kinder Morgan,140.63%,PKI,PerkinElmer,125.86%,COST,Costco Wholesale Corp.,114.20%,IDXX,IDEXX Laboratories,104.50%,MGM,MGM Resorts International,-49.27%,GNW,Genworth Financial,81.84%,COO,The Cooper Companies
141,198.30%,T,AT&T Inc,140.03%,PCAR,PACCAR Inc.,136.17%,ESS,"Essex Property Trust, Inc.",78.70%,AMD,Advanced Micro Devices,50.22%,CNX,Consol Energy,95.35%,BXP,Boston Properties,107.89%,IRM,Iron Mountain Incorporated,119.25%,LKQ,LKQ Corporation,183.31%,FMC,FMC Corporation,62.01%,TPR,"Tapestry, Inc.",3.33%,AWK,American Water Works Company Inc,31.84%,MRK,Merck & Co.,24.80%,PVH,PVH Corp.,5.66%,CPB,Campbell Soup,140.16%,NTAP,NetApp,125.09%,RL,Polo Ralph Lauren Corp.,113.91%,AMG,Affiliated Managers Group Inc,104.32%,DRE,Duke Realty Corp,-53.43%,CHK,Chesapeake Energy,81.73%,FHN,First Horizon
142,196.55%,MNST,Monster Beverage,139.85%,ITW,Illinois Tool Works,132.97%,RHI,Robert Half International,78.63%,FITB,Fifth Third Bancorp,49.21%,MKC,McCormick & Co.,95.28%,TMO,Thermo Fisher Scientific,107.47%,SO,Southern Co.,117.48%,HES,Hess Corporation,182.36%,ROP,Roper Technologies,61.01%,UNM,Unum Group,2.76%,NVDA,Nvidia Corporation,31.78%,SLB,Schlumberger Ltd.,24.61%,CMS,CMS Energy,5.55%,CAH,Cardinal Health,140.15%,MU,Micron Technology,122.77%,CTSH,Cognizant Technology Solutions,113.45%,IPG,Interpublic Group,104.27%,TMK,Torchmark Corp.,-71.84%,ANF,Abercrombie & Fitch,80.76%,CCL,Carnival Corp.
143,195.45%,FDX,FedEx Corporation,139.75%,INTU,Intuit,132.80%,KR,Kroger Co.,78.26%,ETFC,E*Trade,48.51%,FISV,Fiserv Inc,95.25%,MNST,Monster Beverage,106.28%,EQT,EQT Corporation,116.88%,IRM,Iron Mountain Incorporated,180.90%,PHM,Pulte Homes Inc.,59.77%,CXO,Concho Resources,2.58%,HRB,Block H&R,30.74%,PSA,Public Storage,24.47%,SNI,Scripps Networks Interactive Inc.,5.15%,UTX,United Technologies,133.25%,VTR,Ventas Inc,119.81%,MDLZ,Mondelez International,113.43%,TMK,Torchmark Corp.,103.41%,HON,Honeywell Int'l Inc.,-76.10%,DNR,Denbury Resources,80.59%,DE,Deere & Co.
144,195.00%,ALK,Alaska Air Group Inc,138.41%,NVDA,Nvidia Corporation,132.28%,COO,The Cooper Companies,77.46%,ACN,Accenture plc,47.90%,LOW,Lowe's Cos.,95.09%,D,Dominion Energy,105.99%,RSG,Republic Services Inc,116.29%,HST,Host Hotels & Resorts,180.42%,SRE,Sempra Energy,59.07%,HIG,Hartford Financial Svc.Gp.,2.44%,XRAY,Dentsply Sirona,30.73%,ABC,AmerisourceBergen Corp,23.86%,UNM,Unum Group,4.93%,HSIC,Henry Schein,131.67%,DIS,The Walt Disney Company,117.34%,WY,Weyerhaeuser Corp.,113.00%,WY,Weyerhaeuser Corp.,103.01%,GGP,General Growth Properties Inc.,nan%,APOL,Apollo Group Inc.,80.57%,HCA,HCA Holdings
145,194.43%,EA,Electronic Arts,137.91%,PDCO,Patterson Companies,132.02%,AGN,"Allergan, Inc",77.35%,THC,Tenet Healthcare,47.30%,RJF,Raymond James Financial Inc.,94.03%,PBCT,People's United Financial,105.57%,LUK,Leucadia National Corp.,114.16%,BCR,Bard (C.R.) Inc.,180.13%,NOV,National Oilwell Varco Inc.,56.57%,PXD,Pioneer Natural Resources,2.14%,AIZ,Assurant Inc,30.04%,DNB,Dun & Bradstreet,23.19%,GPS,Gap Inc.,4.35%,PKG,Packaging Corporation of America,131.32%,GT,Goodyear Tire & Rubber,117.04%,VRSK,Verisk Analytics,111.03%,CF,CF Industries Holdings Inc,102.16%,DISH,Dish Network,503.67%,INCY,Incyte,79.99%,MS,Morgan Stanley
146,193.65%,PNC,PNC Financial Services,136.54%,PH,Parker-Hannifin,131.95%,LUK,Leucadia National Corp.,77.30%,SPGI,"S&P Global, Inc.",46.88%,AVY,Avery Dennison Corp,93.32%,TSS,Total System Services,103.81%,DF,Dean Foods,114.16%,COP,ConocoPhillips,179.02%,AAL,American Airlines Group,55.26%,IT,Gartner Inc,1.21%,HON,Honeywell Int'l Inc.,29.89%,PCAR,PACCAR Inc.,21.73%,TXN,Texas Instruments,4.12%,VNO,Vornado Realty Trust,130.08%,FBHS,Fortune Brands Home & Security,116.13%,EQT,EQT Corporation,110.72%,TRV,The Travelers Companies Inc.,101.29%,CB,Chubb Corp,332.19%,FB,"Facebook, Inc.",79.51%,EFX,Equifax Inc.
147,193.44%,BAC,Bank of America Corp,136.49%,TXT,Textron Inc.,131.73%,F,Ford Motor,76.96%,HRL,Hormel Foods Corp.,46.50%,GRMN,Garmin Ltd.,92.87%,CAH,Cardinal Health,102.71%,ETFC,E*Trade,113.33%,PNR,Pentair Ltd.,178.53%,JNPR,Juniper Networks,54.42%,FTR,Frontier Communications,1.19%,CHK,Chesapeake Energy,29.72%,PVH,PVH Corp.,21.37%,BMY,Bristol-Myers Squibb,3.80%,AON,Aon plc,129.93%,GOOGL,Alphabet Inc Class A,115.76%,DVA,DaVita,110.51%,NDAQ,"Nasdaq, Inc.",101.26%,CDNS,Cadence Design Systems,330.28%,ALK,Alaska Air Group Inc,78.72%,EL,Estee Lauder Cos.
148,192.64%,DOV,Dover Corp.,133.50%,JNJ,Johnson & Johnson,131.50%,PEG,Public Serv. Enterprise Inc.,75.66%,RE,Everest Re,45.67%,DF,Dean Foods,92.34%,CELG,Celgene Corp.,102.46%,AMG,Affiliated Managers Group Inc,113.05%,RL,Polo Ralph Lauren Corp.,177.27%,M,Macy's Inc.,53.98%,VZ,Verizon Communications,-0.01%,DTE,DTE Energy,29.54%,CAG,Conagra Brands,20.85%,RSG,Republic Services Inc,2.91%,SNI,Scripps Networks Interactive Inc.,129.27%,YUM,Yum! Brands Inc,115.22%,SNI,Scripps Networks Interactive Inc.,110.14%,D,Dominion Energy,100.83%,PAYX,Paychex Inc.,279.95%,SWKS,Skyworks Solutions,78.01%,EXPE,Expedia Inc.
149,191.54%,LUV,Southwest Airlines,132.96%,LUV,Southwest Airlines,130.17%,SYMC,Symantec Corp.,75.24%,D,Dominion Energy,45.53%,RE,Everest Re,92.25%,CERN,Cerner,102.39%,PFG,Principal Financial Group,111.30%,ATVI,Activision Blizzard,177.26%,MSI,Motorola Solutions Inc.,53.82%,BK,The Bank of New York Mellon Corp.,-0.07%,REG,Regency Centers Corporation,29.35%,CTL,CenturyLink Inc,20.78%,XEL,Xcel Energy Inc,2.87%,ILMN,Illumina Inc,127.10%,PM,Philip Morris International,114.40%,LSI,LSI Corporation,110.10%,MMM,3M Company,99.16%,MMM,3M Company,254.51%,AAL,American Airlines Group,77.37%,ICE,Intercontinental Exchange
150,190.16%,IR,Ingersoll-Rand PLC,131.52%,ESS,"Essex Property Trust, Inc.",130.12%,IBM,International Business Machines,75.15%,ETN,Eaton Corporation,45.41%,LMT,Lockheed Martin Corp.,92.09%,APH,Amphenol Corp,101.11%,LRCX,Lam Research,111.07%,SYMC,Symantec Corp.,174.90%,ICE,Intercontinental Exchange,53.31%,SO,Southern Co.,-0.60%,EXR,Extra Space Storage,29.26%,CCK,Crown Holdings,20.35%,D,Dominion Energy,2.61%,GPN,Global Payments Inc,126.98%,ESV,Ensco plc,114.22%,SPG,Simon Property Group Inc,110.10%,MAR,Marriott Int'l.,98.82%,RHT,Red Hat Inc.,245.74%,MU,Micron Technology,76.75%,BIG,Big Lots Inc.
151,189.41%,CELG,Celgene Corp.,130.81%,ANF,Abercrombie & Fitch,128.93%,WMB,Williams Cos.,74.52%,FAST,Fastenal Co,45.25%,SBUX,Starbucks Corp.,91.22%,DHR,Danaher Corp.,99.98%,SYK,Stryker Corp.,111.05%,ITT,ITT Corp.,174.47%,ARE,Alexandria Real Estate Equities Inc,52.89%,EW,Edwards Lifesciences,-0.97%,RHT,Red Hat Inc.,29.02%,PH,Parker-Hannifin,20.27%,LH,Laboratory Corp. of America Holding,2.41%,RJF,Raymond James Financial Inc.,124.41%,STZ,Constellation Brands,114.01%,WHR,Whirlpool Corp.,109.85%,BLK,BlackRock,98.61%,PFG,Principal Financial Group,209.26%,LMT,Lockheed Martin Corp.,76.56%,BLK,BlackRock
152,188.95%,KEY,KeyCorp,128.03%,BBT,BB&T Corporation,127.62%,BBT,BB&T Corporation,72.87%,GE,General Electric,44.77%,PFG,Principal Financial Group,90.96%,FE,FirstEnergy Corp,98.76%,HUM,Humana Inc.,110.61%,OI,Owens-Illinois,174.40%,ADM,Archer-Daniels-Midland Co,52.20%,AMP,Ameriprise Financial,-1.24%,VLO,Valero Energy,28.46%,LMT,Lockheed Martin Corp.,20.26%,EQT,EQT Corporation,2.32%,TROW,T. Rowe Price Group,123.77%,RMD,ResMed,113.67%,COP,ConocoPhillips,109.21%,ROP,Roper Technologies,97.76%,ADSK,Autodesk Inc,207.81%,GPN,Global Payments Inc,76.43%,TMK,Torchmark Corp.
153,188.93%,HPQ,HP Inc.,127.71%,VMC,Vulcan Materials,127.45%,MET,MetLife Inc.,72.71%,MCO,Moody's Corp,44.61%,BMS,Bemis Company,90.43%,NOC,Northrop Grumman Corp.,98.63%,BMS,Bemis Company,109.85%,UDR,UDR Inc,174.31%,CHRW,C. H. Robinson Worldwide,51.76%,QCOM,QUALCOMM Inc.,-1.53%,PNC,PNC Financial Services,28.33%,WYNN,Wynn Resorts,20.12%,VFC,V.F. Corp.,2.11%,PG,Procter & Gamble,123.57%,SNA,Snap-On Inc.,111.96%,ADP,Automatic Data Processing,109.11%,APH,Amphenol Corp,97.53%,ZBH,Zimmer Biomet Holdings,200.81%,CTAS,Cintas Corporation,76.21%,COST,Costco Wholesale Corp.
