,1995-2011,ticker,company,1996-2012,ticker,company,1997-2013,ticker,company,1998-2014,ticker,company,1999-2015,ticker,company,2000-2016,ticker,company,2001-2017,ticker,company,2002-2018,ticker,company
446,535.74%,CI,CIGNA Corp.,47.87%,AMP,Ameriprise Financial,51.36%,WDC,Western Digital,91.91%,HCA,HCA Holdings,93.69%,VZ,Verizon Communications,-12.22%,NEM,Newmont Mining Corporation,1103.73%,AVGO,Broadcom,12181.44%,AAPL,Apple Inc.
447,526.27%,INTC,Intel Corp.,47.43%,VRSK,Verisk Analytics,50.23%,AVY,Avery Dennison Corp,91.16%,LNC,Lincoln National,93.02%,PWR,Quanta Services Inc.,-13.29%,CDNS,Cadence Design Systems,1099.07%,DVA,DaVita,2078.18%,IDXX,IDEXX Laboratories
448,524.67%,L,Loews Corp.,45.55%,SNPS,Synopsys Inc.,50.13%,NBR,Nabors Industries,90.67%,JCI,Johnson Controls Inc,92.66%,IP,International Paper,-13.60%,HBAN,Huntington Bancshares,1060.33%,HCN,Welltower Inc.,1828.43%,GILD,Gilead Sciences
449,520.56%,HES,Hess Corporation,44.83%,TXT,Textron Inc.,45.47%,LNC,Lincoln National,84.37%,NLSN,Nielsen Holdings,92.29%,TEL,TE Connectivity Ltd.,-13.97%,ESV,Ensco plc,1025.18%,BCR,Bard (C.R.) Inc.,1563.10%,AME,AMETEK Inc
450,518.45%,ETR,Entergy Corp.,43.15%,GS,Goldman Sachs Group,45.07%,RDC,Rowan Companies Plc,81.14%,CAG,Conagra Brands,91.76%,VIAB,Viacom Inc.,-14.79%,NWSA,News Corp. Class A,1016.43%,WYNN,Wynn Resorts,1432.96%,ROK,Rockwell Automation Inc.
451,508.27%,AYI,Acuity Brands Inc,43.02%,NEM,Newmont Mining Corporation,44.74%,AVP,Avon Products,80.01%,ALL,Allstate Corp,91.29%,CLF,Cliffs Natural Resources,-15.41%,RDC,Rowan Companies Plc,962.95%,MAA,Mid-America Apartments,1416.21%,MO,Altria Group Inc
452,507.93%,AMAT,Applied Materials Inc,42.66%,WIN,Windstream Holdings Inc,43.64%,UPS,United Parcel Service,79.47%,GE,General Electric,90.29%,TSS,Total System Services,-16.46%,A,Agilent Technologies Inc,872.84%,ACN,Accenture plc,1245.14%,VLO,Valero Energy
453,498.83%,ARE,Alexandria Real Estate Equities Inc,40.62%,ALGN,Align Technology,43.01%,WM,Waste Management Inc.,79.19%,IP,International Paper,88.81%,GHC,Graham Holdings,-20.17%,EQIX,Equinix,863.02%,MAC,Macerich,1173.43%,SBAC,SBA Communications
454,498.21%,CVS,CVS Health,40.17%,PBI,Pitney Bowes Inc,42.76%,CMA,Comerica Inc.,78.69%,KO,Coca-Cola Company,88.62%,NCLH,Norwegian Cruise Line,-20.53%,FHN,First Horizon,841.03%,DHR,Danaher Corp.,1109.19%,FFIV,F5 Networks
455,494.59%,AIV,Apartment Investment & Management,40.05%,TSN,Tyson Foods,42.75%,DFS,Discover Financial Services,72.06%,AVY,Avery Dennison Corp,87.74%,SNI,Scripps Networks Interactive Inc.,-21.50%,RF,Regions Financial Corp.,818.58%,UAA,Under Armour,1097.39%,GPN,Global Payments Inc
456,493.18%,PNR,Pentair Ltd.,38.87%,SEE,Sealed Air,41.78%,SNI,Scripps Networks Interactive Inc.,71.82%,MRK,Merck & Co.,86.95%,MSFT,Microsoft Corp.,-21.60%,RHT,Red Hat Inc.,795.32%,XEC,Cimarex Energy,1063.08%,ADSK,Autodesk Inc
457,487.59%,AET,Aetna Inc,38.35%,PFG,Principal Financial Group,41.72%,TXT,Textron Inc.,71.29%,GHC,Graham Holdings,86.75%,HPQ,HP Inc.,-23.99%,JBL,Jabil Circuit,794.71%,AN,AutoNation Inc,1032.49%,ADBE,Adobe Systems Inc
458,475.55%,LKQ,LKQ Corporation,38.31%,UPS,United Parcel Service,41.36%,MAS,Masco Corp.,70.83%,CBOE,CBOE Holdings,85.65%,KO,Coca-Cola Company,-24.39%,WIN,Windstream Holdings Inc,778.75%,CERN,Cerner,1029.45%,SPG,Simon Property Group Inc
459,474.74%,IGT,International Game Technology,37.20%,OI,Owens-Illinois,41.01%,AN,AutoNation Inc,68.76%,DF,Dean Foods,83.74%,CCK,Crown Holdings,-27.02%,WRK,WestRock Company,776.55%,SWN,Southwestern Energy,1014.98%,EOG,EOG Resources
460,463.90%,XEC,Cimarex Energy,36.95%,MOS,The Mosaic Company,39.07%,CPB,Campbell Soup,67.71%,MU,Micron Technology,83.51%,NLSN,Nielsen Holdings,-27.56%,AMAT,Applied Materials Inc,757.55%,CMG,Chipotle Mexican Grill,930.94%,LMT,Lockheed Martin Corp.
461,460.43%,APD,Air Products & Chemicals Inc,36.46%,FSLR,First Solar,38.63%,GHC,Graham Holdings,66.95%,GLW,Corning Inc.,80.27%,FSLR,First Solar,-27.70%,QRVO,Qorvo,704.92%,MTD,Mettler Toledo,911.60%,ALK,Alaska Air Group Inc
462,457.68%,VRSN,Verisign Inc.,34.09%,FBHS,Fortune Brands Home & Security,38.58%,TER,Teradyne,66.62%,DRE,Duke Realty Corp,78.42%,AVY,Avery Dennison Corp,-27.88%,NAVI,Navient,702.14%,RRC,Range Resources Corp.,905.85%,MCD,McDonald's Corp.
463,452.33%,ADS,Alliance Data Systems,30.66%,WHR,Whirlpool Corp.,37.69%,SNPS,Synopsys Inc.,66.30%,MOS,The Mosaic Company,77.14%,GLW,Corning Inc.,-30.36%,F,Ford Motor,681.41%,ANTM,Anthem Inc.,818.41%,FTI,TechnipFMC
464,439.94%,NEE,NextEra Energy,27.08%,FITB,Fifth Third Bancorp,34.26%,MGM,MGM Resorts International,64.47%,TEL,TE Connectivity Ltd.,72.58%,BMY,Bristol-Myers Squibb,-30.49%,OI,Owens-Illinois,679.12%,SJM,JM Smucker,800.70%,MON,Monsanto Co.
465,420.07%,HPQ,HP Inc.,26.21%,WYN,Wyndham Worldwide,31.28%,RIG,Transocean,63.50%,MS,Morgan Stanley,68.19%,MS,Morgan Stanley,-30.86%,QCOM,QUALCOMM Inc.,636.81%,PX,Praxair Inc.,767.56%,RTN,Raytheon Co.
466,404.98%,MS,Morgan Stanley,24.34%,CBS,CBS Corp.,30.14%,VIAB,Viacom Inc.,60.25%,BK,The Bank of New York Mellon Corp.,68.16%,BBT,BB&T Corporation,-31.04%,MS,Morgan Stanley,626.81%,PNR,Pentair Ltd.,744.41%,PXD,Pioneer Natural Resources
467,394.44%,AOS,A.O. Smith,23.85%,JNPR,Juniper Networks,29.01%,INCY,Incyte,60.21%,AVP,Avon Products,65.65%,INTC,Intel Corp.,-32.63%,GPS,Gap Inc.,620.54%,FIS,Fidelity National Information Services,683.21%,PRGO,Perrigo
468,391.67%,SHLD,Sears Holding Corporation,21.76%,DWDP,DowDuPont,25.41%,IT,Gartner Inc,60.08%,WM,Waste Management Inc.,65.21%,XYL,Xylem Inc.,-33.22%,NTAP,NetApp,618.51%,FISV,Fiserv Inc,636.42%,ULTA,Ulta Salon Cosmetics & Fragrance Inc
469,391.55%,MMM,3M Company,21.04%,CMS,CMS Energy,24.76%,PCLN,Priceline.com Inc,56.38%,ABBV,AbbVie Inc.,63.40%,SAIC,SAIC,-34.25%,LIFE,Life Technologies,610.03%,EIX,Edison Int'l,634.31%,HRL,Hormel Foods Corp.
470,387.01%,PNC,PNC Financial Services,17.86%,JCP,J.C. Penney,24.74%,FSLR,First Solar,56.25%,TXT,Textron Inc.,60.26%,SNPS,Synopsys Inc.,-38.68%,FITB,Fifth Third Bancorp,591.32%,MLM,Martin Marietta Materials,627.16%,SNA,Snap-On Inc.
471,383.32%,CMG,Chipotle Mexican Grill,17.34%,IP,International Paper,24.21%,DWDP,DowDuPont,48.08%,XYL,Xylem Inc.,59.27%,WM,Waste Management Inc.,-40.26%,TGNA,"Tegna, Inc.",589.56%,IR,Ingersoll-Rand PLC,610.00%,URI,"United Rentals, Inc."
472,380.09%,PKI,PerkinElmer,16.89%,NLSN,Nielsen Holdings,21.36%,HCA,HCA Holdings,44.50%,DXC,DXC Technology,58.75%,KMI,Kinder Morgan,-40.89%,KMI,Kinder Morgan,570.55%,ECL,Ecolab,592.86%,RMD,ResMed
473,367.18%,RCL,Royal Caribbean Cruises Ltd,15.66%,FTR,Frontier Communications,21.36%,KMI,Kinder Morgan,43.08%,NCLH,Norwegian Cruise Line,54.10%,CTL,CenturyLink Inc,-42.66%,NBR,Nabors Industries,570.16%,INTU,Intuit,582.39%,RJF,Raymond James Financial Inc.
474,341.98%,CNC,Centene Corporation,13.77%,X,United States Steel Corporation,20.43%,NLSN,Nielsen Holdings,42.95%,FB,"Facebook, Inc.",51.03%,DWDP,DowDuPont,-42.74%,CSCO,Cisco Systems,546.12%,PPG,PPG Industries,570.68%,ITW,Illinois Tool Works
475,338.76%,NSC,Norfolk Southern Corp.,12.60%,KORS,Michael Kors Holdings,20.32%,NEM,Newmont Mining Corporation,41.58%,HPQ,HP Inc.,48.14%,X,United States Steel Corporation,-47.62%,CLF,Cliffs Natural Resources,540.83%,CHRW,C. H. Robinson Worldwide,568.85%,DIS,The Walt Disney Company
476,336.62%,CMA,Comerica Inc.,9.67%,VIAB,Viacom Inc.,20.17%,CMS,CMS Energy,41.32%,FTR,Frontier Communications,45.81%,NWL,Newell Brands,-48.73%,ODP,Office Depot Inc.,537.71%,CB,Chubb Corp,566.92%,HON,Honeywell Int'l Inc.
477,330.49%,EIX,Edison Int'l,7.12%,LNC,Lincoln National,19.36%,JNPR,Juniper Networks,41.23%,EVHC,Envision Healthcare,44.29%,TXT,Textron Inc.,-49.66%,CA,"CA, Inc.",537.11%,PGR,Progressive Corp.,564.02%,LSI,LSI Corporation
478,317.82%,SCG,SCANA Corp,6.71%,XL,XL Capital,18.41%,BHGE,"Baker Hughes, a GE Company",40.76%,A,Agilent Technologies Inc,42.19%,MRK,Merck & Co.,-50.07%,GLW,Corning Inc.,533.90%,GD,General Dynamics,561.00%,JWN,Nordstrom
479,313.19%,DTE,DTE Energy,6.51%,ZION,Zions Bancorp,17.39%,FITB,Fifth Third Bancorp,36.96%,JNPR,Juniper Networks,41.86%,A,Agilent Technologies Inc,-50.12%,JNPR,Juniper Networks,524.86%,BXP,Boston Properties,497.98%,SYK,Stryker Corp.
480,301.78%,WDC,Western Digital,6.39%,XYL,Xylem Inc.,14.04%,XYL,Xylem Inc.,36.84%,MAS,Masco Corp.,40.86%,ZTS,Zoetis,-50.46%,SVU,Supervalu Inc.,503.67%,HP,Helmerich & Payne,475.07%,LLL,L-3 Communications Holdings
481,288.23%,SJM,JM Smucker,6.31%,KMI,Kinder Morgan,13.42%,NWL,Newell Brands,33.26%,DAL,Delta Air Lines,39.80%,IQV,IQVIA,-51.63%,THC,Tenet Healthcare,493.42%,NEE,NextEra Energy,471.44%,AMP,Ameriprise Financial
482,285.00%,ALL,Allstate Corp,3.77%,MAS,Masco Corp.,11.80%,GLW,Corning Inc.,31.85%,SEE,Sealed Air,39.80%,Q,Qwest Communications,-52.92%,MSI,Motorola Solutions Inc.,482.74%,TMO,Thermo Fisher Scientific,468.46%,NDAQ,"Nasdaq, Inc."
483,281.68%,LUV,Southwest Airlines,3.55%,HBI,Hanesbrands Inc,11.15%,WIN,Windstream Holdings Inc,31.72%,DWDP,DowDuPont,39.09%,WIN,Windstream Holdings Inc,-53.20%,IPG,Interpublic Group,469.66%,ALGN,Align Technology,430.14%,SWK,Stanley Black & Decker
484,277.84%,VMC,Vulcan Materials,2.91%,SNI,Scripps Networks Interactive Inc.,10.31%,BIG,Big Lots Inc.,30.83%,AAL,American Airlines Group,38.48%,MU,Micron Technology,-54.20%,JCP,J.C. Penney,464.90%,EQR,Equity Residential,427.72%,SLG,SL Green Realty
485,263.39%,PPG,PPG Industries,0.98%,APTV,Aptiv Plc,8.51%,TEL,TE Connectivity Ltd.,28.92%,CMA,Comerica Inc.,38.03%,GPS,Gap Inc.,-56.47%,KG,King Pharmaceuticals Inc.,457.46%,APD,Air Products & Chemicals Inc,426.84%,EXPD,Expeditors International
486,262.95%,AVY,Avery Dennison Corp,0.88%,UNM,Unum Group,7.92%,FTR,Frontier Communications,28.87%,KMI,Kinder Morgan,37.93%,EVHC,Envision Healthcare,-56.75%,TWX,Time Warner Inc.,441.10%,ARE,Alexandria Real Estate Equities Inc,424.36%,MCHP,Microchip Technology
487,259.42%,GRA,W.R. Grace,0.50%,TER,Teradyne,5.20%,ZION,Zions Bancorp,26.67%,BHGE,"Baker Hughes, a GE Company",37.62%,JBL,Jabil Circuit,-60.43%,RIG,Transocean,435.95%,DTE,DTE Energy,412.65%,IRM,Iron Mountain Incorporated
488,254.89%,KLAC,KLA-Tencor Corp.,-2.12%,NWL,Newell Brands,4.65%,XL,XL Capital,25.46%,F,Ford Motor,36.64%,JNPR,Juniper Networks,-60.65%,QEP,QEP Resources,427.32%,LNT,Alliant Energy Corp,411.33%,R,Ryder Systems Inc.
489,248.76%,ACN,Accenture plc,-3.85%,WU,Western Union Co,3.62%,DXC,DXC Technology,23.60%,X,United States Steel Corporation,33.81%,BK,The Bank of New York Mellon Corp.,-63.75%,MU,Micron Technology,403.20%,SCG,SCANA Corp,403.52%,VNO,Vornado Realty Trust
490,235.24%,DUK,Duke Energy,-5.21%,HIG,Hartford Financial Svc.Gp.,1.64%,X,United States Steel Corporation,23.10%,NWL,Newell Brands,33.78%,MAS,Masco Corp.,-64.02%,AVP,Avon Products,389.62%,PRU,Prudential Financial,400.53%,FDX,FedEx Corporation
491,230.62%,LNT,Alliant Energy Corp,-5.39%,CCK,Crown Holdings,0.93%,TSN,Tyson Foods,21.69%,RDC,Rowan Companies Plc,32.81%,CCL,Carnival Corp.,-65.65%,NYT,The New York Times Co.,349.08%,RL,Polo Ralph Lauren Corp.,398.17%,AIZ,Assurant Inc
492,228.67%,LLY,Lilly (Eli) & Co.,-5.61%,WPX,"WPX Energy, Inc.",-0.26%,A,Agilent Technologies Inc,21.04%,WIN,Windstream Holdings Inc,31.38%,CSCO,Cisco Systems,-68.00%,TER,Teradyne,345.54%,DHI,D. R. Horton,394.25%,AFL,AFLAC Inc
493,226.34%,TMO,Thermo Fisher Scientific,-5.94%,PCLN,Priceline.com Inc,-1.40%,SEE,Sealed Air,19.78%,LLY,Lilly (Eli) & Co.,30.45%,NAVI,Navient,-68.60%,ARNC,Arconic Inc,343.24%,K,Kellogg Co.,393.67%,INCY,Incyte
494,217.61%,BHGE,"Baker Hughes, a GE Company",-8.16%,TRIP,TripAdvisor,-5.14%,CBOE,CBOE Holdings,19.54%,GM,General Motors,29.64%,LLY,Lilly (Eli) & Co.,-69.96%,X,United States Steel Corporation,340.07%,MMM,3M Company,381.13%,PEG,Public Serv. Enterprise Inc.
495,191.51%,ENDP,Endo International plc,-9.55%,MPC,Marathon Petroleum,-6.51%,OI,Owens-Illinois,19.33%,UAL,United Continental Holdings,29.53%,T,AT&T Inc,-72.72%,AES,AES Corp,338.54%,FBHS,Fortune Brands Home & Security,376.52%,SYMC,Symantec Corp.
496,187.92%,ATI,Allegheny Technologies,-12.03%,TEL,TE Connectivity Ltd.,-6.68%,HIG,Hartford Financial Svc.Gp.,18.39%,CPB,Campbell Soup,29.35%,SYF,Synchrony Financial,-79.56%,GNW,Genworth Financial,322.78%,DXC,DXC Technology,372.78%,MCK,McKesson Corp.
497,184.93%,FII,Federated Investors,-12.20%,DFS,Discover Financial Services,-7.60%,AES,AES Corp,16.34%,MSI,Motorola Solutions Inc.,24.09%,JCI,Johnson Controls Inc,-80.16%,AMD,Advanced Micro Devices,308.97%,BEN,Franklin Resources,368.37%,CVX,Chevron Corp.
498,178.04%,ANTM,Anthem Inc.,-12.68%,FHN,First Horizon,-11.41%,MSI,Motorola Solutions Inc.,16.13%,MNK,Mallinckrodt,23.94%,NEM,Newmont Mining Corporation,-82.29%,C,Citigroup Inc.,278.23%,KLAC,KLA-Tencor Corp.,366.62%,FB,"Facebook, Inc."
499,171.95%,K,Kellogg Co.,-13.22%,CA,"CA, Inc.",-11.81%,HPQ,HP Inc.,14.81%,NWS,News Corp. Class B,23.87%,CPB,Campbell Soup,-83.94%,AKAM,Akamai Technologies Inc,255.75%,VMC,Vulcan Materials,351.18%,SWKS,Skyworks Solutions
500,167.28%,TXT,Textron Inc.,-14.29%,ARNC,Arconic Inc,-12.00%,QEP,QEP Resources,14.05%,NWSA,News Corp. Class A,23.03%,PFE,Pfizer Inc.,-86.52%,AKS,AK Steel Holding Corp.,241.36%,TAP,Molson Coors Brewing Company,345.59%,PNW,Pinnacle West Capital
501,165.60%,PWR,Quanta Services Inc.,-15.06%,QEP,QEP Resources,-15.25%,STI,SunTrust Banks,12.97%,RRD,R.R. Donnelley,21.95%,COTY,"Coty, Inc",-93.07%,S,Sprint Nextel Corp.,240.20%,MUR,Murphy Oil,342.03%,HBI,Hanesbrands Inc
502,159.84%,F,Ford Motor,-15.75%,A,Agilent Technologies Inc,-15.68%,GM,General Motors,11.03%,MMI,Motorola Mobility,21.35%,HLT,Hilton Worldwide,-94.32%,AIG,"American International Group, Inc.",236.68%,CI,CIGNA Corp.,335.05%,GLW,Corning Inc.
503,159.25%,DRE,Duke Realty Corp,-15.93%,EXPE,Expedia Inc.,-16.06%,FHN,First Horizon,10.13%,TER,Teradyne,20.18%,CMS,CMS Energy,nan%,BHF,Brighthouse Financial Inc,234.87%,APTV,Aptiv Plc,332.72%,SRCL,Stericycle Inc
504,156.19%,AEP,American Electric Power,-18.01%,SVU,Supervalu Inc.,-21.36%,CCK,Crown Holdings,10.05%,IQV,IQVIA,18.79%,GE,General Electric,1441.57%,WDC,Western Digital,234.75%,DISCK,Discovery Communications,329.50%,SO,Southern Co.
505,143.79%,LNC,Lincoln National,-18.33%,CBOE,CBOE Holdings,-21.48%,BAC,Bank of America Corp,10.05%,Q,Qwest Communications,15.08%,ALLE,Allegion,949.53%,MAA,Mid-America Apartments,233.94%,DG,Dollar General,323.56%,WFC,Wells Fargo
506,136.37%,FIS,Fidelity National Information Services,-20.76%,CDNS,Cadence Design Systems,-21.93%,IPG,Interpublic Group,8.53%,NBR,Nabors Industries,12.96%,ARNC,Arconic Inc,947.35%,DHI,D. R. Horton,225.13%,CVS,CVS Health,320.03%,USB,U.S. Bancorp
507,131.62%,PRU,Prudential Financial,-23.68%,STI,SunTrust Banks,-22.39%,UNM,Unum Group,8.29%,HIG,Hartford Financial Svc.Gp.,11.63%,CMA,Comerica Inc.,901.22%,SJM,JM Smucker,223.86%,ETR,Entergy Corp.,309.73%,PPL,PPL Corp.
508,129.31%,DISCK,Discovery Communications,-24.36%,MSI,Motorola Solutions Inc.,-22.70%,WPX,"WPX Energy, Inc.",6.12%,SAIC,SAIC,9.75%,TWX,Time Warner Inc.,873.53%,AVGO,Broadcom,223.81%,WLTW,Willis Towers Watson,308.61%,PFG,Principal Financial Group
509,128.66%,FOX,Twenty-First Century Fox Class B,-24.46%,IPG,Interpublic Group,-24.43%,PBI,Pitney Bowes Inc,6.07%,ZTS,Zoetis,9.43%,MSI,Motorola Solutions Inc.,758.02%,NEE,NextEra Energy,222.41%,TIF,Tiffany & Co.,298.72%,GGP,General Growth Properties Inc.
510,126.76%,WLTW,Willis Towers Watson,-25.56%,KEY,KeyCorp,-25.94%,CA,"CA, Inc.",5.87%,WPX,"WPX Energy, Inc.",8.16%,CFG,Citizens Financial Group,750.74%,ACN,Accenture plc,221.06%,IGT,International Game Technology,289.29%,ZBH,Zimmer Biomet Holdings
511,124.61%,FITB,Fifth Third Bancorp,-28.98%,HCA,HCA Holdings,-26.25%,UAL,United Continental Holdings,4.81%,BSX,Boston Scientific,7.45%,DXC,DXC Technology,713.11%,OKE,ONEOK,218.41%,AMT,American Tower Corp A,285.50%,LH,Laboratory Corp. of America Holding
512,124.04%,JNPR,Juniper Networks,-30.03%,DXC,DXC Technology,-26.40%,WU,Western Union Co,4.48%,PBI,Pitney Bowes Inc,6.35%,HIG,Hartford Financial Svc.Gp.,710.49%,HP,Helmerich & Payne,215.58%,L,Loews Corp.,258.93%,PEP,PepsiCo Inc.
513,116.76%,UAA,Under Armour,-32.01%,NYT,The New York Times Co.,-26.92%,ARNC,Arconic Inc,3.49%,HLT,Hilton Worldwide,5.72%,GM,General Motors,702.73%,EQR,Equity Residential,208.18%,HES,Hess Corporation,258.78%,ADP,Automatic Data Processing
514,98.57%,DXC,DXC Technology,-33.16%,RRD,R.R. Donnelley,-28.50%,TGNA,"Tegna, Inc.",1.29%,CCK,Crown Holdings,2.82%,WU,Western Union Co,696.86%,DHR,Danaher Corp.,203.58%,GME,GameStop,248.02%,VRSK,Verisk Analytics
515,85.23%,STI,SunTrust Banks,-34.79%,HBAN,Huntington Bancshares,-30.05%,AAL,American Airlines Group,1.07%,CMS,CMS Energy,-0.70%,NWSA,News Corp. Class A,658.17%,PGR,Progressive Corp.,198.78%,AJG,Arthur J. Gallagher & Co.,245.57%,NBL,Noble Energy Inc
516,76.05%,AVGO,Broadcom,-37.39%,AMD,Advanced Micro Devices,-30.37%,FB,"Facebook, Inc.",-2.74%,RIG,Transocean,-1.01%,INFO,IHS Markit Ltd.,614.47%,AN,AutoNation Inc,197.74%,HCA,HCA Holdings,230.35%,PHM,Pulte Homes Inc.
517,47.87%,HIG,Hartford Financial Svc.Gp.,-37.40%,TGNA,"Tegna, Inc.",-31.59%,CDNS,Cadence Design Systems,-3.85%,WU,Western Union Co,-1.17%,BSX,Boston Scientific,611.32%,ECL,Ecolab,196.32%,XEL,Xcel Energy Inc,229.81%,ABT,Abbott Laboratories
518,35.57%,AWK,American Water Works Company Inc,-40.48%,UAL,United Continental Holdings,-31.80%,CHK,Chesapeake Energy,-5.69%,OI,Owens-Illinois,-2.90%,NWS,News Corp. Class B,497.03%,CI,CIGNA Corp.,189.15%,AEP,American Electric Power,228.17%,HST,Host Hotels & Resorts
519,34.93%,DG,Dollar General,-40.71%,GM,General Motors,-35.97%,JCP,J.C. Penney,-6.59%,NEM,Newmont Mining Corporation,-3.45%,ANF,Abercrombie & Fitch,490.95%,NSC,Norfolk Southern Corp.,187.85%,AIV,Apartment Investment & Management,227.91%,WHR,Whirlpool Corp.
520,33.19%,UPS,United Parcel Service,-41.41%,AKS,AK Steel Holding Corp.,-38.73%,HBAN,Huntington Bancshares,-8.85%,ALLE,Allegion,-5.18%,BAC,Bank of America Corp,470.65%,CVS,CVS Health,184.79%,PSX,Phillips 66,222.25%,DGX,Quest Diagnostics
521,15.79%,ALGN,Align Technology,-45.76%,BAC,Bank of America Corp,-41.72%,KEY,KeyCorp,-10.66%,QEP,QEP Resources,-5.72%,TER,Teradyne,468.93%,FIS,Fidelity National Information Services,182.88%,WYN,Wyndham Worldwide,219.85%,GPS,Gap Inc.
522,8.62%,IPG,Interpublic Group,-55.27%,BSX,Boston Scientific,-41.81%,RF,Regions Financial Corp.,-11.04%,COTY,"Coty, Inc",-11.87%,OI,Owens-Illinois,445.40%,PX,Praxair Inc.,181.29%,SLB,Schlumberger Ltd.,219.28%,UPS,United Parcel Service
523,5.40%,RRD,R.R. Donnelley,-57.39%,XRX,Xerox Corp.,-42.71%,DAL,Delta Air Lines,-13.25%,UNM,Unum Group,-14.80%,CA,"CA, Inc.",415.43%,ARE,Alexandria Real Estate Equities Inc,174.50%,ENDP,Endo International plc,217.97%,NRG,NRG Energy
524,2.57%,CCK,Crown Holdings,-58.41%,RF,Regions Financial Corp.,-43.02%,NYT,The New York Times Co.,-14.90%,GNW,Genworth Financial,-17.13%,RRD,R.R. Donnelley,407.85%,WAT,Waters Corporation,170.56%,ALL,Allstate Corp,217.23%,PAYX,Paychex Inc.
525,-0.07%,A,Agilent Technologies Inc,-60.74%,GT,Goodyear Tire & Rubber,-43.77%,RRD,R.R. Donnelley,-15.80%,FITB,Fifth Third Bancorp,-19.07%,UNM,Unum Group,403.30%,LNT,Alliant Energy Corp,163.55%,DRE,Duke Realty Corp,206.80%,BAX,Baxter International Inc.
526,-1.94%,WYN,Wyndham Worldwide,-60.96%,DAL,Delta Air Lines,-44.31%,THC,Tenet Healthcare,-16.66%,ZION,Zions Bancorp,-19.45%,STI,SunTrust Banks,388.88%,TAP,Molson Coors Brewing Company,161.16%,PNC,PNC Financial Services,199.05%,KR,Kroger Co.
527,-6.24%,VIAB,Viacom Inc.,-61.98%,THC,Tenet Healthcare,-50.90%,EQIX,Equinix,-17.02%,BAC,Bank of America Corp,-23.94%,TGNA,"Tegna, Inc.",360.94%,IGT,International Game Technology,160.32%,AMGN,Amgen Inc,198.31%,DFS,Discover Financial Services
528,-12.64%,XRX,Xerox Corp.,-61.99%,C,Citigroup Inc.,-56.46%,MU,Micron Technology,-18.89%,ARNC,Arconic Inc,-24.77%,PBI,Pitney Bowes Inc,357.61%,SCG,SCANA Corp,159.09%,TXT,Textron Inc.,189.62%,MAS,Masco Corp.
529,-29.00%,CBOE,CBOE Holdings,-64.11%,GNW,Genworth Financial,-56.53%,S,Sprint Nextel Corp.,-19.63%,IPG,Interpublic Group,-25.55%,KEY,KeyCorp,352.04%,AJG,Arthur J. Gallagher & Co.,153.54%,CBOE,CBOE Holdings,185.66%,MDLZ,Mondelez International
530,-39.19%,DAL,Delta Air Lines,-65.88%,KG,King Pharmaceuticals Inc.,-58.85%,GNW,Genworth Financial,-21.27%,XL,XL Capital,-27.58%,THC,Tenet Healthcare,338.84%,BEN,Franklin Resources,146.93%,DAL,Delta Air Lines,177.21%,UNM,Unum Group
531,-43.11%,ETFC,E*Trade,-69.64%,MU,Micron Technology,-61.58%,C,Citigroup Inc.,-24.44%,STI,SunTrust Banks,-27.85%,HBAN,Huntington Bancshares,334.57%,L,Loews Corp.,135.46%,LUV,Southwest Airlines,168.97%,AAL,American Airlines Group
532,,,,-71.70%,ETFC,E*Trade,-61.80%,BSX,Boston Scientific,-26.51%,BIG,Big Lots Inc.,-28.48%,XL,XL Capital,325.49%,MLM,Martin Marietta Materials,130.49%,DUK,Duke Energy,155.24%,MET,MetLife Inc.
533,,,,-73.73%,AAL,American Airlines Group,-67.29%,GT,Goodyear Tire & Rubber,-26.64%,CA,"CA, Inc.",-30.30%,RIG,Transocean,290.70%,XEL,Xcel Energy Inc,121.46%,XYL,Xylem Inc.,153.76%,KORS,Michael Kors Holdings
534,,,,-75.86%,EQIX,Equinix,-67.73%,LVLT,Level 3 Communications,-27.46%,TGNA,"Tegna, Inc.",-30.90%,F,Ford Motor,290.22%,ALGN,Align Technology,113.93%,FOX,Twenty-First Century Fox Class B,147.88%,DISH,Dish Network
535,,,,-76.28%,LVLT,Level 3 Communications,-68.24%,KG,King Pharmaceuticals Inc.,-34.39%,KEY,KeyCorp,-32.98%,GT,Goodyear Tire & Rubber,286.37%,PNR,Pentair Ltd.,106.81%,XRX,Xerox Corp.,140.96%,IQV,IQVIA
536,,,,-77.77%,AKAM,Akamai Technologies Inc,-68.44%,XRX,Xerox Corp.,-36.72%,AES,AES Corp,-36.24%,CDNS,Cadence Design Systems,275.80%,K,Kellogg Co.,104.94%,LNC,Lincoln National,136.80%,KIM,Kimco Realty
537,,,,-81.45%,S,Sprint Nextel Corp.,-68.87%,ETFC,E*Trade,-37.35%,KG,King Pharmaceuticals Inc.,-36.83%,FITB,Fifth Third Bancorp,269.52%,PRU,Prudential Financial,104.11%,AMAT,Applied Materials Inc,124.02%,OI,Owens-Illinois
538,,,,-83.57%,ODP,Office Depot Inc.,-71.72%,AKS,AK Steel Holding Corp.,-38.90%,HBAN,Huntington Bancshares,-39.36%,AVP,Avon Products,247.08%,DUK,Duke Energy,102.18%,AVY,Avery Dennison Corp,112.72%,SNI,Scripps Networks Interactive Inc.
