,1995-1998,ticker,company,1996-1999,ticker,company,1997-2000,ticker,company,1998-2001,ticker,company,1999-2002,ticker,company,2000-2003,ticker,company,2001-2004,ticker,company,2002-2005,ticker,company,2003-2006,ticker,company,2004-2007,ticker,company,2005-2008,ticker,company,2006-2009,ticker,company,2007-2010,ticker,company,2008-2011,ticker,company,2009-2012,ticker,company,2010-2013,ticker,company,2011-2014,ticker,company,2012-2015,ticker,company,2013-2016,ticker,company,2014-2017,ticker,company,2015-2018,ticker,company
172,132.84%,S,Sprint Nextel Corp.,95.00%,RF,Regions Financial Corp.,70.49%,DWDP,DowDuPont,52.14%,SYMC,Symantec Corp.,43.39%,WMT,Wal-Mart Stores,35.16%,APD,Air Products & Chemicals Inc,50.99%,CLX,The Clorox Company,70.84%,RSG,Republic Services Inc,117.38%,URI,"United Rentals, Inc.",87.21%,LUK,Leucadia National Corp.,17.94%,BMY,Bristol-Myers Squibb,-5.41%,EQT,EQT Corporation,-7.47%,MYL,Mylan N.V.,16.40%,LH,Laboratory Corp. of America Holding,71.84%,DIS,The Walt Disney Company,61.77%,TEL,TE Connectivity Ltd.,65.68%,CAG,Conagra Brands,106.75%,CERN,Cerner,71.63%,DRE,Duke Realty Corp,22.23%,TJX,TJX Companies Inc.,44.10%,IR,Ingersoll-Rand PLC
173,132.36%,CAG,Conagra Brands,95.00%,SVU,Supervalu Inc.,69.61%,AIV,Apartment Investment & Management,51.97%,KMB,Kimberly-Clark,43.18%,FIS,Fidelity National Information Services,34.77%,NFX,Newfield Exploration Co,50.86%,TGNA,"Tegna, Inc.",70.78%,DRE,Duke Realty Corp,116.52%,PNR,Pentair Ltd.,86.90%,RJF,Raymond James Financial Inc.,17.16%,ADP,Automatic Data Processing,-5.44%,GPC,Genuine Parts,-7.53%,RE,Everest Re,14.82%,SO,Southern Co.,71.75%,NVDA,Nvidia Corporation,61.76%,KIM,Kimco Realty,65.65%,PAYX,Paychex Inc.,106.65%,ENDP,Endo International plc,71.48%,AON,Aon plc,22.11%,CNP,CenterPoint Energy,44.09%,EXPE,Expedia Inc.
174,129.14%,PX,Praxair Inc.,94.82%,BEN,Franklin Resources,69.43%,SBUX,Starbucks Corp.,51.92%,XOM,Exxon Mobil Corp.,42.95%,MAR,Marriott Int'l.,34.60%,MMM,3M Company,50.83%,DRE,Duke Realty Corp,70.33%,XRAY,Dentsply Sirona,116.23%,TXN,Texas Instruments,86.80%,MTD,Mettler Toledo,17.08%,FFIV,F5 Networks,-5.69%,DTE,DTE Energy,-7.57%,AEP,American Electric Power,14.42%,ADP,Automatic Data Processing,71.45%,HBI,Hanesbrands Inc,61.61%,ISRG,Intuitive Surgical Inc.,64.53%,ETN,Eaton Corporation,105.73%,UNH,United Health Group Inc.,70.92%,TMK,Torchmark Corp.,22.05%,ROK,Rockwell Automation Inc.,43.90%,MS,Morgan Stanley
175,128.82%,PEP,PepsiCo Inc.,93.74%,TMK,Torchmark Corp.,69.29%,ARE,Alexandria Real Estate Equities Inc,51.50%,KIM,Kimco Realty,42.93%,URBN,Urban Outfitters,34.18%,ODP,Office Depot Inc.,50.74%,KSU,Kansas City Southern,70.02%,QCOM,QUALCOMM Inc.,116.03%,CVS,CVS Health,86.23%,HPQ,HP Inc.,16.33%,OMC,Omnicom Group,-5.89%,V,Visa Inc.,-7.77%,KR,Kroger Co.,14.38%,APH,Amphenol Corp,69.75%,KO,Coca-Cola Company,61.44%,AKAM,Akamai Technologies Inc,64.47%,PFG,Principal Financial Group,105.46%,ROST,Ross Stores,70.82%,PFG,Principal Financial Group,21.01%,XRAY,Dentsply Sirona,43.61%,MTB,M&T Bank Corp.
176,128.15%,M,Macy's Inc.,91.97%,KEY,KeyCorp,67.26%,ALK,Alaska Air Group Inc,51.22%,LB,L Brands Inc.,42.56%,WHR,Whirlpool Corp.,34.05%,AVB,"AvalonBay Communities, Inc.",50.67%,ETR,Entergy Corp.,68.98%,DNB,Dun & Bradstreet,115.84%,MO,Altria Group Inc,85.74%,ESV,Ensco plc,15.51%,RE,Everest Re,-6.19%,IFF,Intl Flavors & Fragrances,-7.87%,ADBE,Adobe Systems Inc,13.89%,AIV,Apartment Investment & Management,69.15%,BF.B,Brown-Forman Corp.,61.29%,LOW,Lowe's Cos.,64.25%,IFF,Intl Flavors & Fragrances,105.43%,PNR,Pentair Ltd.,70.73%,LEG,Leggett & Platt,20.98%,GRMN,Garmin Ltd.,43.33%,DOV,Dover Corp.
177,127.81%,MAS,Masco Corp.,91.32%,PNC,PNC Financial Services,66.29%,WY,Weyerhaeuser Corp.,50.77%,MTB,M&T Bank Corp.,42.25%,TER,Teradyne,33.75%,AOS,A.O. Smith,50.65%,SRE,Sempra Energy,68.93%,USB,U.S. Bancorp,114.77%,NBR,Nabors Industries,85.06%,NEE,NextEra Energy,15.35%,KMB,Kimberly-Clark,-6.23%,DISCA,Discovery Communications,-8.53%,ITT,ITT Corp.,13.76%,ES,Eversource Energy,68.22%,SLB,Schlumberger Ltd.,61.21%,LLY,Lilly (Eli) & Co.,63.41%,PSA,Public Storage,105.40%,GRA,W.R. Grace,70.59%,TXT,Textron Inc.,20.48%,PM,Philip Morris International,42.56%,IT,Gartner Inc
178,125.00%,XOM,Exxon Mobil Corp.,89.32%,ESS,"Essex Property Trust, Inc.",65.61%,SLM,SLM Corporation,50.60%,AVB,"AvalonBay Communities, Inc.",42.19%,DE,Deere & Co.,33.54%,WM,Waste Management Inc.,49.97%,RCL,Royal Caribbean Cruises Ltd,68.79%,EMN,Eastman Chemical,114.14%,FAST,Fastenal Co,84.95%,UNH,United Health Group Inc.,15.27%,DOV,Dover Corp.,-6.42%,HON,Honeywell Int'l Inc.,-8.56%,DOV,Dover Corp.,13.46%,TROW,T. Rowe Price Group,65.06%,COST,Costco Wholesale Corp.,61.13%,DIS,The Walt Disney Company,63.38%,BBBY,Bed Bath & Beyond,105.03%,DPS,Dr Pepper Snapple Group,69.56%,UNM,Unum Group,19.90%,NCLH,Norwegian Cruise Line,42.41%,CAG,Conagra Brands
179,124.95%,DVA,DaVita,88.85%,ODP,Office Depot Inc.,65.46%,LNC,Lincoln National,50.32%,XL,XL Capital,42.16%,NKE,Nike,32.92%,FISV,Fiserv Inc,49.89%,EFX,Equifax Inc.,68.17%,SVU,Supervalu Inc.,113.49%,ARE,Alexandria Real Estate Equities Inc,84.83%,PFG,Principal Financial Group,15.12%,FTR,Frontier Communications,-6.51%,CRM,Salesforce.com,-9.42%,A,Agilent Technologies Inc,13.27%,ROK,Rockwell Automation Inc.,64.69%,MAR,Marriott Int'l.,61.03%,PNW,Pinnacle West Capital,62.94%,GHC,Graham Holdings,104.80%,WY,Weyerhaeuser Corp.,69.44%,BK,The Bank of New York Mellon Corp.,19.32%,PCAR,PACCAR Inc.,42.32%,APTV,Aptiv Plc
180,124.58%,THC,Tenet Healthcare,88.83%,FLIR,FLIR Systems,64.78%,NE,Noble Corp,49.37%,SO,Southern Co.,42.00%,TSCO,Tractor Supply Company,32.83%,FDX,FedEx Corporation,49.70%,AVP,Avon Products,67.73%,LSI,LSI Corporation,112.74%,ODP,Office Depot Inc.,83.26%,PCG,PG&E Corp.,14.98%,SVU,Supervalu Inc.,-6.59%,CSCO,Cisco Systems,-9.60%,IFF,Intl Flavors & Fragrances,13.17%,APA,Apache Corporation,63.79%,FRT,Federal Realty Investment Trust,60.93%,UDR,UDR Inc,62.61%,NBL,Noble Energy Inc,104.42%,GGP,General Growth Properties Inc.,69.15%,CINF,Cincinnati Financial,18.79%,UPS,United Parcel Service,42.16%,MKC,McCormick & Co.
181,123.46%,MRO,Marathon Oil Corp.,88.78%,VFC,V.F. Corp.,64.57%,BRK.B,Berkshire Hathaway,49.08%,EMR,Emerson Electric Company,41.87%,WLTW,Willis Towers Watson,32.40%,BRK.B,Berkshire Hathaway,48.94%,SHW,Sherwin-Williams,67.40%,UTX,United Technologies,111.79%,REG,Regency Centers Corporation,82.67%,PPL,PPL Corp.,13.44%,DISH,Dish Network,-7.31%,FAST,Fastenal Co,-9.80%,BRK.B,Berkshire Hathaway,12.88%,HST,Host Hotels & Resorts,62.57%,ESRX,Express Scripts,60.87%,ESV,Ensco plc,62.47%,NYT,The New York Times Co.,104.08%,FB,"Facebook, Inc.",68.93%,CHD,Church & Dwight,18.49%,LYB,LyondellBasell,42.15%,WEC,Wec Energy Group Inc
182,123.46%,PDCO,Patterson Companies,88.66%,MTD,Mettler Toledo,63.59%,SRCL,Stericycle Inc,48.78%,FOXA,Twenty-First Century Fox Class A,41.72%,NTRS,Northern Trust Corp.,32.15%,CTSH,Cognizant Technology Solutions,48.03%,ITW,Illinois Tool Works,67.26%,BAC,Bank of America Corp,111.01%,CA,"CA, Inc.",82.02%,LB,L Brands Inc.,13.12%,DGX,Quest Diagnostics,-7.85%,TJX,TJX Companies Inc.,-9.95%,PSA,Public Storage,12.80%,NI,NiSource Inc.,61.81%,LVLT,Level 3 Communications,60.45%,RMD,ResMed,62.38%,CMS,CMS Energy,103.63%,TSN,Tyson Foods,68.45%,TRV,The Travelers Companies Inc.,18.06%,SLM,SLM Corporation,40.96%,BIG,Big Lots Inc.
183,123.40%,ORLY,O'Reilly Automotive,87.92%,AVY,Avery Dennison Corp,62.73%,FHN,First Horizon,48.72%,LRCX,Lam Research,41.68%,GD,General Dynamics,31.94%,FOSL,Fossil Group,47.92%,CA,"CA, Inc.",66.90%,PX,Praxair Inc.,110.72%,SVU,Supervalu Inc.,81.79%,LSI,LSI Corporation,12.90%,PAYX,Paychex Inc.,-8.13%,COP,ConocoPhillips,-10.18%,PCAR,PACCAR Inc.,12.77%,A,Agilent Technologies Inc,61.73%,CTAS,Cintas Corporation,60.41%,SLM,SLM Corporation,61.97%,CLX,The Clorox Company,102.99%,IFF,Intl Flavors & Fragrances,68.04%,CB,Chubb Corp,17.80%,BMY,Bristol-Myers Squibb,40.29%,C,Citigroup Inc.
184,123.30%,FISV,Fiserv Inc,87.82%,HON,Honeywell Int'l Inc.,62.71%,BAX,Baxter International Inc.,48.66%,CB,Chubb Corp,41.66%,COF,Capital One Financial,31.91%,ECL,Ecolab,47.20%,CCL,Carnival Corp.,66.62%,AFL,AFLAC Inc,110.21%,EA,Electronic Arts,81.15%,MO,Altria Group Inc,11.97%,FOXA,Twenty-First Century Fox Class A,-8.54%,FTR,Frontier Communications,-10.40%,FRT,Federal Realty Investment Trust,12.45%,RCL,Royal Caribbean Cruises Ltd,61.51%,FISV,Fiserv Inc,59.96%,HUM,Humana Inc.,60.33%,USB,U.S. Bancorp,102.64%,DF,Dean Foods,67.22%,APD,Air Products & Chemicals Inc,17.73%,PFE,Pfizer Inc.,40.27%,BK,The Bank of New York Mellon Corp.
185,123.26%,IRM,Iron Mountain Incorporated,86.90%,AON,Aon plc,62.37%,KR,Kroger Co.,48.54%,VMC,Vulcan Materials,41.07%,ETR,Entergy Corp.,31.90%,KEY,KeyCorp,46.78%,CSX,CSX Corp.,66.51%,SRE,Sempra Energy,110.08%,FTI,TechnipFMC,81.07%,MET,MetLife Inc.,11.46%,EW,Edwards Lifesciences,-8.76%,SYK,Stryker Corp.,-11.09%,SPG,Simon Property Group Inc,12.37%,TRV,The Travelers Companies Inc.,60.52%,QCOM,QUALCOMM Inc.,59.76%,MCK,McKesson Corp.,60.30%,KEY,KeyCorp,101.67%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,66.94%,LLL,L-3 Communications Holdings,15.78%,PH,Parker-Hannifin,40.16%,LEN,Lennar Corp.
186,123.14%,TMO,Thermo Fisher Scientific,86.85%,BAC,Bank of America Corp,61.81%,AGN,"Allergan, Inc",47.44%,TPR,"Tapestry, Inc.",40.57%,FLR,Fluor Corp.,31.80%,MGM,MGM Resorts International,46.49%,PRU,Prudential Financial,66.29%,NFX,Newfield Exploration Co,109.65%,EXPD,Expeditors International,80.13%,ROK,Rockwell Automation Inc.,10.66%,GE,General Electric,-9.06%,PM,Philip Morris International,-11.12%,NOC,Northrop Grumman Corp.,12.05%,HAL,Halliburton Co.,59.80%,CVX,Chevron Corp.,59.73%,PKI,PerkinElmer,58.76%,WBA,Walgreens Boots Alliance,101.07%,KLAC,KLA-Tencor Corp.,66.65%,LYB,LyondellBasell,15.78%,ILMN,Illumina Inc,40.14%,CNP,CenterPoint Energy
187,122.79%,CHK,Chesapeake Energy,86.40%,CINF,Cincinnati Financial,61.80%,BBT,BB&T Corporation,47.38%,F,Ford Motor,40.45%,BMS,Bemis Company,31.68%,SCG,SCANA Corp,46.20%,EIX,Edison Int'l,66.27%,MHK,Mohawk Industries,109.46%,ADM,Archer-Daniels-Midland Co,79.72%,TMO,Thermo Fisher Scientific,9.79%,PNW,Pinnacle West Capital,-9.17%,AVP,Avon Products,-11.22%,IT,Gartner Inc,11.73%,NBL,Noble Energy Inc,59.58%,ANTM,Anthem Inc.,59.00%,FTI,TechnipFMC,58.65%,VZ,Verizon Communications,100.58%,CMG,Chipotle Mexican Grill,66.43%,COL,Rockwell Collins,15.53%,C,Citigroup Inc.,39.97%,HIG,Hartford Financial Svc.Gp.
188,122.05%,DVN,Devon Energy,85.72%,HBAN,Huntington Bancshares,61.03%,HRB,Block H&R,47.28%,KR,Kroger Co.,40.02%,MDT,Medtronic plc,31.24%,CTAS,Cintas Corporation,46.05%,URI,"United Rentals, Inc.",66.22%,SYK,Stryker Corp.,107.90%,MAR,Marriott Int'l.,79.67%,HP,Helmerich & Payne,9.39%,JCP,J.C. Penney,-9.48%,SNPS,Synopsys Inc.,-12.28%,KMX,Carmax Inc,11.59%,MMM,3M Company,59.29%,SHW,Sherwin-Williams,58.83%,TPR,"Tapestry, Inc.",58.38%,MGM,MGM Resorts International,100.53%,MO,Altria Group Inc,66.13%,KEY,KeyCorp,15.49%,X,United States Steel Corporation,39.89%,NKE,Nike
189,121.70%,CTAS,Cintas Corporation,85.35%,HCN,Welltower Inc.,60.71%,NBR,Nabors Industries,47.18%,WMB,Williams Cos.,39.94%,TJX,TJX Companies Inc.,30.95%,NI,NiSource Inc.,45.95%,HRL,Hormel Foods Corp.,66.17%,CELG,Celgene Corp.,107.89%,SRE,Sempra Energy,79.39%,GLW,Corning Inc.,8.71%,AVP,Avon Products,-9.49%,ITT,ITT Corp.,-12.58%,LMT,Lockheed Martin Corp.,11.48%,LSI,LSI Corporation,59.29%,FITB,Fifth Third Bancorp,58.55%,NOV,National Oilwell Varco Inc.,58.15%,DNB,Dun & Bradstreet,100.37%,HBAN,Huntington Bancshares,65.84%,MNK,Mallinckrodt,14.94%,SBAC,SBA Communications,39.88%,UDR,UDR Inc
190,120.00%,VRTX,Vertex Pharmaceuticals Inc,85.02%,AOS,A.O. Smith,60.67%,ES,Eversource Energy,45.48%,FOX,Twenty-First Century Fox Class B,39.47%,RL,Polo Ralph Lauren Corp.,30.92%,JCP,J.C. Penney,45.82%,INTU,Intuit,65.30%,TSN,Tyson Foods,107.78%,ESS,"Essex Property Trust, Inc.",79.19%,GNW,Genworth Financial,8.54%,TMK,Torchmark Corp.,-9.88%,ESS,"Essex Property Trust, Inc.",-12.60%,MDT,Medtronic plc,11.34%,LEN,Lennar Corp.,58.82%,NOC,Northrop Grumman Corp.,58.18%,KEY,KeyCorp,58.08%,MKC,McCormick & Co.,100.35%,NI,NiSource Inc.,65.83%,CCE,Coca-Cola Enterprises,14.21%,CAH,Cardinal Health,39.85%,AEP,American Electric Power
191,119.49%,AVP,Avon Products,83.73%,KO,Coca-Cola Company,60.43%,HRL,Hormel Foods Corp.,45.29%,NKE,Nike,39.32%,ESRX,Express Scripts,30.69%,VFC,V.F. Corp.,45.02%,MAT,Mattel Inc.,64.98%,ALL,Allstate Corp,107.56%,IR,Ingersoll-Rand PLC,78.62%,IVZ,Invesco Ltd.,8.44%,TPR,"Tapestry, Inc.",-9.97%,BMS,Bemis Company,-12.99%,PAYX,Paychex Inc.,11.26%,CHTR,Charter Communications,58.48%,KMB,Kimberly-Clark,57.99%,GPS,Gap Inc.,57.80%,QCOM,QUALCOMM Inc.,100.27%,MDT,Medtronic plc,65.78%,APH,Amphenol Corp,13.60%,ZBH,Zimmer Biomet Holdings,39.79%,LKQ,LKQ Corporation
192,118.74%,NKE,Nike,83.25%,DXC,DXC Technology,59.08%,AON,Aon plc,44.82%,MCD,McDonald's Corp.,38.34%,PPL,PPL Corp.,30.38%,AFL,AFLAC Inc,43.66%,AAPL,Apple Inc.,64.83%,BF.B,Brown-Forman Corp.,107.54%,COL,Rockwell Collins,78.24%,LNC,Lincoln National,7.53%,MAT,Mattel Inc.,-10.23%,APD,Air Products & Chemicals Inc,-13.31%,PBCT,People's United Financial,10.96%,PCAR,PACCAR Inc.,58.27%,COP,ConocoPhillips,57.90%,PSX,Phillips 66,57.50%,WFC,Wells Fargo,100.14%,NDAQ,"Nasdaq, Inc.",65.55%,XL,XL Capital,13.55%,ADM,Archer-Daniels-Midland Co,39.50%,DPS,Dr Pepper Snapple Group
193,118.48%,GRA,W.R. Grace,82.77%,LB,L Brands Inc.,59.07%,MYL,Mylan N.V.,44.28%,TRV,The Travelers Companies Inc.,37.65%,TRV,The Travelers Companies Inc.,30.16%,ESV,Ensco plc,43.60%,USB,U.S. Bancorp,64.36%,JCP,J.C. Penney,107.21%,PLD,Prologis,77.30%,BDX,Becton Dickinson,7.21%,WFC,Wells Fargo,-10.33%,HRS,Harris Corporation,-13.67%,CSCO,Cisco Systems,10.85%,CL,Colgate-Palmolive,58.11%,AYI,Acuity Brands Inc,57.71%,DTE,DTE Energy,57.44%,PH,Parker-Hannifin,100.03%,ABBV,AbbVie Inc.,65.50%,PSX,Phillips 66,12.25%,AFL,AFLAC Inc,39.31%,NSC,Norfolk Southern Corp.
194,118.24%,MLM,Martin Marietta Materials,82.55%,ADI,"Analog Devices, Inc.",58.45%,EXC,Exelon Corp.,44.02%,DXC,DXC Technology,37.06%,BCR,Bard (C.R.) Inc.,29.88%,TMK,Torchmark Corp.,43.48%,UNP,Union Pacific,64.35%,RF,Regions Financial Corp.,106.98%,JBL,Jabil Circuit,77.23%,ETFC,E*Trade,6.80%,NBR,Nabors Industries,-10.42%,DNR,Denbury Resources,-13.94%,EXC,Exelon Corp.,10.79%,AMP,Ameriprise Financial,56.49%,MDLZ,Mondelez International,57.41%,TER,Teradyne,57.40%,THC,Tenet Healthcare,99.91%,DHI,D. R. Horton,65.08%,FDX,FedEx Corporation,10.97%,CTSH,Cognizant Technology Solutions,38.96%,WYN,Wyndham Worldwide
195,118.11%,BA,Boeing Company,81.94%,GLW,Corning Inc.,57.64%,GD,General Dynamics,43.94%,FAST,Fastenal Co,36.79%,MAC,Macerich,29.72%,LUV,Southwest Airlines,43.29%,CMI,Cummins Inc.,63.96%,ADM,Archer-Daniels-Midland Co,105.78%,COO,The Cooper Companies,76.91%,ETR,Entergy Corp.,6.14%,SWK,Stanley Black & Decker,-10.79%,CTL,CenturyLink Inc,-13.99%,FE,FirstEnergy Corp,10.65%,UTX,United Technologies,55.83%,HCN,Welltower Inc.,56.98%,SLG,SL Green Realty,57.34%,FDX,FedEx Corporation,99.60%,AXP,American Express Co,64.97%,DG,Dollar General,10.49%,HST,Host Hotels & Resorts,38.89%,PRU,Prudential Financial
196,117.64%,NWL,Newell Brands,81.56%,SEE,Sealed Air,57.57%,BLL,Ball Corp,43.67%,ZION,Zions Bancorp,35.77%,SBUX,Starbucks Corp.,29.71%,BWA,BorgWarner,42.93%,TSS,Total System Services,63.89%,NKE,Nike,105.50%,AON,Aon plc,76.25%,STZ,Constellation Brands,5.19%,UAL,United Continental Holdings,-10.93%,CAG,Conagra Brands,-13.99%,NTAP,NetApp,10.62%,MU,Micron Technology,54.52%,MMM,3M Company,56.92%,AMGN,Amgen Inc,56.38%,ABBV,AbbVie Inc.,99.41%,NEE,NextEra Energy,64.51%,CMS,CMS Energy,10.28%,KO,Coca-Cola Company,38.87%,COO,The Cooper Companies
197,117.00%,BWA,BorgWarner,81.09%,BWA,BorgWarner,56.34%,LLL,L-3 Communications Holdings,42.96%,BDX,Becton Dickinson,35.54%,DUK,Duke Energy,28.56%,CINF,Cincinnati Financial,42.04%,PH,Parker-Hannifin,63.82%,LLL,L-3 Communications Holdings,105.25%,PXD,Pioneer Natural Resources,75.44%,CNC,Centene Corporation,4.93%,GPS,Gap Inc.,-10.94%,MRO,Marathon Oil Corp.,-14.01%,AYI,Acuity Brands Inc,10.58%,MCK,McKesson Corp.,54.35%,ADSK,Autodesk Inc,56.63%,NWL,Newell Brands,55.31%,BWA,BorgWarner,99.24%,EMN,Eastman Chemical,64.20%,BF.B,Brown-Forman Corp.,10.27%,MET,MetLife Inc.,38.75%,LNC,Lincoln National
198,116.96%,DRE,Duke Realty Corp,80.89%,HAS,Hasbro Inc.,55.84%,LEN,Lennar Corp.,42.70%,PEP,PepsiCo Inc.,34.99%,FITB,Fifth Third Bancorp,27.53%,RL,Polo Ralph Lauren Corp.,41.97%,BEN,Franklin Resources,63.55%,UPS,United Parcel Service,105.25%,CB,Chubb Corp,75.21%,HCP,HCP Inc.,3.67%,MDT,Medtronic plc,-10.97%,BXP,Boston Properties,-14.41%,MDLZ,Mondelez International,10.54%,EMR,Emerson Electric Company,54.32%,CB,Chubb Corp,56.53%,IPG,Interpublic Group,55.23%,UTX,United Technologies,99.18%,BDX,Becton Dickinson,64.10%,GE,General Electric,9.95%,VTR,Ventas Inc,38.16%,CB,Chubb Corp
199,116.93%,VMC,Vulcan Materials,80.77%,CCI,Crown Castle International Corp.,55.71%,PEG,Public Serv. Enterprise Inc.,41.84%,NE,Noble Corp,34.40%,DO,Diamond Offshore Drilling,27.06%,MDT,Medtronic plc,41.96%,PCG,PG&E Corp.,63.47%,ESRX,Express Scripts,104.13%,ZION,Zions Bancorp,75.11%,YUM,Yum! Brands Inc,3.17%,R,Ryder Systems Inc.,-11.40%,SBAC,SBA Communications,-14.56%,EXPD,Expeditors International,10.42%,CCL,Carnival Corp.,53.85%,SLM,SLM Corporation,55.58%,PFE,Pfizer Inc.,55.03%,JWN,Nordstrom,98.56%,IP,International Paper,63.82%,OMC,Omnicom Group,9.73%,LEN,Lennar Corp.,38.11%,PBCT,People's United Financial
200,116.52%,RCL,Royal Caribbean Cruises Ltd,80.66%,EIX,Edison Int'l,52.96%,JWN,Nordstrom,41.61%,NI,NiSource Inc.,34.13%,PRGO,Perrigo,27.01%,HST,Host Hotels & Resorts,41.91%,ESRX,Express Scripts,63.25%,WEC,Wec Energy Group Inc,103.58%,KSU,Kansas City Southern,75.02%,APC,Anadarko Petroleum Corp,2.74%,CINF,Cincinnati Financial,-11.51%,PNW,Pinnacle West Capital,-15.23%,PNW,Pinnacle West Capital,10.35%,GPS,Gap Inc.,52.94%,DVA,DaVita,55.36%,CVX,Chevron Corp.,54.87%,XL,XL Capital,98.52%,NSM,National Semiconductor Corp.,63.78%,ALL,Allstate Corp,8.47%,NAVI,Navient,37.33%,GS,Goldman Sachs Group
201,116.29%,ADP,Automatic Data Processing,80.22%,NI,NiSource Inc.,52.59%,AMG,Affiliated Managers Group Inc,41.58%,PNC,PNC Financial Services,33.89%,DF,Dean Foods,26.86%,MDLZ,Mondelez International,41.75%,EQT,EQT Corporation,63.24%,XRX,Xerox Corp.,103.35%,APC,Anadarko Petroleum Corp,74.98%,IT,Gartner Inc,1.66%,STZ,Constellation Brands,-11.58%,BK,The Bank of New York Mellon Corp.,-15.42%,NRG,NRG Energy,10.32%,WFC,Wells Fargo,51.16%,ADP,Automatic Data Processing,55.11%,MCD,McDonald's Corp.,54.31%,ADM,Archer-Daniels-Midland Co,98.48%,MTD,Mettler Toledo,63.50%,RSG,Republic Services Inc,7.52%,PYPL,PayPal,37.31%,BBT,BB&T Corporation
202,116.28%,DIS,The Walt Disney Company,79.74%,SYY,Sysco Corp.,52.27%,CINF,Cincinnati Financial,40.74%,APH,Amphenol Corp,33.71%,GS,Goldman Sachs Group,26.43%,LOW,Lowe's Cos.,41.31%,RRC,Range Resources Corp.,63.23%,AOS,A.O. Smith,103.26%,BDX,Becton Dickinson,74.41%,FLIR,FLIR Systems,1.22%,WBA,Walgreens Boots Alliance,-11.62%,ABC,AmerisourceBergen Corp,-15.73%,ALK,Alaska Air Group Inc,9.32%,VNO,Vornado Realty Trust,51.08%,EOG,EOG Resources,55.10%,MDLZ,Mondelez International,54.07%,GIS,General Mills,98.41%,AAPL,Apple Inc.,63.05%,IQV,IQVIA,7.32%,R,Ryder Systems Inc.,37.25%,CTSH,Cognizant Technology Solutions
203,115.88%,GD,General Dynamics,79.51%,AMGN,Amgen Inc,52.03%,SVU,Supervalu Inc.,40.50%,FTR,Frontier Communications,33.39%,ITT,ITT Corp.,25.95%,IRM,Iron Mountain Incorporated,40.91%,DRI,Darden Restaurants,62.16%,AXP,American Express Co,102.98%,VAR,Varian Medical Systems,74.16%,CVS,CVS Health,0.85%,CAH,Cardinal Health,-11.78%,IRM,Iron Mountain Incorporated,-16.01%,TPR,"Tapestry, Inc.",9.07%,AMD,Advanced Micro Devices,51.04%,EFX,Equifax Inc.,54.95%,ANSS,ANSYS,54.01%,COP,ConocoPhillips,98.32%,GT,Goodyear Tire & Rubber,63.05%,Q,Qwest Communications,7.26%,ABT,Abbott Laboratories,37.14%,CXO,Concho Resources
204,115.78%,UNP,Union Pacific,79.46%,BAX,Baxter International Inc.,50.71%,PCAR,PACCAR Inc.,40.32%,USB,U.S. Bancorp,33.35%,RRC,Range Resources Corp.,25.90%,RTN,Raytheon Co.,40.89%,PKG,Packaging Corporation of America,61.38%,K,Kellogg Co.,102.30%,ETN,Eaton Corporation,74.04%,TXT,Textron Inc.,0.60%,INCY,Incyte,-12.11%,REG,Regency Centers Corporation,-16.30%,EIX,Edison Int'l,8.97%,MDLZ,Mondelez International,50.87%,TMK,Torchmark Corp.,54.92%,S,Sprint Nextel Corp.,53.67%,IDXX,IDEXX Laboratories,98.07%,STT,State Street Corp.,62.87%,AIV,Apartment Investment & Management,7.18%,CL,Colgate-Palmolive,36.78%,RE,Everest Re
205,115.39%,BDX,Becton Dickinson,79.14%,ETN,Eaton Corporation,50.71%,ABT,Abbott Laboratories,40.09%,BA,Boeing Company,33.27%,CB,Chubb Corp,25.80%,PNW,Pinnacle West Capital,40.49%,GPC,Genuine Parts,60.97%,RL,Polo Ralph Lauren Corp.,101.96%,DLR,Digital Realty,73.54%,WDC,Western Digital,0.33%,BAC,Bank of America Corp,-12.31%,WYNN,Wynn Resorts,-16.46%,ROK,Rockwell Automation Inc.,8.77%,ITW,Illinois Tool Works,50.32%,VZ,Verizon Communications,54.80%,KMX,Carmax Inc,53.47%,UNM,Unum Group,97.14%,BCR,Bard (C.R.) Inc.,62.83%,JPM,JPMorgan Chase & Co.,6.80%,FE,FirstEnergy Corp,36.36%,JBHT,J. B. Hunt Transport Services
206,115.06%,EIX,Edison Int'l,77.84%,VZ,Verizon Communications,50.11%,LUK,Leucadia National Corp.,39.45%,TROW,T. Rowe Price Group,33.25%,FTR,Frontier Communications,25.52%,FITB,Fifth Third Bancorp,39.99%,ESS,"Essex Property Trust, Inc.",60.62%,SCG,SCANA Corp,101.43%,NE,Noble Corp,73.39%,KMX,Carmax Inc,0.18%,MDLZ,Mondelez International,-12.93%,LSI,LSI Corporation,-16.57%,LUK,Leucadia National Corp.,8.74%,IR,Ingersoll-Rand PLC,50.16%,AET,Aetna Inc,54.66%,SWK,Stanley Black & Decker,52.64%,DPS,Dr Pepper Snapple Group,96.40%,DVA,DaVita,62.79%,ITW,Illinois Tool Works,6.62%,WY,Weyerhaeuser Corp.,35.63%,LLY,Lilly (Eli) & Co.
