,1995-2006,ticker,company,1996-2007,ticker,company,1997-2008,ticker,company,1998-2009,ticker,company,1999-2010,ticker,company,2000-2011,ticker,company,2001-2012,ticker,company,2002-2013,ticker,company,2003-2014,ticker,company,2004-2015,ticker,company,2005-2016,ticker,company,2006-2017,ticker,company,2007-2018,ticker,company
54,953.12%,TGT,Target Corp.,846.02%,DHR,Danaher Corp.,722.70%,LLL,L-3 Communications Holdings,361.81%,FRT,Federal Realty Investment Trust,518.85%,NBL,Noble Energy Inc,577.65%,HCP,HCP Inc.,609.23%,BLL,Ball Corp,596.04%,NOV,National Oilwell Varco Inc.,951.34%,KSU,Kansas City Southern,735.26%,EQIX,Equinix,545.18%,SNA,Snap-On Inc.,190.95%,AVB,"AvalonBay Communities, Inc.",453.54%,FBHS,Fortune Brands Home & Security
55,947.00%,PGR,Progressive Corp.,837.49%,MAC,Macerich,718.45%,TWX,Time Warner Inc.,360.56%,YUM,Yum! Brands Inc,517.88%,GOOGL,Alphabet Inc Class A,568.58%,HUM,Humana Inc.,607.95%,DVA,DaVita,595.94%,FCX,Freeport-McMoRan Inc.,933.94%,ATVI,Activision Blizzard,726.20%,ANSS,ANSYS,544.55%,TJX,TJX Companies Inc.,184.06%,JPM,JPMorgan Chase & Co.,437.83%,ROP,Roper Technologies
56,946.07%,HOLX,Hologic,824.53%,SLM,SLM Corporation,713.68%,DNR,Denbury Resources,352.77%,IDXX,IDEXX Laboratories,517.88%,GOOG,Alphabet Inc Class C,563.76%,RMD,ResMed,605.49%,BWA,BorgWarner,595.90%,SHW,Sherwin-Williams,917.87%,ORLY,O'Reilly Automotive,710.94%,CME,CME Group Inc.,538.52%,NKE,Nike,179.93%,VTR,Ventas Inc,427.14%,DLR,Digital Realty
57,945.73%,TSCO,Tractor Supply Company,813.11%,USB,U.S. Bancorp,710.75%,ORLY,O'Reilly Automotive,348.57%,GPN,Global Payments Inc,516.37%,CERN,Cerner,541.68%,APH,Amphenol Corp,601.09%,CHD,Church & Dwight,588.72%,AKAM,Akamai Technologies Inc,902.34%,TDG,TransDigm Group,695.36%,ROST,Ross Stores,532.19%,HUM,Humana Inc.,173.76%,TXN,Texas Instruments,422.06%,ACN,Accenture plc
58,930.22%,ADBE,Adobe Systems Inc,799.48%,ATVI,Activision Blizzard,689.42%,BCR,Bard (C.R.) Inc.,342.96%,SYK,Stryker Corp.,468.58%,PXD,Pioneer Natural Resources,534.66%,GPN,Global Payments Inc,591.78%,IDXX,IDEXX Laboratories,586.47%,WDC,Western Digital,896.52%,BLK,BlackRock,688.73%,AME,AMETEK Inc,527.33%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,173.01%,CPB,Campbell Soup,419.38%,DHR,Danaher Corp.
59,921.46%,BBBY,Bed Bath & Beyond,798.39%,KIM,Kimco Realty,684.98%,NTAP,NetApp,330.50%,UNH,United Health Group Inc.,466.06%,AME,AMETEK Inc,503.36%,DNB,Dun & Bradstreet,590.52%,CNC,Centene Corporation,578.10%,DVA,DaVita,889.71%,AME,AMETEK Inc,673.26%,CXO,Concho Resources,523.60%,HRL,Hormel Foods Corp.,172.09%,TROW,T. Rowe Price Group,418.83%,CHD,Church & Dwight
60,914.08%,NFX,Newfield Exploration Co,794.20%,TSCO,Tractor Supply Company,683.76%,BLL,Ball Corp,329.45%,AJG,Arthur J. Gallagher & Co.,457.70%,FTI,TechnipFMC,497.35%,FAST,Fastenal Co,588.17%,RHT,Red Hat Inc.,576.05%,CMG,Chipotle Mexican Grill,865.07%,APH,Amphenol Corp,662.31%,OKE,ONEOK,523.25%,PSA,Public Storage,169.95%,PM,Philip Morris International,418.69%,COO,The Cooper Companies
61,912.19%,ZION,Zions Bancorp,792.10%,ORLY,O'Reilly Automotive,665.04%,MTD,Mettler Toledo,328.23%,PSA,Public Storage,457.50%,ROP,Roper Technologies,491.96%,GOOGL,Alphabet Inc Class A,578.07%,AN,AutoNation Inc,575.66%,CCI,Crown Castle International Corp.,859.82%,OKE,ONEOK,659.27%,EXR,Extra Space Storage,520.30%,RHT,Red Hat Inc.,169.65%,CINF,Cincinnati Financial,403.78%,FISV,Fiserv Inc
62,903.62%,MHK,Mohawk Industries,789.28%,DNR,Denbury Resources,662.52%,APA,Apache Corporation,328.10%,COG,Cabot Oil & Gas,456.33%,SHLD,Sears Holding Corporation,462.05%,ORLY,O'Reilly Automotive,564.03%,JWN,Nordstrom,571.16%,CHD,Church & Dwight,856.88%,BWA,BorgWarner,653.43%,AYI,Acuity Brands Inc,517.13%,STZ,Constellation Brands,168.35%,RE,Everest Re,399.33%,APTV,Aptiv Plc
63,899.67%,WAT,Waters Corporation,783.73%,TWX,Time Warner Inc.,658.27%,COG,Cabot Oil & Gas,318.32%,PCAR,PACCAR Inc.,447.29%,FSLR,First Solar,458.71%,AVB,"AvalonBay Communities, Inc.",556.00%,ORLY,O'Reilly Automotive,559.77%,MON,Monsanto Co.,848.22%,RHT,Red Hat Inc.,651.36%,PVH,PVH Corp.,504.38%,NDAQ,"Nasdaq, Inc.",168.05%,ADI,"Analog Devices, Inc.",389.78%,YUM,Yum! Brands Inc
64,893.47%,RHI,Robert Half International,765.26%,IRM,Iron Mountain Incorporated,657.82%,PPL,PPL Corp.,318.25%,ADBE,Adobe Systems Inc,435.23%,FRT,Federal Realty Investment Trust,456.11%,FMC,FMC Corporation,554.72%,PVH,PVH Corp.,558.05%,FAST,Fastenal Co,824.36%,VFC,V.F. Corp.,644.56%,IT,Gartner Inc,495.63%,APH,Amphenol Corp,163.75%,ED,Consolidated Edison,382.39%,CCE,Coca-Cola Enterprises
65,893.05%,SYK,Stryker Corp.,757.96%,SYK,Stryker Corp.,652.36%,ADSK,Autodesk Inc,310.70%,PPL,PPL Corp.,432.14%,WYNN,Wynn Resorts,448.33%,DLR,Digital Realty,551.82%,NSC,Norfolk Southern Corp.,553.36%,EOG,EOG Resources,801.71%,PWR,Quanta Services Inc.,641.52%,CNC,Centene Corporation,495.51%,WDC,Western Digital,159.07%,ITT,ITT Corp.,376.59%,FIS,Fidelity National Information Services
66,889.63%,PDCO,Patterson Companies,754.56%,RJF,Raymond James Financial Inc.,645.80%,EOG,EOG Resources,305.19%,ETR,Entergy Corp.,426.36%,EW,Edwards Lifesciences,439.14%,NFX,Newfield Exploration Co,551.81%,GPN,Global Payments Inc,552.70%,EW,Edwards Lifesciences,790.11%,EOG,EOG Resources,634.74%,CSX,CSX Corp.,493.83%,VFC,V.F. Corp.,154.48%,IBM,International Business Machines,376.05%,UNH,United Health Group Inc.
67,881.35%,CHK,Chesapeake Energy,754.32%,SPG,Simon Property Group Inc,627.74%,CERN,Cerner,299.77%,AFL,AFLAC Inc,416.46%,DLR,Digital Realty,437.24%,SBUX,Starbucks Corp.,543.71%,GOOGL,Alphabet Inc Class A,551.00%,IDXX,IDEXX Laboratories,784.51%,FOSL,Fossil Group,631.44%,CCI,Crown Castle International Corp.,484.78%,HBI,Hanesbrands Inc,151.99%,LOW,Lowe's Cos.,375.87%,HUM,Humana Inc.
68,881.20%,KSS,Kohl's,753.54%,TROW,T. Rowe Price Group,615.09%,CMI,Cummins Inc.,296.79%,SO,Southern Co.,415.94%,SPG,Simon Property Group Inc,434.77%,ALXN,Alexion Pharmaceuticals,543.71%,GOOG,Alphabet Inc Class C,547.79%,JWN,Nordstrom,777.80%,VRSN,Verisign Inc.,630.01%,WMB,Williams Cos.,482.84%,CHD,Church & Dwight,148.48%,RHT,Red Hat Inc.,372.89%,HAS,Hasbro Inc.
69,869.00%,MDT,Medtronic plc,753.53%,NE,Noble Corp,600.57%,AME,AMETEK Inc,295.57%,O,Realty Income Corporation,413.61%,DVN,Devon Energy,431.84%,EXPD,Expeditors International,539.97%,RL,Polo Ralph Lauren Corp.,533.28%,PSA,Public Storage,777.24%,ENDP,Endo International plc,626.57%,AZO,AutoZone Inc,482.50%,ADS,Alliance Data Systems,134.34%,ADM,Archer-Daniels-Midland Co,372.76%,BF.B,Brown-Forman Corp.
70,858.98%,AFL,AFLAC Inc,750.44%,SLG,SL Green Realty,597.68%,ROP,Roper Technologies,290.72%,MTD,Mettler Toledo,407.97%,BLL,Ball Corp,429.60%,CAT,Caterpillar Inc.,539.40%,CME,CME Group Inc.,524.64%,NBL,Noble Energy Inc,762.39%,VTR,Ventas Inc,622.54%,FMC,FMC Corporation,477.04%,ANSS,ANSYS,129.61%,CME,CME Group Inc.,369.48%,CTAS,Cintas Corporation
71,842.12%,SCHW,Charles Schwab Corporation,737.30%,AVB,"AvalonBay Communities, Inc.",597.02%,TSCO,Tractor Supply Company,290.60%,FAST,Fastenal Co,396.26%,LKQ,LKQ Corporation,427.71%,VLO,Valero Energy,523.89%,GWW,Grainger (W.W.) Inc.,524.50%,CXO,Concho Resources,762.08%,RL,Polo Ralph Lauren Corp.,616.56%,MTD,Mettler Toledo,472.07%,UHS,"Universal Health Services, Inc.",128.63%,FOXA,Twenty-First Century Fox Class A,368.05%,CI,CIGNA Corp.
72,811.49%,MTB,M&T Bank Corp.,728.32%,PHM,Pulte Homes Inc.,596.86%,MRO,Marathon Oil Corp.,282.10%,LOW,Lowe's Cos.,379.91%,AZO,AutoZone Inc,426.03%,FSLR,First Solar,500.64%,PX,Praxair Inc.,523.72%,YUM,Yum! Brands Inc,744.30%,LB,L Brands Inc.,615.85%,ABC,AmerisourceBergen Corp,468.66%,UNP,Union Pacific,127.04%,XRAY,Dentsply Sirona,361.27%,PPG,PPG Industries
73,803.03%,CSCO,Cisco Systems,726.90%,DNB,Dun & Bradstreet,593.03%,ANDV,Andeavor,275.48%,HCN,Welltower Inc.,379.77%,PRGO,Perrigo,425.68%,UDR,UDR Inc,491.83%,HUM,Humana Inc.,520.95%,CERN,Cerner,743.01%,OXY,Occidental Petroleum,607.39%,TJX,TJX Companies Inc.,467.16%,CTSH,Cognizant Technology Solutions,119.92%,TEL,TE Connectivity Ltd.,361.00%,COST,Costco Wholesale Corp.
74,802.67%,AET,Aetna Inc,723.78%,BBBY,Bed Bath & Beyond,589.14%,GOOGL,Alphabet Inc Class A,275.45%,ESS,"Essex Property Trust, Inc.",378.35%,HOLX,Hologic,412.92%,ROK,Rockwell Automation Inc.,489.88%,CRM,Salesforce.com,518.19%,HAL,Halliburton Co.,742.84%,BIIB,Biogen Inc.,607.22%,JBHT,J. B. Hunt Transport Services,464.00%,AMT,American Tower Corp A,105.34%,ABBV,AbbVie Inc.,359.12%,WDC,Western Digital
75,794.24%,IGT,International Game Technology,718.33%,MS,Morgan Stanley,584.67%,CF,CF Industries Holdings Inc,270.67%,AME,AMETEK Inc,376.62%,PSA,Public Storage,409.21%,UNP,Union Pacific,484.76%,CSX,CSX Corp.,516.67%,ALGN,Align Technology,737.21%,CXO,Concho Resources,605.69%,NOV,National Oilwell Varco Inc.,463.38%,HOLX,Hologic,102.37%,CSCO,Cisco Systems,358.76%,ABC,AmerisourceBergen Corp
76,786.04%,DHR,Danaher Corp.,712.51%,VAR,Varian Medical Systems,582.21%,PBCT,People's United Financial,268.12%,FLR,Fluor Corp.,362.08%,NFX,Newfield Exploration Co,405.57%,SHW,Sherwin-Williams,483.74%,HCP,HCP Inc.,514.63%,ALB,Albemarle Corp,713.93%,SBUX,Starbucks Corp.,604.69%,MO,Altria Group Inc,461.05%,BLK,BlackRock,100.44%,EQT,EQT Corporation,357.32%,DPS,Dr Pepper Snapple Group
77,784.57%,VNO,Vornado Realty Trust,697.16%,ETFC,E*Trade,580.33%,SHLD,Sears Holding Corporation,265.99%,DRI,Darden Restaurants,360.78%,RMD,ResMed,404.28%,UHS,"Universal Health Services, Inc.",482.87%,MON,Monsanto Co.,512.88%,SRCL,Stericycle Inc,711.72%,ROP,Roper Technologies,602.16%,DLTR,Dollar Tree,456.67%,KR,Kroger Co.,94.12%,MYL,Mylan N.V.,356.68%,PH,Parker-Hannifin
78,783.67%,IRM,Iron Mountain Incorporated,692.78%,PDCO,Patterson Companies,564.87%,AMG,Affiliated Managers Group Inc,264.13%,DVN,Devon Energy,353.80%,PBCT,People's United Financial,400.21%,PBCT,People's United Financial,475.50%,ENDP,Endo International plc,508.37%,ROK,Rockwell Automation Inc.,708.76%,MCD,McDonald's Corp.,600.77%,MCK,McKesson Corp.,454.58%,CCI,Crown Castle International Corp.,83.03%,QCOM,QUALCOMM Inc.,355.54%,AET,Aetna Inc
79,780.67%,BEN,Franklin Resources,690.22%,PSA,Public Storage,563.58%,STZ,Constellation Brands,264.02%,CERN,Cerner,336.98%,APC,Anadarko Petroleum Corp,394.28%,MA,Mastercard Inc.,472.27%,O,Realty Income Corporation,507.49%,REGN,Regeneron,705.15%,NKE,Nike,598.53%,APH,Amphenol Corp,444.13%,CI,CIGNA Corp.,80.06%,REG,Regency Centers Corporation,351.85%,GOOGL,Alphabet Inc Class A
80,778.63%,CME,CME Group Inc.,688.86%,CHD,Church & Dwight,559.95%,DF,Dean Foods,263.65%,WYNN,Wynn Resorts,336.51%,XRAY,Dentsply Sirona,391.12%,AAP,Advance Auto Parts,468.66%,NUE,Nucor Corp.,505.19%,LB,L Brands Inc.,700.56%,SHW,Sherwin-Williams,586.66%,RL,Polo Ralph Lauren Corp.,442.32%,AME,AMETEK Inc,77.99%,ZTS,Zoetis,351.67%,GOOG,Alphabet Inc Class C
81,771.74%,DF,Dean Foods,687.36%,CHRW,C. H. Robinson Worldwide,559.68%,BXP,Boston Properties,257.06%,AYI,Acuity Brands Inc,332.32%,DISH,Dish Network,384.12%,TJX,TJX Companies Inc.,468.47%,DNR,Denbury Resources,499.65%,BLK,BlackRock,700.52%,JWN,Nordstrom,577.52%,ROP,Roper Technologies,441.81%,LMT,Lockheed Martin Corp.,77.63%,TER,Teradyne,348.21%,NI,NiSource Inc.
82,754.73%,STT,State Street Corp.,677.96%,MCO,Moody's Corp,557.57%,TROW,T. Rowe Price Group,256.90%,NFLX,Netflix Inc.,322.98%,AVB,"AvalonBay Communities, Inc.",382.52%,APC,Anadarko Petroleum Corp,468.12%,CERN,Cerner,497.23%,KSU,Kansas City Southern,689.28%,NBL,Noble Energy Inc,575.44%,CHD,Church & Dwight,439.65%,AAP,Advance Auto Parts,73.68%,CAH,Cardinal Health,346.93%,TXN,Texas Instruments
83,754.51%,WBA,Walgreens Boots Alliance,670.48%,WYNN,Wynn Resorts,554.61%,GGP,General Growth Properties Inc.,255.57%,ROST,Ross Stores,322.63%,HCN,Welltower Inc.,377.65%,SLG,SL Green Realty,464.56%,AYI,Acuity Brands Inc,496.97%,AOS,A.O. Smith,685.15%,ROST,Ross Stores,566.63%,AVGO,Broadcom,434.31%,IDXX,IDEXX Laboratories,71.98%,BK,The Bank of New York Mellon Corp.,344.30%,AON,Aon plc
84,749.36%,UTX,United Technologies,668.43%,LOW,Lowe's Cos.,547.94%,AFL,AFLAC Inc,249.86%,ETN,Eaton Corporation,322.42%,BXP,Boston Properties,369.09%,ADSK,Autodesk Inc,459.84%,ROP,Roper Technologies,495.46%,HUM,Humana Inc.,673.62%,NOV,National Oilwell Varco Inc.,556.79%,HUM,Humana Inc.,424.92%,SRCL,Stericycle Inc,71.11%,WY,Weyerhaeuser Corp.,343.56%,OKE,ONEOK
85,734.70%,TIF,Tiffany & Co.,662.54%,SPGI,"S&P Global, Inc.",537.72%,PEG,Public Serv. Enterprise Inc.,248.72%,UTX,United Technologies,309.85%,LUK,Leucadia National Corp.,360.83%,XRAY,Dentsply Sirona,458.77%,OKE,ONEOK,495.11%,BWA,BorgWarner,672.28%,IT,Gartner Inc,546.23%,GWW,Grainger (W.W.) Inc.,423.14%,CHTR,Charter Communications,60.71%,CFG,Citizens Financial Group,337.35%,CBOE,CBOE Holdings
86,733.64%,FOSL,Fossil Group,659.22%,ANDV,Andeavor,535.21%,GPN,Global Payments Inc,248.63%,PBCT,People's United Financial,309.75%,ROK,Rockwell Automation Inc.,358.67%,RJF,Raymond James Financial Inc.,455.82%,MAA,Mid-America Apartments,491.42%,FLS,Flowserve Corporation,670.61%,DVA,DaVita,543.67%,NKE,Nike,410.95%,MCD,McDonald's Corp.,60.14%,COP,ConocoPhillips,333.91%,LUV,Southwest Airlines
87,727.62%,DNB,Dun & Bradstreet,659.03%,FRT,Federal Realty Investment Trust,522.24%,RJF,Raymond James Financial Inc.,247.77%,IRM,Iron Mountain Incorporated,300.43%,SLB,Schlumberger Ltd.,354.96%,VNO,Vornado Realty Trust,445.03%,MAC,Macerich,488.04%,RL,Polo Ralph Lauren Corp.,666.85%,TROW,T. Rowe Price Group,540.75%,IDXX,IDEXX Laboratories,410.44%,NOC,Northrop Grumman Corp.,58.67%,EBAY,eBay,331.19%,BCR,Bard (C.R.) Inc.
88,723.53%,SYMC,Symantec Corp.,653.17%,CB,Chubb Corp,520.48%,ITT,ITT Corp.,247.38%,APH,Amphenol Corp,298.24%,LLL,L-3 Communications Holdings,353.46%,SO,Southern Co.,442.89%,ROK,Rockwell Automation Inc.,487.93%,SBUX,Starbucks Corp.,656.67%,MTD,Mettler Toledo,530.13%,ATVI,Activision Blizzard,408.20%,FLS,Flowserve Corporation,48.79%,CDNS,Cadence Design Systems,331.03%,TMO,Thermo Fisher Scientific
89,718.08%,ECL,Ecolab,642.71%,EQT,EQT Corporation,519.55%,IRM,Iron Mountain Incorporated,238.17%,FOSL,Fossil Group,297.31%,IDXX,IDEXX Laboratories,337.10%,ROP,Roper Technologies,442.54%,CHRW,C. H. Robinson Worldwide,482.40%,AET,Aetna Inc,655.65%,PXD,Pioneer Natural Resources,521.40%,SPG,Simon Property Group Inc,403.34%,CMI,Cummins Inc.,41.38%,NOV,National Oilwell Varco Inc.,328.69%,UHS,"Universal Health Services, Inc."
90,716.98%,EOG,EOG Resources,642.64%,EA,Electronic Arts,518.01%,GME,GameStop,237.50%,AET,Aetna Inc,294.24%,FMC,FMC Corporation,332.95%,RE,Everest Re,442.02%,DLTR,Dollar Tree,473.36%,PXD,Pioneer Natural Resources,648.39%,MO,Altria Group Inc,520.06%,HOLX,Hologic,395.16%,COG,Cabot Oil & Gas,39.44%,CTL,CenturyLink Inc,325.41%,BLK,BlackRock
91,713.57%,LOW,Lowe's Cos.,637.24%,SYMC,Symantec Corp.,513.96%,SLG,SL Green Realty,236.84%,RRC,Range Resources Corp.,293.97%,FOSL,Fossil Group,332.54%,NUE,Nucor Corp.,432.24%,ALB,Albemarle Corp,460.36%,CNC,Centene Corporation,640.39%,NUE,Nucor Corp.,511.98%,AAP,Advance Auto Parts,387.96%,CVS,CVS Health,35.69%,NTAP,NetApp,321.71%,CMS,CMS Energy
92,711.01%,MCO,Moody's Corp,636.88%,BXP,Boston Properties,507.91%,XRAY,Dentsply Sirona,236.28%,HCP,HCP Inc.,287.42%,ESV,Ensco plc,327.49%,LSI,LSI Corporation,427.27%,TJX,TJX Companies Inc.,457.30%,BLL,Ball Corp,639.30%,TJX,TJX Companies Inc.,499.74%,PSA,Public Storage,384.36%,BF.B,Brown-Forman Corp.,35.01%,HRB,Block H&R,321.50%,EXPE,Expedia Inc.
93,703.90%,RIG,Transocean,632.46%,ANSS,ANSYS,507.83%,AET,Aetna Inc,234.50%,ROP,Roper Technologies,284.90%,SBAC,SBA Communications,324.52%,TROW,T. Rowe Price Group,425.96%,PCAR,PACCAR Inc.,449.43%,APH,Amphenol Corp,635.93%,YUM,Yum! Brands Inc,496.23%,STZ,Constellation Brands,382.13%,TMO,Thermo Fisher Scientific,34.70%,DWDP,DowDuPont,319.22%,WYN,Wyndham Worldwide
94,703.44%,HOG,Harley-Davidson,628.26%,BEN,Franklin Resources,503.61%,VNO,Vornado Realty Trust,234.37%,ITT,ITT Corp.,281.43%,SLG,SL Green Realty,301.62%,LUK,Leucadia National Corp.,422.37%,IT,Gartner Inc,445.16%,SBAC,SBA Communications,635.75%,TPR,"Tapestry, Inc.",495.67%,CVS,CVS Health,377.99%,ACN,Accenture plc,34.64%,ALLE,Allegion,319.06%,AMT,American Tower Corp A
95,699.89%,FAST,Fastenal Co,627.07%,C,Citigroup Inc.,500.44%,GD,General Dynamics,233.03%,EW,Edwards Lifesciences,279.48%,SYK,Stryker Corp.,298.48%,REG,Regency Centers Corporation,421.61%,BLK,BlackRock,442.48%,MO,Altria Group Inc,635.35%,CSX,CSX Corp.,490.51%,FOSL,Fossil Group,376.87%,CSX,CSX Corp.,31.71%,GHC,Graham Holdings,318.12%,ALB,Albemarle Corp
96,699.06%,PSA,Public Storage,617.90%,ARE,Alexandria Real Estate Equities Inc,497.09%,FRT,Federal Realty Investment Trust,232.39%,REG,Regency Centers Corporation,279.13%,VNO,Vornado Realty Trust,297.36%,MKC,McCormick & Co.,419.24%,GRMN,Garmin Ltd.,434.48%,ETN,Eaton Corporation,635.34%,MRO,Marathon Oil Corp.,489.92%,AGN,"Allergan, Inc",370.11%,CMS,CMS Energy,29.71%,FSLR,First Solar,313.70%,DG,Dollar General
97,698.88%,MS,Morgan Stanley,609.86%,BLL,Ball Corp,494.35%,SUN,Sunoco Inc.,231.84%,XOM,Exxon Mobil Corp.,278.02%,ETR,Entergy Corp.,294.44%,COP,ConocoPhillips,418.91%,AAP,Advance Auto Parts,433.40%,UNP,Union Pacific,632.72%,CHD,Church & Dwight,489.79%,AMZN,Amazon.com Inc,367.03%,SPG,Simon Property Group Inc,28.68%,LVLT,Level 3 Communications,313.48%,MPC,Marathon Petroleum
98,696.99%,BLK,BlackRock,606.28%,COST,Costco Wholesale Corp.,485.90%,NUE,Nucor Corp.,225.13%,DLR,Digital Realty,277.40%,BEN,Franklin Resources,294.36%,BF.B,Brown-Forman Corp.,412.03%,CAT,Caterpillar Inc.,427.89%,O,Realty Income Corporation,632.19%,HOLX,Hologic,488.04%,NSC,Norfolk Southern Corp.,366.80%,HAS,Hasbro Inc.,12.59%,BBBY,Bed Bath & Beyond,311.06%,NEE,NextEra Energy
99,696.82%,ROK,Rockwell Automation Inc.,601.81%,MHK,Mohawk Industries,483.83%,CTXS,Citrix Systems,222.71%,BXP,Boston Properties,274.79%,TROW,T. Rowe Price Group,293.71%,NVDA,Nvidia Corporation,410.23%,FLS,Flowserve Corporation,421.81%,HCN,Welltower Inc.,630.59%,AOS,A.O. Smith,485.13%,AKAM,Akamai Technologies Inc,364.27%,CNC,Centene Corporation,0.87%,EXC,Exelon Corp.,309.56%,AYI,Acuity Brands Inc
100,693.52%,MSFT,Microsoft Corp.,599.99%,ECL,Ecolab,482.60%,SLB,Schlumberger Ltd.,215.53%,WMT,Wal-Mart Stores,274.13%,MTD,Mettler Toledo,292.98%,JWN,Nordstrom,408.82%,ETN,Eaton Corporation,419.73%,VFC,V.F. Corp.,628.49%,ROK,Rockwell Automation Inc.,484.45%,AOS,A.O. Smith,359.92%,BIIB,Biogen Inc.,-0.41%,APA,Apache Corporation,308.65%,KSU,Kansas City Southern
101,690.55%,UHS,"Universal Health Services, Inc.",597.50%,PAYX,Paychex Inc.,475.99%,NE,Noble Corp,215.33%,GD,General Dynamics,273.86%,OKE,ONEOK,291.73%,VFC,V.F. Corp.,404.77%,MO,Altria Group Inc,415.31%,CHRW,C. H. Robinson Worldwide,624.44%,URI,"United Rentals, Inc.",482.62%,DVA,DaVita,357.25%,FTI,TechnipFMC,-15.95%,EVHC,Envision Healthcare,307.44%,CTXS,Citrix Systems
102,681.61%,COST,Costco Wholesale Corp.,593.02%,STZ,Constellation Brands,475.78%,COST,Costco Wholesale Corp.,214.82%,NTAP,NetApp,272.37%,UDR,UDR Inc,290.09%,LMT,Lockheed Martin Corp.,402.62%,UNP,Union Pacific,409.61%,EMN,Eastman Chemical,617.76%,SRCL,Stericycle Inc,469.10%,JWN,Nordstrom,355.14%,FISV,Fiserv Inc,-20.46%,AES,AES Corp,307.27%,DE,Deere & Co.
103,678.37%,REG,Regency Centers Corporation,587.34%,MUR,Murphy Oil,472.68%,BWA,BorgWarner,213.32%,MA,Mastercard Inc.,271.40%,AYI,Acuity Brands Inc,285.59%,NKE,Nike,401.14%,FMC,FMC Corporation,405.68%,GWW,Grainger (W.W.) Inc.,610.80%,ADSK,Autodesk Inc,467.63%,ICE,Intercontinental Exchange,354.31%,HSIC,Henry Schein,-21.93%,MGM,MGM Resorts International,304.88%,CCI,Crown Castle International Corp.
104,670.20%,SHLD,Sears Holding Corporation,584.94%,AFL,AFLAC Inc,472.09%,SBUX,Starbucks Corp.,212.75%,BDX,Becton Dickinson,269.24%,CNC,Centene Corporation,271.26%,GRMN,Garmin Ltd.,387.92%,VFC,V.F. Corp.,400.40%,GRMN,Garmin Ltd.,606.62%,AAP,Advance Auto Parts,465.98%,RMD,ResMed,353.94%,LYB,LyondellBasell,-22.74%,LEN,Lennar Corp.,304.03%,MMM,3M Company
105,669.11%,SPGI,"S&P Global, Inc.",580.74%,NFX,Newfield Exploration Co,465.65%,STT,State Street Corp.,212.08%,LUK,Leucadia National Corp.,260.67%,NKE,Nike,268.51%,LLL,L-3 Communications Holdings,385.69%,ADSK,Autodesk Inc,397.62%,HCP,HCP Inc.,601.27%,AET,Aetna Inc,462.05%,V,Visa Inc.,352.46%,AON,Aon plc,-22.82%,JBL,Jabil Circuit,303.41%,HRS,Harris Corporation
106,666.24%,ESV,Ensco plc,580.58%,TIF,Tiffany & Co.,454.67%,HOLX,Hologic,209.21%,MCD,McDonald's Corp.,259.47%,VLO,Valero Energy,268.05%,AMG,Affiliated Managers Group Inc,384.35%,PXD,Pioneer Natural Resources,396.37%,HP,Helmerich & Payne,596.52%,ATI,Allegheny Technologies,461.81%,CCK,Crown Holdings,351.23%,CB,Chubb Corp,-31.90%,FTR,Frontier Communications,302.84%,EMN,Eastman Chemical
107,659.40%,OMC,Omnicom Group,577.27%,STT,State Street Corp.,447.35%,YUM,Yum! Brands Inc,209.16%,PEG,Public Serv. Enterprise Inc.,257.39%,BCR,Bard (C.R.) Inc.,266.22%,BDX,Becton Dickinson,379.96%,APH,Amphenol Corp,393.64%,AZO,AutoZone Inc,595.93%,VLO,Valero Energy,461.37%,SRCL,Stericycle Inc,350.23%,FBHS,Fortune Brands Home & Security,-44.22%,RF,Regions Financial Corp.,298.68%,WEC,Wec Energy Group Inc
108,657.91%,AAPL,Apple Inc.,568.14%,UNH,United Health Group Inc.,444.64%,UTX,United Technologies,208.17%,VLO,Valero Energy,248.06%,CXO,Concho Resources,264.31%,RSG,Republic Services Inc,377.90%,UDR,UDR Inc,390.38%,ORLY,O'Reilly Automotive,590.12%,UAA,Under Armour,459.95%,CBG,CBRE Group,349.57%,RMD,ResMed,-65.00%,AMD,Advanced Micro Devices,296.85%,WAT,Waters Corporation
109,655.52%,APH,Amphenol Corp,567.80%,SCHW,Charles Schwab Corporation,444.26%,DVN,Devon Energy,207.36%,FFIV,F5 Networks,244.65%,IGT,International Game Technology,257.99%,ITT,ITT Corp.,376.73%,MRO,Marathon Oil Corp.,389.59%,DE,Deere & Co.,588.89%,DLTR,Dollar Tree,458.87%,AET,Aetna Inc,349.41%,GPN,Global Payments Inc,-68.24%,DNR,Denbury Resources,292.88%,ESRX,Express Scripts
110,655.47%,EQT,EQT Corporation,567.46%,MRO,Marathon Oil Corp.,437.87%,SPG,Simon Property Group Inc,207.04%,CF,CF Industries Holdings Inc,243.84%,ORCL,Oracle Corp.,253.19%,TDG,TransDigm Group,369.29%,TDG,TransDigm Group,388.66%,PCAR,PACCAR Inc.,584.54%,SPG,Simon Property Group Inc,458.30%,SNA,Snap-On Inc.,346.64%,NVDA,Nvidia Corporation,-74.66%,CHK,Chesapeake Energy,292.22%,COG,Cabot Oil & Gas
