,1995-1997,ticker,company,1996-1998,ticker,company,1997-1999,ticker,company,1998-2000,ticker,company,1999-2001,ticker,company,2000-2002,ticker,company,2001-2003,ticker,company,2002-2004,ticker,company,2003-2005,ticker,company,2004-2006,ticker,company,2005-2007,ticker,company,2006-2008,ticker,company,2007-2009,ticker,company,2008-2010,ticker,company,2009-2011,ticker,company,2010-2012,ticker,company,2011-2013,ticker,company,2012-2014,ticker,company,2013-2015,ticker,company,2014-2016,ticker,company,2015-2017,ticker,company,2016-2018,ticker,company
133,91.97%,DE,Deere & Co.,89.25%,TXN,Texas Instruments,81.22%,UHS,"Universal Health Services, Inc.",46.17%,DRI,Darden Restaurants,51.89%,EA,Electronic Arts,53.10%,MYL,Mylan N.V.,25.41%,CLX,The Clorox Company,45.23%,EIX,Edison Int'l,98.54%,CTXS,Citrix Systems,67.69%,AES,AES Corp,55.64%,GGP,General Growth Properties Inc.,26.77%,CTL,CenturyLink Inc,-23.69%,SWKS,Skyworks Solutions,-0.12%,CLX,The Clorox Company,90.87%,TROW,T. Rowe Price Group,38.35%,HCN,Welltower Inc.,31.17%,AMG,Affiliated Managers Group Inc,92.55%,AXP,American Express Co,82.99%,TXN,Texas Instruments,37.75%,JBL,Jabil Circuit,-16.01%,VTR,Ventas Inc,-31.97%,LB,L Brands Inc.
134,91.68%,PNC,PNC Financial Services,88.18%,OKE,ONEOK,80.77%,CCI,Crown Castle International Corp.,45.07%,JNJ,Johnson & Johnson,51.02%,JCI,Johnson Controls Inc,52.93%,OKE,ONEOK,24.71%,GHC,Graham Holdings,45.19%,TIF,Tiffany & Co.,98.40%,PDCO,Patterson Companies,67.42%,ADM,Archer-Daniels-Midland Co,55.63%,NFX,Newfield Exploration Co,26.50%,HRL,Hormel Foods Corp.,-23.73%,MCK,McKesson Corp.,-0.28%,TGT,Target Corp.,90.83%,NVDA,Nvidia Corporation,37.97%,CLF,Cliffs Natural Resources,31.15%,ES,Eversource Energy,92.08%,BA,Boeing Company,82.99%,IT,Gartner Inc,37.26%,IPG,Interpublic Group,-16.85%,NAVI,Navient,-52.16%,BBBY,Bed Bath & Beyond
135,91.67%,BHGE,"Baker Hughes, a GE Company",87.99%,HD,Home Depot,80.54%,BLL,Ball Corp,44.69%,IR,Ingersoll-Rand PLC,50.73%,SIG,Signet Jewelers,52.85%,AEP,American Electric Power,24.52%,BIG,Big Lots Inc.,44.59%,DF,Dean Foods,97.95%,RL,Polo Ralph Lauren Corp.,66.61%,PSA,Public Storage,55.47%,XOM,Exxon Mobil Corp.,26.27%,PBCT,People's United Financial,-23.75%,MAT,Mattel Inc.,-0.35%,KMB,Kimberly-Clark,89.23%,UDR,UDR Inc,37.87%,JWN,Nordstrom,30.40%,ADP,Automatic Data Processing,91.54%,PVH,PVH Corp.,82.71%,TAP,Molson Coors Brewing Company,37.11%,IDXX,IDEXX Laboratories,-20.58%,COG,Cabot Oil & Gas,-55.64%,SIG,Signet Jewelers
136,90.77%,KR,Kroger Co.,87.60%,REG,Regency Centers Corporation,78.82%,IRM,Iron Mountain Incorporated,44.65%,CI,CIGNA Corp.,49.94%,CNP,CenterPoint Energy,52.82%,EQR,Equity Residential,23.43%,HOG,Harley-Davidson,44.54%,ADS,Alliance Data Systems,97.93%,TSCO,Tractor Supply Company,66.03%,ORLY,O'Reilly Automotive,55.43%,VFC,V.F. Corp.,24.69%,MCK,McKesson Corp.,-23.95%,HON,Honeywell Int'l Inc.,-0.45%,SEE,Sealed Air,87.96%,MO,Altria Group Inc,37.67%,SWK,Stanley Black & Decker,30.10%,ABC,AmerisourceBergen Corp,91.45%,GS,Goldman Sachs Group,82.29%,FL,Foot Locker Inc,36.87%,DLTR,Dollar Tree,-26.34%,BWA,BorgWarner,-57.61%,EVHC,Envision Healthcare
137,89.36%,ECL,Ecolab,87.28%,VMC,Vulcan Materials,78.40%,MMC,Marsh & McLennan,44.61%,ECL,Ecolab,49.83%,HES,Hess Corporation,52.06%,AVB,"AvalonBay Communities, Inc.",22.78%,WEC,Wec Energy Group Inc,44.33%,PCG,PG&E Corp.,96.27%,MAA,Mid-America Apartments,65.45%,MAC,Macerich,55.37%,NRG,NRG Energy,24.64%,MET,MetLife Inc.,-24.23%,R,Ryder Systems Inc.,-0.48%,PXD,Pioneer Natural Resources,87.39%,DOV,Dover Corp.,37.63%,VTR,Ventas Inc,30.02%,AZO,AutoZone Inc,90.52%,ABC,AmerisourceBergen Corp,81.87%,ALL,Allstate Corp,36.44%,AAP,Advance Auto Parts,-26.88%,SIG,Signet Jewelers,-59.54%,TRIP,TripAdvisor
138,88.99%,TIF,Tiffany & Co.,86.84%,NTAP,NetApp,77.86%,VZ,Verizon Communications,43.70%,IVZ,Invesco Ltd.,48.24%,UTX,United Technologies,51.95%,COG,Cabot Oil & Gas,21.95%,MGM,MGM Resorts International,43.81%,PSA,Public Storage,96.16%,STZ,Constellation Brands,65.00%,BCR,Bard (C.R.) Inc.,55.20%,AMG,Affiliated Managers Group Inc,24.40%,CPB,Campbell Soup,-24.51%,APH,Amphenol Corp,-0.49%,RMD,ResMed,86.70%,ANSS,ANSYS,37.36%,MCHP,Microchip Technology,29.91%,MYL,Mylan N.V.,90.26%,ICE,Intercontinental Exchange,81.66%,BLK,BlackRock,36.38%,AAPL,Apple Inc.,-30.33%,CTL,CenturyLink Inc,-86.07%,FTR,Frontier Communications
139,88.79%,JNJ,Johnson & Johnson,86.67%,CDNS,Cadence Design Systems,77.12%,TGNA,"Tegna, Inc.",43.43%,VZ,Verizon Communications,48.13%,BAX,Baxter International Inc.,51.25%,PKG,Packaging Corporation of America,21.63%,UNP,Union Pacific,43.65%,DNB,Dun & Bradstreet,96.11%,HST,Host Hotels & Resorts,64.94%,RHI,Robert Half International,54.44%,NE,Noble Corp,24.25%,BMY,Bristol-Myers Squibb,-24.57%,TMO,Thermo Fisher Scientific,-0.54%,AVB,"AvalonBay Communities, Inc.",86.20%,IT,Gartner Inc,37.21%,DTE,DTE Energy,29.33%,ANSS,ANSYS,90.21%,PRU,Prudential Financial,81.54%,TSCO,Tractor Supply Company,36.35%,GILD,Gilead Sciences,-30.63%,ILMN,Illumina Inc,-96.12%,CPWR,Compuware
140,88.70%,CPB,Campbell Soup,86.19%,IR,Ingersoll-Rand PLC,76.91%,XLNX,Xilinx Inc,43.07%,BK,The Bank of New York Mellon Corp.,47.63%,ETR,Entergy Corp.,50.04%,APA,Apache Corporation,21.48%,NYT,The New York Times Co.,43.10%,BXP,Boston Properties,95.79%,YUM,Yum! Brands Inc,64.90%,ETFC,E*Trade,54.25%,AON,Aon plc,24.17%,KMB,Kimberly-Clark,-24.85%,PFE,Pfizer Inc.,-0.73%,WBA,Walgreens Boots Alliance,85.40%,MCK,McKesson Corp.,35.46%,R,Ryder Systems Inc.,28.96%,QCOM,QUALCOMM Inc.,89.94%,AVGO,Broadcom,80.91%,NI,NiSource Inc.,36.31%,GOOG,Alphabet Inc Class C,-31.54%,AMG,Affiliated Managers Group Inc,nan%,TEG,Integrys Energy Group Inc.
141,88.22%,ITW,Illinois Tool Works,85.90%,MRO,Marathon Oil Corp.,76.29%,GHC,Graham Holdings,41.50%,GILD,Gilead Sciences,47.61%,MAR,Marriott Int'l.,49.73%,WDC,Western Digital,20.71%,PLD,Prologis,42.75%,WFC,Wells Fargo,94.83%,BXP,Boston Properties,64.21%,ESV,Ensco plc,54.05%,EXR,Extra Space Storage,24.11%,ANF,Abercrombie & Fitch,-24.95%,HSIC,Henry Schein,-0.84%,HRL,Hormel Foods Corp.,84.85%,RMD,ResMed,35.13%,IPG,Interpublic Group,28.83%,MDLZ,Mondelez International,89.58%,RE,Everest Re,80.78%,APD,Air Products & Chemicals Inc,36.17%,BMY,Bristol-Myers Squibb,-31.94%,JWN,Nordstrom,306.14%,X,United States Steel Corporation
142,88.20%,LM,Legg Mason,85.67%,LEG,Leggett & Platt,75.96%,CI,CIGNA Corp.,41.30%,PDCO,Patterson Companies,47.44%,TPR,"Tapestry, Inc.",49.66%,SPG,Simon Property Group Inc,20.34%,NOC,Northrop Grumman Corp.,42.24%,PX,Praxair Inc.,94.33%,MAR,Marriott Int'l.,63.21%,MAA,Mid-America Apartments,53.94%,ABC,AmerisourceBergen Corp,24.11%,ITW,Illinois Tool Works,-25.14%,RMD,ResMed,-0.87%,SNI,Scripps Networks Interactive Inc.,83.57%,NI,NiSource Inc.,34.99%,NBL,Noble Energy Inc,28.47%,TGNA,"Tegna, Inc.",89.33%,RCL,Royal Caribbean Cruises Ltd,80.02%,BA,Boeing Company,35.37%,BF.B,Brown-Forman Corp.,-35.93%,SUN,Sunoco Inc.,141.80%,NRG,NRG Energy
143,88.17%,MOS,The Mosaic Company,85.36%,TXT,Textron Inc.,75.52%,CINF,Cincinnati Financial,40.99%,MDT,Medtronic plc,47.01%,SLG,SL Green Realty,49.19%,JCP,J.C. Penney,20.22%,CCE,Coca-Cola Enterprises,42.07%,ESRX,Express Scripts,93.37%,APH,Amphenol Corp,63.08%,PLD,Prologis,53.67%,MTD,Mettler Toledo,23.82%,GPS,Gap Inc.,-25.28%,AVP,Avon Products,-0.91%,LH,Laboratory Corp. of America Holding,83.50%,AIG,"American International Group, Inc.",34.82%,AET,Aetna Inc,28.25%,HUM,Humana Inc.,89.19%,AME,AMETEK Inc,79.95%,ICE,Intercontinental Exchange,35.32%,LH,Laboratory Corp. of America Holding,-37.89%,TRIP,TripAdvisor,134.53%,FMC,FMC Corporation
144,87.94%,REG,Regency Centers Corporation,85.26%,EQR,Equity Residential,74.88%,LLL,L-3 Communications Holdings,40.88%,PG,Procter & Gamble,46.14%,SLM,SLM Corporation,48.91%,ADS,Alliance Data Systems,19.97%,TGNA,"Tegna, Inc.",41.99%,TROW,T. Rowe Price Group,93.20%,MUR,Murphy Oil,62.60%,ROP,Roper Technologies,53.52%,T,AT&T Inc,23.77%,CAG,Conagra Brands,-25.40%,BWA,BorgWarner,-1.10%,KO,Coca-Cola Company,83.44%,EXR,Extra Space Storage,34.65%,RJF,Raymond James Financial Inc.,28.09%,T,AT&T Inc,88.69%,RMD,ResMed,79.60%,FISV,Fiserv Inc,35.26%,KMB,Kimberly-Clark,-53.22%,DNR,Denbury Resources,122.18%,URI,"United Rentals, Inc."
145,87.60%,IRM,Iron Mountain Incorporated,85.22%,HCN,Welltower Inc.,74.39%,PG,Procter & Gamble,39.44%,AMG,Affiliated Managers Group Inc,45.86%,DE,Deere & Co.,48.90%,BMS,Bemis Company,19.86%,ECL,Ecolab,41.64%,FTI,TechnipFMC,92.97%,ZBH,Zimmer Biomet Holdings,62.60%,MCK,McKesson Corp.,53.51%,MAA,Mid-America Apartments,23.63%,MDLZ,Mondelez International,-25.61%,EIX,Edison Int'l,-1.32%,DG,Dollar General,82.27%,GWW,Grainger (W.W.) Inc.,34.58%,SLG,SL Green Realty,27.65%,NWL,Newell Brands,88.30%,ALXN,Alexion Pharmaceuticals,78.83%,SNA,Snap-On Inc.,35.01%,EIX,Edison Int'l,-54.75%,ANF,Abercrombie & Fitch,105.14%,PYPL,PayPal
146,86.70%,AMGN,Amgen Inc,84.96%,NOC,Northrop Grumman Corp.,73.86%,IR,Ingersoll-Rand PLC,39.27%,MGM,MGM Resorts International,45.83%,TAP,Molson Coors Brewing Company,48.56%,HSY,The Hershey Company,19.84%,SEE,Sealed Air,41.61%,PLD,Prologis,92.14%,GOOGL,Alphabet Inc Class A,62.31%,PXD,Pioneer Natural Resources,53.47%,A,Agilent Technologies Inc,23.54%,ESV,Ensco plc,-26.25%,XEC,Cimarex Energy,-1.32%,NEM,Newmont Mining Corporation,81.74%,FMC,FMC Corporation,34.14%,ADP,Automatic Data Processing,27.58%,AVB,"AvalonBay Communities, Inc.",88.29%,JCI,Johnson Controls Inc,78.69%,GPN,Global Payments Inc,34.54%,AEP,American Electric Power,nan%,APOL,Apollo Group Inc.,92.15%,MCHP,Microchip Technology
147,86.60%,HBAN,Huntington Bancshares,84.47%,BAC,Bank of America Corp,73.85%,TER,Teradyne,38.94%,BMY,Bristol-Myers Squibb,45.30%,OMC,Omnicom Group,48.34%,FAST,Fastenal Co,19.65%,PHM,Pulte Homes Inc.,41.03%,PFG,Principal Financial Group,92.14%,GOOG,Alphabet Inc Class C,62.14%,QCOM,QUALCOMM Inc.,53.44%,MAR,Marriott Int'l.,22.65%,CERN,Cerner,-26.36%,TJX,TJX Companies Inc.,-1.75%,DNB,Dun & Bradstreet,81.27%,IBM,International Business Machines,34.12%,XLNX,Xilinx Inc,27.35%,CRM,Salesforce.com,86.93%,SPGI,"S&P Global, Inc.",78.62%,NWL,Newell Brands,34.36%,SEE,Sealed Air,72.26%,GPN,Global Payments Inc,91.70%,PHM,Pulte Homes Inc.
148,86.05%,ETN,Eaton Corporation,84.00%,VFC,V.F. Corp.,73.71%,GD,General Dynamics,38.66%,T,AT&T Inc,45.23%,WFC,Wells Fargo,48.22%,BBY,Best Buy Co. Inc.,19.23%,FE,FirstEnergy Corp,40.60%,CELG,Celgene Corp.,91.07%,REG,Regency Centers Corporation,62.10%,REG,Regency Centers Corporation,53.08%,MO,Altria Group Inc,21.03%,FTR,Frontier Communications,-26.47%,SYK,Stryker Corp.,-1.83%,PNW,Pinnacle West Capital,81.21%,ODP,Office Depot Inc.,34.09%,FBHS,Fortune Brands Home & Security,26.61%,HRL,Hormel Foods Corp.,86.84%,IVZ,Invesco Ltd.,78.30%,PRU,Prudential Financial,34.11%,CHD,Church & Dwight,71.89%,AKS,AK Steel Holding Corp.,82.38%,GLW,Corning Inc.
149,85.87%,HSY,The Hershey Company,83.67%,MLM,Martin Marietta Materials,73.61%,WMB,Williams Cos.,38.02%,KMB,Kimberly-Clark,44.99%,OKE,ONEOK,47.95%,PLD,Prologis,19.19%,MSFT,Microsoft Corp.,40.51%,UPS,United Parcel Service,90.30%,ARE,Alexandria Real Estate Equities Inc,61.98%,PEG,Public Serv. Enterprise Inc.,52.92%,PCG,PG&E Corp.,20.80%,SO,Southern Co.,-27.08%,APD,Air Products & Chemicals Inc,-2.15%,TRV,The Travelers Companies Inc.,80.59%,AKS,AK Steel Holding Corp.,33.97%,RDC,Rowan Companies Plc,26.43%,FE,FirstEnergy Corp,85.03%,BLK,BlackRock,78.10%,TRIP,TripAdvisor,33.88%,CHTR,Charter Communications,58.18%,IDXX,IDEXX Laboratories,82.02%,ITW,Illinois Tool Works
150,85.48%,OMC,Omnicom Group,83.47%,AVY,Avery Dennison Corp,73.61%,MU,Micron Technology,37.99%,FITB,Fifth Third Bancorp,44.95%,SWN,Southwestern Energy,47.75%,PRGO,Perrigo,19.16%,LLL,L-3 Communications Holdings,39.84%,YUM,Yum! Brands Inc,89.63%,BDX,Becton Dickinson,61.15%,XEC,Cimarex Energy,52.70%,FLR,Fluor Corp.,20.65%,CHK,Chesapeake Energy,-27.30%,FOSL,Fossil Group,-2.27%,RRC,Range Resources Corp.,79.98%,TGT,Target Corp.,33.92%,FITB,Fifth Third Bancorp,26.37%,CVX,Chevron Corp.,85.01%,CINF,Cincinnati Financial,77.95%,ROST,Ross Stores,33.82%,SUN,Sunoco Inc.,52.58%,ALK,Alaska Air Group Inc,75.84%,HLT,Hilton Worldwide
151,85.09%,WBA,Walgreens Boots Alliance,82.61%,ORLY,O'Reilly Automotive,73.46%,SYY,Sysco Corp.,37.81%,XOM,Exxon Mobil Corp.,44.79%,PNC,PNC Financial Services,47.75%,DTE,DTE Energy,19.12%,KIM,Kimco Realty,39.81%,HBAN,Huntington Bancshares,89.60%,LNT,Alliant Energy Corp,60.73%,VTR,Ventas Inc,52.66%,EQR,Equity Residential,20.18%,GLW,Corning Inc.,-27.55%,SUN,Sunoco Inc.,-2.30%,BDX,Becton Dickinson,79.93%,FAST,Fastenal Co,33.62%,RHT,Red Hat Inc.,25.73%,HON,Honeywell Int'l Inc.,84.73%,AMGN,Amgen Inc,77.47%,SYK,Stryker Corp.,33.55%,PPL,PPL Corp.,50.94%,CTAS,Cintas Corporation,68.56%,SLM,SLM Corporation
152,84.72%,OKE,ONEOK,82.28%,RE,Everest Re,73.21%,JNJ,Johnson & Johnson,37.78%,SBR,Sabre Holdings,44.32%,GE,General Electric,47.66%,AN,AutoNation Inc,18.59%,ACN,Accenture plc,39.23%,ECL,Ecolab,89.55%,COP,ConocoPhillips,60.17%,AAP,Advance Auto Parts,52.64%,SUN,Sunoco Inc.,19.03%,ROK,Rockwell Automation Inc.,-28.15%,FTR,Frontier Communications,-2.66%,APA,Apache Corporation,79.63%,SEE,Sealed Air,33.58%,DISCA,Discovery Communications,25.56%,ZBH,Zimmer Biomet Holdings,84.33%,C,Citigroup Inc.,77.36%,KMX,Carmax Inc,33.36%,CAG,Conagra Brands,50.64%,MCHP,Microchip Technology,66.62%,SYK,Stryker Corp.
153,84.39%,BDX,Becton Dickinson,81.33%,KO,Coca-Cola Company,72.58%,CERN,Cerner,37.20%,CTAS,Cintas Corporation,44.26%,LEN,Lennar Corp.,47.50%,CHRW,C. H. Robinson Worldwide,18.56%,SHW,Sherwin-Williams,39.13%,LSI,LSI Corporation,89.37%,DO,Diamond Offshore Drilling,60.17%,IRM,Iron Mountain Incorporated,52.61%,CB,Chubb Corp,19.02%,R,Ryder Systems Inc.,-28.41%,GPS,Gap Inc.,-2.82%,MCK,McKesson Corp.,79.27%,ORCL,Oracle Corp.,33.11%,FOXA,Twenty-First Century Fox Class A,24.80%,IFF,Intl Flavors & Fragrances,84.31%,CMA,Comerica Inc.,77.21%,TEL,TE Connectivity Ltd.,33.09%,WEC,Wec Energy Group Inc,50.04%,HOLX,Hologic,65.52%,PFG,Principal Financial Group
154,84.12%,PBI,Pitney Bowes Inc,81.32%,EFX,Equifax Inc.,72.49%,JEC,Jacobs Engineering Group,36.62%,ROP,Roper Technologies,44.11%,WBA,Walgreens Boots Alliance,47.36%,PNW,Pinnacle West Capital,18.19%,SWK,Stanley Black & Decker,39.10%,LRCX,Lam Research,89.09%,FOSL,Fossil Group,60.08%,FAST,Fastenal Co,52.56%,REG,Regency Centers Corporation,18.96%,SVU,Supervalu Inc.,-28.68%,ALK,Alaska Air Group Inc,-2.99%,HSY,The Hershey Company,78.81%,REGN,Regeneron,32.81%,IFF,Intl Flavors & Fragrances,24.57%,SIG,Signet Jewelers,84.04%,HAS,Hasbro Inc.,77.03%,MA,Mastercard Inc.,32.22%,SYF,Synchrony Financial,48.27%,MO,Altria Group Inc,nan%,APOL,Apollo Group Inc.
155,82.87%,DHR,Danaher Corp.,80.78%,F,Ford Motor,72.29%,BF.B,Brown-Forman Corp.,36.38%,IP,International Paper,43.90%,CMCSA,Comcast Corp.,47.32%,MKC,McCormick & Co.,17.81%,AVP,Avon Products,38.91%,SUN,Sunoco Inc.,88.92%,MRO,Marathon Oil Corp.,59.31%,STZ,Constellation Brands,52.37%,SPGI,"S&P Global, Inc.",18.64%,SPG,Simon Property Group Inc,-28.75%,PAYX,Paychex Inc.,-3.03%,KSU,Kansas City Southern,78.53%,ROP,Roper Technologies,32.53%,VRSK,Verisk Analytics,24.40%,NKE,Nike,84.03%,GHC,Graham Holdings,76.99%,HD,Home Depot,32.20%,NFX,Newfield Exploration Co,47.79%,VLO,Valero Energy,198.31%,MU,Micron Technology
156,82.13%,AET,Aetna Inc,80.28%,MMC,Marsh & McLennan,72.10%,YUM,Yum! Brands Inc,35.97%,FCX,Freeport-McMoRan Inc.,43.22%,DUK,Duke Energy,47.28%,AEE,Ameren Corp,17.65%,PPG,PPG Industries,38.63%,MTB,M&T Bank Corp.,88.64%,APA,Apache Corporation,58.31%,COL,Rockwell Collins,52.34%,TPR,"Tapestry, Inc.",18.30%,WY,Weyerhaeuser Corp.,-28.76%,ICE,Intercontinental Exchange,-3.17%,GRA,W.R. Grace,76.99%,OMC,Omnicom Group,32.11%,AMP,Ameriprise Financial,24.25%,XOM,Exxon Mobil Corp.,83.98%,ECL,Ecolab,76.81%,GPC,Genuine Parts,31.82%,PNW,Pinnacle West Capital,47.46%,FB,"Facebook, Inc.",135.71%,AKS,AK Steel Holding Corp.
157,81.41%,CLX,The Clorox Company,80.24%,MAR,Marriott Int'l.,71.36%,MCD,McDonald's Corp.,35.15%,TGNA,"Tegna, Inc.",42.31%,CL,Colgate-Palmolive,46.54%,ALL,Allstate Corp,17.44%,AAP,Advance Auto Parts,38.37%,GPN,Global Payments Inc,88.36%,LUK,Leucadia National Corp.,58.01%,HST,Host Hotels & Resorts,52.32%,FFIV,F5 Networks,16.40%,ADSK,Autodesk Inc,-28.82%,VFC,V.F. Corp.,-3.59%,APC,Anadarko Petroleum Corp,76.13%,AMT,American Tower Corp A,31.80%,ANSS,ANSYS,23.85%,AON,Aon plc,83.82%,MAT,Mattel Inc.,76.37%,ITT,ITT Corp.,31.77%,VNO,Vornado Realty Trust,47.12%,EW,Edwards Lifesciences,115.98%,BA,Boeing Company
158,80.79%,M,Macy's Inc.,79.98%,CMCSA,Comcast Corp.,70.14%,AMT,American Tower Corp A,34.39%,GS,Goldman Sachs Group,41.38%,COP,ConocoPhillips,46.51%,FRT,Federal Realty Investment Trust,17.38%,AVY,Avery Dennison Corp,37.89%,AXP,American Express Co,88.10%,AME,AMETEK Inc,57.85%,WDC,Western Digital,52.26%,CCK,Crown Holdings,15.54%,JPM,JPMorgan Chase & Co.,-29.02%,SLB,Schlumberger Ltd.,-3.61%,MO,Altria Group Inc,74.82%,DNR,Denbury Resources,31.49%,LSI,LSI Corporation,23.73%,USB,U.S. Bancorp,83.75%,EXR,Extra Space Storage,75.76%,PPG,PPG Industries,31.56%,TXN,Texas Instruments,46.87%,MAS,Masco Corp.,112.90%,IDXX,IDEXX Laboratories
159,80.00%,AVB,"AvalonBay Communities, Inc.",79.74%,BIIB,Biogen Inc.,70.10%,EL,Estee Lauder Cos.,34.08%,FDX,FedEx Corporation,41.33%,BK,The Bank of New York Mellon Corp.,46.23%,WAT,Waters Corporation,16.74%,PKG,Packaging Corporation of America,37.87%,SLM,SLM Corporation,87.72%,PSA,Public Storage,57.72%,SRE,Sempra Energy,52.14%,MS,Morgan Stanley,15.42%,ED,Consolidated Edison,-29.26%,SWK,Stanley Black & Decker,-3.62%,CMS,CMS Energy,74.38%,JCP,J.C. Penney,31.25%,CAH,Cardinal Health,23.62%,APH,Amphenol Corp,83.67%,ITW,Illinois Tool Works,75.45%,M,Macy's Inc.,31.53%,PKI,PerkinElmer,46.11%,WM,Waste Management Inc.,93.13%,ROK,Rockwell Automation Inc.
160,79.93%,NYT,The New York Times Co.,79.01%,SPGI,"S&P Global, Inc.",69.34%,UTX,United Technologies,33.46%,ZION,Zions Bancorp,40.42%,MU,Micron Technology,46.18%,AVP,Avon Products,16.44%,ETR,Entergy Corp.,37.63%,BAC,Bank of America Corp,87.30%,JCP,J.C. Penney,57.65%,AON,Aon plc,51.88%,ATVI,Activision Blizzard,15.39%,NWL,Newell Brands,-29.37%,TMK,Torchmark Corp.,-3.92%,PHM,Pulte Homes Inc.,74.36%,DRI,Darden Restaurants,31.14%,TEL,TE Connectivity Ltd.,23.57%,NOC,Northrop Grumman Corp.,83.62%,KG,King Pharmaceuticals Inc.,75.44%,COO,The Cooper Companies,31.48%,CBG,CBRE Group,44.98%,NDAQ,"Nasdaq, Inc.",86.29%,ADBE,Adobe Systems Inc
161,79.73%,PG,Procter & Gamble,78.46%,IPG,Interpublic Group,69.26%,PEG,Public Serv. Enterprise Inc.,33.33%,INCY,Incyte,39.22%,PH,Parker-Hannifin,46.12%,ESRX,Express Scripts,15.95%,SWN,Southwestern Energy,36.89%,HST,Host Hotels & Resorts,87.27%,NRG,NRG Energy,57.59%,NVDA,Nvidia Corporation,51.49%,ANF,Abercrombie & Fitch,14.61%,REG,Regency Centers Corporation,-29.44%,BK,The Bank of New York Mellon Corp.,-4.27%,RSG,Republic Services Inc,73.82%,VTR,Ventas Inc,31.09%,AEP,American Electric Power,23.22%,GE,General Electric,83.61%,KSU,Kansas City Southern,75.21%,FII,Federated Investors,31.45%,AVY,Avery Dennison Corp,42.94%,DGX,Quest Diagnostics,76.12%,BAC,Bank of America Corp
162,79.40%,ROK,Rockwell Automation Inc.,78.14%,GHC,Graham Holdings,69.09%,FLIR,FLIR Systems,32.90%,YUM,Yum! Brands Inc,39.11%,NKE,Nike,45.66%,APD,Air Products & Chemicals Inc,15.93%,DRE,Duke Realty Corp,36.63%,BIG,Big Lots Inc.,86.59%,ADM,Archer-Daniels-Midland Co,56.64%,PNR,Pentair Ltd.,51.43%,TRV,The Travelers Companies Inc.,14.56%,DOV,Dover Corp.,-29.47%,FISV,Fiserv Inc,-4.27%,SIG,Signet Jewelers,73.29%,NKE,Nike,30.69%,XOM,Exxon Mobil Corp.,22.98%,PXD,Pioneer Natural Resources,83.34%,EFX,Equifax Inc.,75.21%,ADP,Automatic Data Processing,31.22%,MCO,Moody's Corp,41.76%,AIZ,Assurant Inc,75.01%,SYMC,Symantec Corp.
163,78.57%,AMAT,Applied Materials Inc,78.06%,BHGE,"Baker Hughes, a GE Company",68.71%,HIG,Hartford Financial Svc.Gp.,32.60%,PFE,Pfizer Inc.,38.34%,FISV,Fiserv Inc,45.15%,STT,State Street Corp.,15.69%,DHI,D. R. Horton,36.46%,SVU,Supervalu Inc.,86.35%,NSC,Norfolk Southern Corp.,56.56%,KIM,Kimco Realty,50.99%,DF,Dean Foods,13.88%,EOG,EOG Resources,-29.72%,PNC,PNC Financial Services,-4.52%,YUM,Yum! Brands Inc,72.56%,HON,Honeywell Int'l Inc.,30.61%,KIM,Kimco Realty,22.50%,ROK,Rockwell Automation Inc.,83.22%,WBA,Walgreens Boots Alliance,74.76%,SHW,Sherwin-Williams,31.14%,MDLZ,Mondelez International,41.61%,ADBE,Adobe Systems Inc,74.38%,ADSK,Autodesk Inc
164,77.91%,DVA,DaVita,77.14%,ANDV,Andeavor,68.63%,ITT,ITT Corp.,32.37%,CA,"CA, Inc.",36.78%,PEG,Public Serv. Enterprise Inc.,45.10%,EXC,Exelon Corp.,15.67%,SCG,SCANA Corp,36.30%,XRAY,Dentsply Sirona,86.21%,FLS,Flowserve Corporation,56.56%,TROW,T. Rowe Price Group,50.91%,HRS,Harris Corporation,12.72%,OMC,Omnicom Group,-29.87%,DOV,Dover Corp.,-4.58%,WFC,Wells Fargo,72.44%,GRMN,Garmin Ltd.,30.28%,KO,Coca-Cola Company,22.43%,SO,Southern Co.,83.11%,TMK,Torchmark Corp.,74.75%,ANDV,Andeavor,30.78%,HRS,Harris Corporation,41.19%,MSFT,Microsoft Corp.,73.56%,BAX,Baxter International Inc.
165,77.61%,VLO,Valero Energy,76.55%,WDC,Western Digital,68.07%,LB,L Brands Inc.,31.90%,LM,Legg Mason,36.69%,GD,General Dynamics,45.00%,VNO,Vornado Realty Trust,15.50%,WHR,Whirlpool Corp.,36.26%,PPL,PPL Corp.,85.11%,IGT,International Game Technology,56.53%,EFX,Equifax Inc.,50.89%,CHRW,C. H. Robinson Worldwide,11.25%,GE,General Electric,-29.95%,PPG,PPG Industries,-4.73%,DOV,Dover Corp.,72.19%,HRL,Hormel Foods Corp.,29.76%,LLY,Lilly (Eli) & Co.,22.42%,ADBE,Adobe Systems Inc,82.99%,TEL,TE Connectivity Ltd.,74.70%,DFS,Discover Financial Services,30.57%,PEG,Public Serv. Enterprise Inc.,39.36%,HRL,Hormel Foods Corp.,70.45%,FB,"Facebook, Inc."
