,1995-2001,ticker,company,1996-2002,ticker,company,1997-2003,ticker,company,1998-2004,ticker,company,1999-2005,ticker,company,2000-2006,ticker,company,2001-2007,ticker,company,2002-2008,ticker,company,2003-2009,ticker,company,2004-2010,ticker,company,2005-2011,ticker,company,2006-2012,ticker,company,2007-2013,ticker,company,2008-2014,ticker,company,2009-2015,ticker,company,2010-2016,ticker,company,2011-2017,ticker,company,2012-2018,ticker,company
163,244.63%,ARNC,Arconic Inc,156.23%,KIM,Kimco Realty,97.59%,ROP,Roper Technologies,106.23%,SJM,JM Smucker,134.55%,JEC,Jacobs Engineering Group,169.56%,RHI,Robert Half International,182.06%,FTI,TechnipFMC,143.38%,LLL,L-3 Communications Holdings,46.81%,RE,Everest Re,58.75%,LUK,Leucadia National Corp.,68.62%,AMP,Ameriprise Financial,71.48%,UHS,"Universal Health Services, Inc.",74.45%,CCK,Crown Holdings,87.10%,SBR,Sabre Holdings,273.04%,FLS,Flowserve Corporation,129.55%,DRE,Duke Realty Corp,102.15%,ILMN,Illumina Inc,169.18%,AMT,American Tower Corp A
164,241.82%,XOM,Exxon Mobil Corp.,155.82%,STZ,Constellation Brands,96.61%,PH,Parker-Hannifin,105.12%,BXP,Boston Properties,133.44%,BBBY,Bed Bath & Beyond,167.14%,XEC,Cimarex Energy,181.86%,IRM,Iron Mountain Incorporated,142.96%,KSU,Kansas City Southern,46.06%,PNC,PNC Financial Services,57.36%,CB,Chubb Corp,68.25%,EQT,EQT Corporation,70.66%,D,Dominion Energy,72.20%,HCP,HCP Inc.,86.55%,MCHP,Microchip Technology,272.67%,LEG,Leggett & Platt,128.98%,PNW,Pinnacle West Capital,101.98%,KMX,Carmax Inc,168.73%,C,Citigroup Inc.
165,241.50%,FHN,First Horizon,155.24%,MGM,MGM Resorts International,95.77%,CINF,Cincinnati Financial,104.76%,MAA,Mid-America Apartments,132.99%,NKE,Nike,166.74%,APH,Amphenol Corp,181.28%,CCK,Crown Holdings,142.69%,APC,Anadarko Petroleum Corp,45.38%,PEP,PepsiCo Inc.,56.81%,KMX,Carmax Inc,67.79%,CTL,CenturyLink Inc,70.17%,DIS,The Walt Disney Company,71.63%,CAT,Caterpillar Inc.,86.09%,HSIC,Henry Schein,271.08%,HSIC,Henry Schein,127.34%,TXT,Textron Inc.,101.70%,REG,Regency Centers Corporation,167.78%,SAIC,SAIC
166,240.11%,MAR,Marriott Int'l.,155.07%,JEC,Jacobs Engineering Group,95.55%,REG,Regency Centers Corporation,102.99%,D,Dominion Energy,132.80%,C,Citigroup Inc.,163.66%,OKE,ONEOK,179.02%,AAL,American Airlines Group,141.74%,TMO,Thermo Fisher Scientific,43.87%,BA,Boeing Company,55.81%,PXD,Pioneer Natural Resources,66.47%,CHK,Chesapeake Energy,70.08%,ABT,Abbott Laboratories,71.35%,HSY,The Hershey Company,86.04%,ESS,"Essex Property Trust, Inc.",270.62%,CAH,Cardinal Health,124.26%,CAG,Conagra Brands,101.39%,ZBH,Zimmer Biomet Holdings,166.12%,ALB,Albemarle Corp
167,235.32%,IGT,International Game Technology,153.47%,CCL,Carnival Corp.,95.29%,CNC,Centene Corporation,101.97%,AYI,Acuity Brands Inc,129.53%,ITT,ITT Corp.,163.52%,UHS,"Universal Health Services, Inc.",178.61%,MLM,Martin Marietta Materials,140.17%,STX,Seagate Technology,41.66%,CA,"CA, Inc.",55.73%,VLO,Valero Energy,65.77%,INCY,Incyte,70.03%,SWN,Southwestern Energy,71.34%,SWK,Stanley Black & Decker,85.64%,EQT,EQT Corporation,268.64%,GILD,Gilead Sciences,123.69%,ITW,Illinois Tool Works,100.37%,PM,Philip Morris International,165.87%,PRU,Prudential Financial
168,235.08%,BEN,Franklin Resources,153.17%,HRB,Block H&R,94.52%,HRL,Hormel Foods Corp.,101.72%,CAT,Caterpillar Inc.,128.24%,LOW,Lowe's Cos.,162.71%,PRU,Prudential Financial,174.90%,ICE,Intercontinental Exchange,138.25%,NKE,Nike,40.86%,CMG,Chipotle Mexican Grill,55.67%,HSIC,Henry Schein,65.44%,NTAP,NetApp,69.68%,CCK,Crown Holdings,70.81%,AON,Aon plc,84.81%,ITW,Illinois Tool Works,267.52%,RJF,Raymond James Financial Inc.,123.55%,OMC,Omnicom Group,100.00%,SEE,Sealed Air,165.63%,CBG,CBRE Group
169,233.51%,APH,Amphenol Corp,150.11%,AVY,Avery Dennison Corp,93.75%,AVY,Avery Dennison Corp,101.56%,PSA,Public Storage,127.75%,ESRX,Express Scripts,162.00%,EQR,Equity Residential,174.72%,MHK,Mohawk Industries,137.17%,SHW,Sherwin-Williams,40.54%,RJF,Raymond James Financial Inc.,55.51%,SNA,Snap-On Inc.,65.33%,ROK,Rockwell Automation Inc.,69.37%,HON,Honeywell Int'l Inc.,69.04%,EBAY,eBay,84.64%,AMG,Affiliated Managers Group Inc,266.27%,WY,Weyerhaeuser Corp.,122.56%,KMX,Carmax Inc,99.05%,S,Sprint Nextel Corp.,163.02%,FHN,First Horizon
170,232.86%,NVDA,Nvidia Corporation,148.66%,AZO,AutoZone Inc,92.96%,DRE,Duke Realty Corp,100.26%,SWN,Southwestern Energy,127.31%,VRSN,Verisign Inc.,160.74%,AYI,Acuity Brands Inc,174.18%,GME,GameStop,136.64%,APD,Air Products & Chemicals Inc,39.70%,NTAP,NetApp,55.44%,ANTM,Anthem Inc.,63.64%,BDX,Becton Dickinson,68.76%,DTE,DTE Energy,68.65%,ES,Eversource Energy,84.37%,NLSN,Nielsen Holdings,263.04%,FBHS,Fortune Brands Home & Security,121.58%,WY,Weyerhaeuser Corp.,97.82%,HAS,Hasbro Inc.,162.24%,COL,Rockwell Collins
171,231.39%,DOV,Dover Corp.,148.36%,FII,Federated Investors,92.77%,ADP,Automatic Data Processing,99.88%,USB,U.S. Bancorp,127.12%,BEN,Franklin Resources,160.70%,HSY,The Hershey Company,173.44%,DRI,Darden Restaurants,136.14%,R,Ryder Systems Inc.,39.29%,TDG,TransDigm Group,54.63%,RJF,Raymond James Financial Inc.,63.34%,IBM,International Business Machines,68.67%,CB,Chubb Corp,68.54%,AYI,Acuity Brands Inc,83.98%,RMD,ResMed,262.64%,JBL,Jabil Circuit,121.36%,PFE,Pfizer Inc.,97.33%,VZ,Verizon Communications,162.20%,FITB,Fifth Third Bancorp
172,231.38%,ABT,Abbott Laboratories,148.32%,CLX,The Clorox Company,92.57%,TXN,Texas Instruments,99.22%,AET,Aetna Inc,126.57%,SUN,Sunoco Inc.,160.23%,AN,AutoNation Inc,173.44%,IFF,Intl Flavors & Fragrances,132.06%,AAP,Advance Auto Parts,38.59%,MET,MetLife Inc.,53.76%,ANF,Abercrombie & Fitch,63.15%,MAT,Mattel Inc.,68.62%,DHR,Danaher Corp.,68.03%,GIS,General Mills,82.00%,BA,Boeing Company,261.55%,MHK,Mohawk Industries,119.75%,RMD,ResMed,97.13%,SWK,Stanley Black & Decker,161.35%,JBHT,J. B. Hunt Transport Services
173,229.01%,CCE,Coca-Cola Enterprises,147.08%,ITW,Illinois Tool Works,91.32%,MAC,Macerich,98.49%,CTAS,Cintas Corporation,126.56%,HOLX,Hologic,158.49%,ALL,Allstate Corp,172.53%,CNX,Consol Energy,128.53%,ENDP,Endo International plc,37.37%,FTR,Frontier Communications,51.82%,DIS,The Walt Disney Company,62.78%,MCHP,Microchip Technology,68.59%,MAA,Mid-America Apartments,67.73%,VZ,Verizon Communications,81.97%,CAH,Cardinal Health,260.96%,SNI,Scripps Networks Interactive Inc.,119.48%,CBOE,CBOE Holdings,96.14%,GGP,General Growth Properties Inc.,161.19%,CB,Chubb Corp
174,226.71%,MU,Micron Technology,145.61%,MLM,Martin Marietta Materials,90.84%,KIM,Kimco Realty,97.54%,ABC,AmerisourceBergen Corp,126.39%,MAR,Marriott Int'l.,158.13%,SYK,Stryker Corp.,170.73%,EW,Edwards Lifesciences,125.92%,CERN,Cerner,36.73%,RHI,Robert Half International,50.42%,SLG,SL Green Realty,62.21%,BAX,Baxter International Inc.,67.77%,T,AT&T Inc,67.50%,RMD,ResMed,81.69%,NBL,Noble Energy Inc,258.41%,GWW,Grainger (W.W.) Inc.,119.02%,PFG,Principal Financial Group,95.65%,RMD,ResMed,161.12%,STT,State Street Corp.
175,226.53%,PEP,PepsiCo Inc.,145.55%,HCN,Welltower Inc.,90.15%,MGM,MGM Resorts International,95.49%,AAP,Advance Auto Parts,125.23%,RMD,ResMed,155.85%,FDX,FedEx Corporation,170.07%,VFC,V.F. Corp.,122.37%,BHGE,"Baker Hughes, a GE Company",35.22%,KMB,Kimberly-Clark,50.11%,ROK,Rockwell Automation Inc.,61.60%,XOM,Exxon Mobil Corp.,67.59%,AN,AutoNation Inc,66.92%,CVS,CVS Health,81.43%,IDXX,IDEXX Laboratories,257.14%,LOW,Lowe's Cos.,118.60%,SRCL,Stericycle Inc,94.77%,ABT,Abbott Laboratories,161.09%,LNT,Alliant Energy Corp
176,222.23%,VMC,Vulcan Materials,143.35%,VLO,Valero Energy,89.81%,AMG,Affiliated Managers Group Inc,95.45%,LSI,LSI Corporation,125.17%,MTB,M&T Bank Corp.,154.87%,D,Dominion Energy,168.96%,AKAM,Akamai Technologies Inc,120.68%,STZ,Constellation Brands,35.10%,ALK,Alaska Air Group Inc,49.97%,DTE,DTE Energy,60.18%,SWK,Stanley Black & Decker,67.25%,WIN,Windstream Holdings Inc,66.61%,GPC,Genuine Parts,80.91%,BMS,Bemis Company,255.83%,HON,Honeywell Int'l Inc.,117.91%,AEP,American Electric Power,94.14%,MGM,MGM Resorts International,159.80%,DTE,DTE Energy
177,222.16%,LNC,Lincoln National,140.85%,TGNA,"Tegna, Inc.",89.50%,CB,Chubb Corp,93.43%,PEG,Public Serv. Enterprise Inc.,124.49%,RL,Polo Ralph Lauren Corp.,154.80%,PEG,Public Serv. Enterprise Inc.,166.54%,ETR,Entergy Corp.,120.65%,RJF,Raymond James Financial Inc.,33.96%,ANTM,Anthem Inc.,49.20%,ESV,Ensco plc,59.79%,D,Dominion Energy,66.54%,CCI,Crown Castle International Corp.,66.46%,CNC,Centene Corporation,80.77%,R,Ryder Systems Inc.,255.20%,BA,Boeing Company,117.67%,XLNX,Xilinx Inc,94.09%,SYMC,Symantec Corp.,159.38%,TRV,The Travelers Companies Inc.
178,219.81%,DNB,Dun & Bradstreet,140.45%,HRL,Hormel Foods Corp.,89.48%,LLY,Lilly (Eli) & Co.,93.09%,HSIC,Henry Schein,122.99%,FDX,FedEx Corporation,153.75%,HRB,Block H&R,163.37%,ZBH,Zimmer Biomet Holdings,119.48%,MTD,Mettler Toledo,33.22%,APD,Air Products & Chemicals Inc,48.74%,PEP,PepsiCo Inc.,59.79%,GPN,Global Payments Inc,65.50%,AAP,Advance Auto Parts,65.94%,URBN,Urban Outfitters,80.01%,CNP,CenterPoint Energy,254.15%,GPS,Gap Inc.,117.14%,MMI,Motorola Mobility,93.94%,XL,XL Capital,158.06%,CLX,The Clorox Company
179,218.42%,ATVI,Activision Blizzard,140.16%,AVB,"AvalonBay Communities, Inc.",89.24%,CTXS,Citrix Systems,92.10%,MDT,Medtronic plc,122.70%,COF,Capital One Financial,153.42%,SJM,JM Smucker,163.06%,ORLY,O'Reilly Automotive,116.60%,ZBH,Zimmer Biomet Holdings,33.02%,STZ,Constellation Brands,48.38%,PH,Parker-Hannifin,59.43%,COST,Costco Wholesale Corp.,65.40%,BF.B,Brown-Forman Corp.,64.99%,HON,Honeywell Int'l Inc.,79.16%,RTN,Raytheon Co.,254.07%,ETN,Eaton Corporation,116.90%,PAYX,Paychex Inc.,93.74%,ADSK,Autodesk Inc,156.85%,ABC,AmerisourceBergen Corp
180,217.80%,NKE,Nike,139.61%,MAR,Marriott Int'l.,87.91%,ADI,"Analog Devices, Inc.",91.93%,TSS,Total System Services,119.29%,ISRG,Intuitive Surgical Inc.,152.18%,EW,Edwards Lifesciences,162.33%,SPGI,"S&P Global, Inc.",115.17%,ES,Eversource Energy,32.75%,BMY,Bristol-Myers Squibb,46.85%,AEP,American Electric Power,58.58%,AFL,AFLAC Inc,65.22%,MDLZ,Mondelez International,64.49%,HSIC,Henry Schein,79.09%,CINF,Cincinnati Financial,253.94%,AMT,American Tower Corp A,116.60%,SUN,Sunoco Inc.,93.53%,WY,Weyerhaeuser Corp.,156.47%,JNJ,Johnson & Johnson
181,215.90%,AON,Aon plc,139.15%,HP,Helmerich & Payne,87.68%,BXP,Boston Properties,91.11%,AME,AMETEK Inc,118.48%,APC,Anadarko Petroleum Corp,151.90%,WEC,Wec Energy Group Inc,161.90%,NEM,Newmont Mining Corporation,114.91%,SBUX,Starbucks Corp.,32.65%,BRK.B,Berkshire Hathaway,46.84%,CPB,Campbell Soup,57.84%,DOV,Dover Corp.,64.80%,XOM,Exxon Mobil Corp.,64.29%,DTE,DTE Energy,77.89%,MTB,M&T Bank Corp.,252.45%,HST,Host Hotels & Resorts,114.14%,USB,U.S. Bancorp,92.94%,AME,AMETEK Inc,155.97%,EMN,Eastman Chemical
182,215.87%,MHK,Mohawk Industries,138.51%,ARE,Alexandria Real Estate Equities Inc,86.34%,APA,Apache Corporation,91.06%,NFX,Newfield Exploration Co,117.32%,DRE,Duke Realty Corp,150.91%,DRE,Duke Realty Corp,161.82%,L,Loews Corp.,113.67%,RTN,Raytheon Co.,32.24%,IVZ,Invesco Ltd.,45.81%,SO,Southern Co.,56.36%,LYB,LyondellBasell,64.65%,DPS,Dr Pepper Snapple Group,63.87%,TROW,T. Rowe Price Group,77.73%,OMC,Omnicom Group,251.44%,WBA,Walgreens Boots Alliance,113.26%,MSFT,Microsoft Corp.,92.08%,MCD,McDonald's Corp.,155.44%,WAT,Waters Corporation
183,214.75%,DF,Dean Foods,137.27%,CTL,CenturyLink Inc,85.70%,AME,AMETEK Inc,91.05%,BF.B,Brown-Forman Corp.,116.94%,MHK,Mohawk Industries,150.34%,ANF,Abercrombie & Fitch,160.18%,EQR,Equity Residential,111.00%,RDC,Rowan Companies Plc,30.28%,BK,The Bank of New York Mellon Corp.,45.36%,BA,Boeing Company,55.63%,T,AT&T Inc,64.62%,SWK,Stanley Black & Decker,63.72%,WMT,Wal-Mart Stores,77.43%,RJF,Raymond James Financial Inc.,250.84%,APTV,Aptiv Plc,113.19%,IR,Ingersoll-Rand PLC,91.11%,UDR,UDR Inc,155.43%,LKQ,LKQ Corporation
184,214.69%,KMB,Kimberly-Clark,134.05%,ITT,ITT Corp.,85.30%,CSCO,Cisco Systems,90.91%,ES,Eversource Energy,116.10%,FLR,Fluor Corp.,149.10%,EA,Electronic Arts,160.15%,PCG,PG&E Corp.,108.77%,HON,Honeywell Int'l Inc.,29.48%,NE,Noble Corp,45.17%,AMG,Affiliated Managers Group Inc,55.33%,ED,Consolidated Edison,64.43%,APD,Air Products & Chemicals Inc,63.54%,FIS,Fidelity National Information Services,77.10%,RE,Everest Re,249.23%,SLM,SLM Corporation,112.84%,ANSS,ANSYS,90.99%,PEP,PepsiCo Inc.,153.91%,DLTR,Dollar Tree
185,214.57%,HIG,Hartford Financial Svc.Gp.,132.83%,BCR,Bard (C.R.) Inc.,84.34%,CLX,The Clorox Company,89.43%,SNPS,Synopsys Inc.,114.78%,KLAC,KLA-Tencor Corp.,148.82%,DO,Diamond Offshore Drilling,160.14%,FLR,Fluor Corp.,106.51%,MET,MetLife Inc.,29.39%,HRB,Block H&R,45.04%,ED,Consolidated Edison,53.12%,PEG,Public Serv. Enterprise Inc.,64.17%,EQT,EQT Corporation,63.41%,EQT,EQT Corporation,76.51%,CCI,Crown Castle International Corp.,248.54%,ADI,"Analog Devices, Inc.",111.66%,MMM,3M Company,90.55%,ED,Consolidated Edison,153.17%,BRK.B,Berkshire Hathaway
186,207.93%,BDX,Becton Dickinson,132.01%,SO,Southern Co.,84.15%,IR,Ingersoll-Rand PLC,89.23%,STT,State Street Corp.,114.51%,WAT,Waters Corporation,148.25%,ADM,Archer-Daniels-Midland Co,158.67%,EA,Electronic Arts,103.82%,VFC,V.F. Corp.,29.33%,TMK,Torchmark Corp.,44.90%,ABT,Abbott Laboratories,52.74%,NE,Noble Corp,63.27%,CVS,CVS Health,63.04%,CHRW,C. H. Robinson Worldwide,76.42%,PFE,Pfizer Inc.,247.86%,GRMN,Garmin Ltd.,109.60%,HCN,Welltower Inc.,88.92%,AVB,"AvalonBay Communities, Inc.",151.80%,ANSS,ANSYS
187,207.03%,MO,Altria Group Inc,130.27%,GPN,Global Payments Inc,83.22%,NBR,Nabors Industries,88.86%,DRE,Duke Realty Corp,113.08%,DHR,Danaher Corp.,148.12%,NOC,Northrop Grumman Corp.,157.90%,AAP,Advance Auto Parts,102.64%,MKC,McCormick & Co.,29.19%,UDR,UDR Inc,43.10%,ITT,ITT Corp.,52.24%,CME,CME Group Inc.,63.18%,APC,Anadarko Petroleum Corp,62.81%,XEC,Cimarex Energy,76.20%,SRE,Sempra Energy,247.78%,HSY,The Hershey Company,108.29%,GHC,Graham Holdings,88.80%,DGX,Quest Diagnostics,151.21%,LLY,Lilly (Eli) & Co.
188,206.93%,PCAR,PACCAR Inc.,130.17%,SLB,Schlumberger Ltd.,83.21%,HCP,HCP Inc.,88.76%,PLD,Prologis,112.90%,HRL,Hormel Foods Corp.,147.80%,HES,Hess Corporation,157.77%,ILMN,Illumina Inc,101.51%,SO,Southern Co.,27.34%,AIZ,Assurant Inc,41.18%,AFL,AFLAC Inc,52.16%,RSG,Republic Services Inc,62.72%,WDC,Western Digital,62.80%,BMY,Bristol-Myers Squibb,76.09%,D,Dominion Energy,245.58%,GPC,Genuine Parts,108.16%,WHR,Whirlpool Corp.,88.16%,AXP,American Express Co,150.74%,DWDP,DowDuPont
189,205.64%,ETN,Eaton Corporation,129.78%,ESV,Ensco plc,81.91%,LB,L Brands Inc.,86.07%,HD,Home Depot,112.49%,HRS,Harris Corporation,147.02%,ENDP,Endo International plc,157.27%,RSG,Republic Services Inc,99.79%,GWW,Grainger (W.W.) Inc.,26.88%,PNW,Pinnacle West Capital,41.00%,AES,AES Corp,51.54%,GD,General Dynamics,62.69%,CHTR,Charter Communications,62.52%,TIF,Tiffany & Co.,75.99%,CAG,Conagra Brands,244.63%,GOOGL,Alphabet Inc Class A,107.90%,ADI,"Analog Devices, Inc.",87.93%,BAX,Baxter International Inc.,150.64%,MTB,M&T Bank Corp.
190,205.56%,BA,Boeing Company,129.45%,ANF,Abercrombie & Fitch,81.31%,URBN,Urban Outfitters,85.15%,INTC,Intel Corp.,112.30%,R,Ryder Systems Inc.,146.10%,YUM,Yum! Brands Inc,156.73%,HRB,Block H&R,98.46%,D,Dominion Energy,25.26%,DOV,Dover Corp.,39.08%,SBUX,Starbucks Corp.,51.53%,SO,Southern Co.,61.11%,PWR,Quanta Services Inc.,62.33%,BAX,Baxter International Inc.,75.53%,LMT,Lockheed Martin Corp.,244.14%,JBHT,J. B. Hunt Transport Services,107.70%,AKAM,Akamai Technologies Inc,87.70%,UPS,United Parcel Service,150.64%,SRE,Sempra Energy
191,205.47%,EQT,EQT Corporation,127.55%,HSY,The Hershey Company,80.98%,ALB,Albemarle Corp,85.01%,CHK,Chesapeake Energy,111.96%,IR,Ingersoll-Rand PLC,145.72%,NSC,Norfolk Southern Corp.,155.93%,WEC,Wec Energy Group Inc,98.45%,EBAY,eBay,25.16%,DF,Dean Foods,37.39%,LSI,LSI Corporation,50.46%,PPG,PPG Industries,60.15%,LH,Laboratory Corp. of America Holding,62.20%,DIS,The Walt Disney Company,75.50%,RHI,Robert Half International,242.55%,GOOG,Alphabet Inc Class C,106.82%,CXO,Concho Resources,87.23%,CL,Colgate-Palmolive,147.55%,ECL,Ecolab
192,204.48%,HON,Honeywell Int'l Inc.,127.48%,XOM,Exxon Mobil Corp.,80.85%,TMK,Torchmark Corp.,84.95%,CAH,Cardinal Health,110.84%,SWK,Stanley Black & Decker,145.59%,SHW,Sherwin-Williams,154.52%,BSX,Boston Scientific,95.95%,DF,Dean Foods,25.01%,AMG,Affiliated Managers Group Inc,36.81%,JPM,JPMorgan Chase & Co.,50.16%,BCR,Bard (C.R.) Inc.,59.64%,CAG,Conagra Brands,61.66%,WYNN,Wynn Resorts,74.43%,HON,Honeywell Int'l Inc.,241.47%,ADBE,Adobe Systems Inc,104.32%,EIX,Edison Int'l,86.99%,TER,Teradyne,145.74%,Q,Qwest Communications
193,203.25%,PGR,Progressive Corp.,124.40%,CERN,Cerner,80.75%,IVZ,Invesco Ltd.,84.54%,PX,Praxair Inc.,109.80%,AAP,Advance Auto Parts,144.99%,NEE,NextEra Energy,154.52%,FE,FirstEnergy Corp,94.84%,RMD,ResMed,24.46%,ED,Consolidated Edison,36.55%,UNM,Unum Group,49.21%,WHR,Whirlpool Corp.,59.26%,BBBY,Bed Bath & Beyond,60.91%,ABT,Abbott Laboratories,73.76%,WFC,Wells Fargo,238.11%,PH,Parker-Hannifin,103.96%,PNC,PNC Financial Services,84.63%,PPL,PPL Corp.,145.47%,SYY,Sysco Corp.
194,201.42%,THC,Tenet Healthcare,123.94%,CVS,CVS Health,78.66%,GPS,Gap Inc.,84.40%,ROP,Roper Technologies,109.43%,BWA,BorgWarner,144.85%,NBR,Nabors Industries,153.96%,LUK,Leucadia National Corp.,94.66%,SYMC,Symantec Corp.,24.43%,CSCO,Cisco Systems,36.51%,WM,Waste Management Inc.,48.92%,WM,Waste Management Inc.,59.06%,DOV,Dover Corp.,59.78%,ROK,Rockwell Automation Inc.,73.37%,CLX,The Clorox Company,236.74%,APD,Air Products & Chemicals Inc,103.80%,FOX,Twenty-First Century Fox Class B,82.94%,PBCT,People's United Financial,145.09%,EL,Estee Lauder Cos.
195,200.73%,CHK,Chesapeake Energy,123.66%,PSA,Public Storage,78.52%,MET,MetLife Inc.,84.38%,OXY,Occidental Petroleum,109.28%,ECL,Ecolab,144.78%,NRG,NRG Energy,153.87%,SLM,SLM Corporation,94.57%,UDR,UDR Inc,23.73%,ADP,Automatic Data Processing,36.23%,ADP,Automatic Data Processing,48.49%,DIS,The Walt Disney Company,58.49%,HUM,Humana Inc.,58.87%,SBUX,Starbucks Corp.,72.65%,WM,Waste Management Inc.,236.40%,PKI,PerkinElmer,103.77%,ABT,Abbott Laboratories,82.29%,PH,Parker-Hannifin,144.23%,LEG,Leggett & Platt
196,200.38%,PNW,Pinnacle West Capital,123.38%,TMK,Torchmark Corp.,77.69%,PG,Procter & Gamble,83.71%,IBM,International Business Machines,108.89%,SJM,JM Smucker,141.64%,IRM,Iron Mountain Incorporated,153.38%,AOS,A.O. Smith,94.45%,CB,Chubb Corp,23.16%,FOSL,Fossil Group,36.00%,LB,L Brands Inc.,48.43%,ADM,Archer-Daniels-Midland Co,57.27%,PNW,Pinnacle West Capital,58.38%,D,Dominion Energy,71.76%,UTX,United Technologies,235.57%,ESS,"Essex Property Trust, Inc.",102.94%,AVY,Avery Dennison Corp,80.60%,IQV,IQVIA,144.00%,XLNX,Xilinx Inc
197,198.40%,VNO,Vornado Realty Trust,123.05%,DRE,Duke Realty Corp,76.86%,NE,Noble Corp,83.67%,PKI,PerkinElmer,108.24%,FTR,Frontier Communications,140.27%,MCK,McKesson Corp.,152.02%,ADM,Archer-Daniels-Midland Co,93.36%,SVU,Supervalu Inc.,22.09%,TSS,Total System Services,35.65%,PKG,Packaging Corporation of America,48.33%,IFF,Intl Flavors & Fragrances,56.35%,WMB,Williams Cos.,57.90%,PSX,Phillips 66,71.65%,AAL,American Airlines Group,234.95%,AVB,"AvalonBay Communities, Inc.",102.29%,ESRX,Express Scripts,80.55%,MYL,Mylan N.V.,142.67%,CSCO,Cisco Systems
198,198.04%,EOG,EOG Resources,122.61%,KR,Kroger Co.,75.61%,ABT,Abbott Laboratories,83.45%,PKG,Packaging Corporation of America,107.19%,TMO,Thermo Fisher Scientific,139.88%,BDX,Becton Dickinson,151.67%,EFX,Equifax Inc.,89.09%,AVP,Avon Products,21.99%,SYK,Stryker Corp.,35.55%,HON,Honeywell Int'l Inc.,48.22%,UNM,Unum Group,55.89%,FCX,Freeport-McMoRan Inc.,57.73%,DHR,Danaher Corp.,71.52%,SEE,Sealed Air,234.13%,MMM,3M Company,101.55%,SYK,Stryker Corp.,78.23%,RHI,Robert Half International,141.79%,WBA,Walgreens Boots Alliance
199,197.35%,BLK,BlackRock,122.23%,TER,Teradyne,74.81%,GIS,General Mills,83.42%,TAP,Molson Coors Brewing Company,106.61%,UTX,United Technologies,138.81%,SYMC,Symantec Corp.,150.63%,MO,Altria Group Inc,87.56%,BRK.B,Berkshire Hathaway,20.99%,FDX,FedEx Corporation,35.05%,MSFT,Microsoft Corp.,46.47%,AMG,Affiliated Managers Group Inc,55.43%,KMB,Kimberly-Clark,57.41%,TRV,The Travelers Companies Inc.,71.41%,TEL,TE Connectivity Ltd.,230.27%,OMC,Omnicom Group,101.37%,DOV,Dover Corp.,77.99%,ZTS,Zoetis,141.50%,CCE,Coca-Cola Enterprises
200,194.95%,STI,SunTrust Banks,121.98%,IR,Ingersoll-Rand PLC,74.16%,SLG,SL Green Realty,83.37%,ANTM,Anthem Inc.,102.90%,PKG,Packaging Corporation of America,137.47%,GD,General Dynamics,150.01%,RMD,ResMed,87.43%,TDG,TransDigm Group,20.03%,ITW,Illinois Tool Works,34.19%,IFF,Intl Flavors & Fragrances,46.46%,DNB,Dun & Bradstreet,55.19%,AKAM,Akamai Technologies Inc,56.48%,LEG,Leggett & Platt,70.52%,PNW,Pinnacle West Capital,229.94%,SWK,Stanley Black & Decker,101.05%,PH,Parker-Hannifin,77.68%,SLG,SL Green Realty,140.33%,ZTS,Zoetis
201,194.31%,APA,Apache Corporation,120.03%,MCO,Moody's Corp,73.93%,ITW,Illinois Tool Works,82.91%,BRK.B,Berkshire Hathaway,102.89%,IDXX,IDEXX Laboratories,137.46%,PFG,Principal Financial Group,149.26%,SO,Southern Co.,87.28%,VMC,Vulcan Materials,20.03%,ANF,Abercrombie & Fitch,34.16%,R,Ryder Systems Inc.,45.71%,FISV,Fiserv Inc,54.84%,CTL,CenturyLink Inc,56.35%,PKI,PerkinElmer,70.47%,WBA,Walgreens Boots Alliance,229.90%,AET,Aetna Inc,100.91%,BRK.B,Berkshire Hathaway,77.63%,ANSS,ANSYS,140.22%,WEC,Wec Energy Group Inc
202,193.66%,AVB,"AvalonBay Communities, Inc.",119.84%,IPG,Interpublic Group,73.10%,EQR,Equity Residential,82.69%,NKE,Nike,102.39%,PFG,Principal Financial Group,137.32%,TJX,TJX Companies Inc.,149.12%,ACN,Accenture plc,86.84%,LH,Laboratory Corp. of America Holding,19.97%,KO,Coca-Cola Company,33.58%,NOC,Northrop Grumman Corp.,44.66%,PEP,PepsiCo Inc.,54.29%,SNA,Snap-On Inc.,55.98%,KMB,Kimberly-Clark,70.41%,TER,Teradyne,229.34%,EFX,Equifax Inc.,100.81%,MCHP,Microchip Technology,77.60%,KORS,Michael Kors Holdings,140.04%,CHD,Church & Dwight
203,193.35%,F,Ford Motor,119.83%,MAC,Macerich,73.08%,BAC,Bank of America Corp,82.30%,EW,Edwards Lifesciences,100.58%,DVA,DaVita,134.53%,NDAQ,"Nasdaq, Inc.",147.39%,WLTW,Willis Towers Watson,86.18%,LRCX,Lam Research,19.27%,LOW,Lowe's Cos.,33.44%,KMB,Kimberly-Clark,44.32%,GPC,Genuine Parts,54.13%,MCK,McKesson Corp.,55.76%,IFF,Intl Flavors & Fragrances,69.87%,ABT,Abbott Laboratories,228.24%,SEE,Sealed Air,100.75%,MDT,Medtronic plc,77.32%,KIM,Kimco Realty,136.91%,AEE,Ameren Corp
