,1995-2000,ticker,company,1996-2001,ticker,company,1997-2002,ticker,company,1998-2003,ticker,company,1999-2004,ticker,company,2000-2005,ticker,company,2001-2006,ticker,company,2002-2007,ticker,company,2003-2008,ticker,company,2004-2009,ticker,company,2005-2010,ticker,company,2006-2011,ticker,company,2007-2012,ticker,company,2008-2013,ticker,company,2009-2014,ticker,company,2010-2015,ticker,company,2011-2016,ticker,company,2012-2017,ticker,company,2013-2018,ticker,company
132,246.58%,TAP,Molson Coors Brewing Company,211.27%,ECL,Ecolab,150.95%,CTAS,Cintas Corporation,73.01%,AMAT,Applied Materials Inc,110.27%,AMAT,Applied Materials Inc,157.73%,SRE,Sempra Energy,168.69%,EA,Electronic Arts,170.90%,STZ,Constellation Brands,115.33%,VFC,V.F. Corp.,33.05%,AEP,American Electric Power,40.56%,RSG,Republic Services Inc,61.72%,COG,Cabot Oil & Gas,58.20%,FLIR,FLIR Systems,60.71%,WMT,Wal-Mart Stores,201.75%,TRIP,TripAdvisor,146.78%,CINF,Cincinnati Financial,105.98%,AMP,Ameriprise Financial,107.10%,ODP,Office Depot Inc.,140.42%,DPS,Dr Pepper Snapple Group
133,245.62%,CCE,Coca-Cola Enterprises,206.06%,ABC,AmerisourceBergen Corp,149.81%,CHD,Church & Dwight,72.71%,WLTW,Willis Towers Watson,108.07%,CAT,Caterpillar Inc.,155.10%,AYI,Acuity Brands Inc,167.73%,IGT,International Game Technology,167.02%,VAR,Varian Medical Systems,113.73%,DIS,The Walt Disney Company,32.12%,LUK,Leucadia National Corp.,36.83%,A,Agilent Technologies Inc,61.48%,HON,Honeywell Int'l Inc.,58.08%,MCK,McKesson Corp.,60.65%,DOV,Dover Corp.,201.20%,CAH,Cardinal Health,146.31%,FFIV,F5 Networks,105.87%,PAYX,Paychex Inc.,106.93%,AMD,Advanced Micro Devices,140.33%,ZTS,Zoetis
134,244.85%,SYMC,Symantec Corp.,200.28%,SPGI,"S&P Global, Inc.",148.95%,CB,Chubb Corp,72.42%,ADI,"Analog Devices, Inc.",107.43%,UHS,"Universal Health Services, Inc.",154.26%,AVP,Avon Products,167.52%,HSIC,Henry Schein,166.10%,ADBE,Adobe Systems Inc,111.62%,HIG,Hartford Financial Svc.Gp.,31.16%,HRL,Hormel Foods Corp.,36.51%,AVB,"AvalonBay Communities, Inc.",60.82%,ALK,Alaska Air Group Inc,57.85%,QCOM,QUALCOMM Inc.,59.79%,THC,Tenet Healthcare,196.74%,NTAP,NetApp,145.51%,PFG,Principal Financial Group,105.58%,HOLX,Hologic,106.22%,VRSK,Verisk Analytics,140.23%,AEE,Ameren Corp
135,244.10%,PBI,Pitney Bowes Inc,199.06%,WMB,Williams Cos.,148.36%,FII,Federated Investors,71.27%,STZ,Constellation Brands,107.39%,HP,Helmerich & Payne,154.24%,TJX,TJX Companies Inc.,167.27%,HRB,Block H&R,165.13%,ATVI,Activision Blizzard,109.07%,ORCL,Oracle Corp.,29.79%,ITT,ITT Corp.,35.15%,ED,Consolidated Edison,59.22%,XEL,Xcel Energy Inc,57.81%,HUM,Humana Inc.,59.66%,RMD,ResMed,194.82%,IDXX,IDEXX Laboratories,144.54%,RTN,Raytheon Co.,105.46%,GGP,General Growth Properties Inc.,106.11%,EOG,EOG Resources,138.88%,ZION,Zions Bancorp
136,243.87%,JNPR,Juniper Networks,197.35%,BLK,BlackRock,147.68%,LRCX,Lam Research,68.95%,MMM,3M Company,106.69%,WLTW,Willis Towers Watson,152.45%,RL,Polo Ralph Lauren Corp.,167.14%,XEC,Cimarex Energy,164.54%,HSIC,Henry Schein,106.64%,CSCO,Cisco Systems,29.76%,PEP,PepsiCo Inc.,34.50%,HRL,Hormel Foods Corp.,58.95%,SWK,Stanley Black & Decker,56.99%,SHW,Sherwin-Williams,59.64%,GILD,Gilead Sciences,194.23%,DWDP,DowDuPont,144.40%,DTE,DTE Energy,104.94%,APH,Amphenol Corp,105.89%,SYMC,Symantec Corp.,138.27%,A,Agilent Technologies Inc
137,242.75%,TXT,Textron Inc.,191.26%,NYT,The New York Times Co.,147.30%,TER,Teradyne,67.27%,D,Dominion Energy,103.72%,HOG,Harley-Davidson,151.64%,WLTW,Willis Towers Watson,167.03%,BEN,Franklin Resources,164.51%,PCG,PG&E Corp.,105.20%,ESV,Ensco plc,28.02%,XRAY,Dentsply Sirona,34.39%,COP,ConocoPhillips,56.86%,DOV,Dover Corp.,55.93%,SBAC,SBA Communications,58.28%,IDXX,IDEXX Laboratories,193.94%,GRMN,Garmin Ltd.,141.71%,LLY,Lilly (Eli) & Co.,104.91%,BLK,BlackRock,105.72%,MDT,Medtronic plc,138.16%,RHT,Red Hat Inc.
138,237.22%,TGNA,"Tegna, Inc.",191.10%,EXC,Exelon Corp.,147.13%,ETN,Eaton Corporation,66.70%,COF,Capital One Financial,103.34%,COG,Cabot Oil & Gas,151.28%,AMG,Affiliated Managers Group Inc,164.54%,PCLN,Priceline.com Inc,161.79%,CAT,Caterpillar Inc.,104.89%,JCP,J.C. Penney,27.76%,UNM,Unum Group,32.69%,WHR,Whirlpool Corp.,56.63%,AAP,Advance Auto Parts,55.81%,D,Dominion Energy,58.09%,PNW,Pinnacle West Capital,193.70%,GILD,Gilead Sciences,140.38%,RHI,Robert Half International,104.50%,MKC,McCormick & Co.,105.34%,ABBV,AbbVie Inc.,137.38%,CMS,CMS Energy
139,230.27%,CHD,Church & Dwight,190.10%,VAR,Varian Medical Systems,147.05%,CTL,CenturyLink Inc,66.68%,YUM,Yum! Brands Inc,103.13%,PLD,Prologis,150.38%,SIG,Signet Jewelers,164.38%,PX,Praxair Inc.,160.66%,PFG,Principal Financial Group,100.88%,SBUX,Starbucks Corp.,27.43%,LSI,LSI Corporation,32.13%,ABT,Abbott Laboratories,56.60%,DNR,Denbury Resources,55.33%,GPC,Genuine Parts,57.37%,BMY,Bristol-Myers Squibb,192.11%,XLNX,Xilinx Inc,140.17%,AMT,American Tower Corp A,104.33%,MSI,Motorola Solutions Inc.,105.26%,XL,XL Capital,137.33%,UHS,"Universal Health Services, Inc."
140,230.14%,ALXN,Alexion Pharmaceuticals,189.20%,LLL,L-3 Communications Holdings,146.11%,GD,General Dynamics,64.81%,FRT,Federal Realty Investment Trust,102.56%,EQR,Equity Residential,150.06%,EW,Edwards Lifesciences,163.36%,DRI,Darden Restaurants,160.48%,DHI,D. R. Horton,99.41%,STZ,Constellation Brands,27.34%,AIZ,Assurant Inc,31.50%,WM,Waste Management Inc.,56.36%,LYB,LyondellBasell,54.41%,CMS,CMS Energy,57.15%,EFX,Equifax Inc.,191.54%,TPR,"Tapestry, Inc.",139.75%,IR,Ingersoll-Rand PLC,104.07%,GHC,Graham Holdings,104.81%,DISH,Dish Network,136.60%,VMC,Vulcan Materials
141,228.45%,SYY,Sysco Corp.,188.67%,KR,Kroger Co.,143.54%,MYL,Mylan N.V.,64.60%,SLG,SL Green Realty,101.97%,AYI,Acuity Brands Inc,149.47%,FOSL,Fossil Group,162.71%,PRU,Prudential Financial,159.69%,APH,Amphenol Corp,98.12%,SNA,Snap-On Inc.,27.20%,NE,Noble Corp,31.20%,DGX,Quest Diagnostics,54.98%,CNP,CenterPoint Energy,53.48%,ALB,Albemarle Corp,57.04%,SRCL,Stericycle Inc,190.61%,NBL,Noble Energy Inc,139.31%,APH,Amphenol Corp,102.42%,TEL,TE Connectivity Ltd.,103.62%,GE,General Electric,135.35%,MPC,Marathon Petroleum
142,227.79%,PKI,PerkinElmer,186.11%,GD,General Dynamics,141.48%,NYT,The New York Times Co.,64.24%,MAC,Macerich,101.87%,MTB,M&T Bank Corp.,149.46%,DF,Dean Foods,162.65%,ORLY,O'Reilly Automotive,158.82%,SLB,Schlumberger Ltd.,97.99%,PXD,Pioneer Natural Resources,26.16%,VZ,Verizon Communications,30.98%,NRG,NRG Energy,54.80%,UTX,United Technologies,52.92%,EMN,Eastman Chemical,55.49%,IFF,Intl Flavors & Fragrances,189.55%,EQT,EQT Corporation,138.63%,RL,Polo Ralph Lauren Corp.,102.19%,GE,General Electric,102.49%,AKAM,Akamai Technologies Inc,135.04%,ITT,ITT Corp.
143,227.71%,BBT,BB&T Corporation,184.72%,CHRW,C. H. Robinson Worldwide,140.88%,PCAR,PACCAR Inc.,63.25%,PCAR,PACCAR Inc.,99.95%,ITT,ITT Corp.,149.30%,UHS,"Universal Health Services, Inc.",162.59%,CCK,Crown Holdings,158.81%,MUR,Murphy Oil,96.81%,LMT,Lockheed Martin Corp.,26.11%,CPB,Campbell Soup,30.89%,FOSL,Fossil Group,54.01%,AVB,"AvalonBay Communities, Inc.",52.90%,PPG,PPG Industries,55.26%,MCK,McKesson Corp.,186.82%,HUM,Humana Inc.,138.50%,EBAY,eBay,101.87%,BDX,Becton Dickinson,100.42%,ZBH,Zimmer Biomet Holdings,134.86%,CMCSA,Comcast Corp.
144,227.35%,ITW,Illinois Tool Works,180.49%,PCAR,PACCAR Inc.,140.43%,ARNC,Arconic Inc,62.16%,APC,Anadarko Petroleum Corp,99.87%,NOV,National Oilwell Varco Inc.,149.07%,HST,Host Hotels & Resorts,160.74%,AYI,Acuity Brands Inc,158.80%,NFX,Newfield Exploration Co,96.36%,PEP,PepsiCo Inc.,24.81%,REGN,Regeneron,30.69%,PEP,PepsiCo Inc.,53.88%,T,AT&T Inc,52.85%,XLNX,Xilinx Inc,54.38%,ADI,"Analog Devices, Inc.",186.72%,MCHP,Microchip Technology,137.59%,SRCL,Stericycle Inc,101.83%,LLL,L-3 Communications Holdings,99.39%,ROK,Rockwell Automation Inc.,133.12%,APD,Air Products & Chemicals Inc
145,226.45%,AIV,Apartment Investment & Management,179.40%,AVP,Avon Products,139.69%,ABT,Abbott Laboratories,60.37%,SWKS,Skyworks Solutions,99.46%,REGN,Regeneron,147.42%,HRB,Block H&R,160.13%,CHRW,C. H. Robinson Worldwide,158.23%,BLL,Ball Corp,95.75%,EBAY,eBay,24.37%,CHK,Chesapeake Energy,30.62%,MCHP,Microchip Technology,53.59%,PCG,PG&E Corp.,52.55%,SPG,Simon Property Group Inc,53.66%,EBAY,eBay,186.69%,MAR,Marriott Int'l.,136.36%,ADSK,Autodesk Inc,99.07%,WFC,Wells Fargo,98.64%,DWDP,DowDuPont,133.04%,ROP,Roper Technologies
146,225.19%,CMA,Comerica Inc.,178.18%,VMC,Vulcan Materials,139.02%,SO,Southern Co.,60.07%,JBHT,J. B. Hunt Transport Services,97.93%,ESRX,Express Scripts,146.52%,L,Loews Corp.,158.89%,COO,The Cooper Companies,157.70%,HCN,Welltower Inc.,95.46%,BRK.B,Berkshire Hathaway,24.22%,MCK,McKesson Corp.,30.51%,TPR,"Tapestry, Inc.",53.54%,SPG,Simon Property Group Inc,52.52%,SWK,Stanley Black & Decker,53.36%,TRV,The Travelers Companies Inc.,185.82%,APTV,Aptiv Plc,135.02%,THC,Tenet Healthcare,98.49%,ZBH,Zimmer Biomet Holdings,98.12%,PNW,Pinnacle West Capital,132.46%,EFX,Equifax Inc.
147,224.22%,RJF,Raymond James Financial Inc.,177.02%,PNC,PNC Financial Services,138.51%,ARE,Alexandria Real Estate Equities Inc,60.05%,HCN,Welltower Inc.,97.20%,PH,Parker-Hannifin,145.54%,YUM,Yum! Brands Inc,158.78%,DNB,Dun & Bradstreet,157.28%,HES,Hess Corporation,91.37%,DGX,Quest Diagnostics,23.27%,UTX,United Technologies,30.40%,DTE,DTE Energy,53.11%,COST,Costco Wholesale Corp.,51.88%,ETN,Eaton Corporation,52.71%,TRIP,TripAdvisor,185.22%,CTAS,Cintas Corporation,134.43%,MGM,MGM Resorts International,98.11%,XL,XL Capital,96.82%,MDLZ,Mondelez International,132.43%,JNJ,Johnson & Johnson
148,222.88%,PBCT,People's United Financial,176.92%,RDC,Rowan Companies Plc,138.26%,AFL,AFLAC Inc,60.00%,MSFT,Microsoft Corp.,97.13%,MKC,McCormick & Co.,145.21%,JCP,J.C. Penney,157.16%,KSU,Kansas City Southern,156.65%,ZBH,Zimmer Biomet Holdings,90.98%,M,Macy's Inc.,22.83%,R,Ryder Systems Inc.,29.52%,EXC,Exelon Corp.,51.81%,NUE,Nucor Corp.,51.49%,WAT,Waters Corporation,51.74%,CL,Colgate-Palmolive,184.98%,JBL,Jabil Circuit,133.81%,JWN,Nordstrom,95.86%,NLSN,Nielsen Holdings,96.08%,PH,Parker-Hannifin,132.37%,ADI,"Analog Devices, Inc."
149,222.48%,FHN,First Horizon,174.65%,TER,Teradyne,134.73%,RHI,Robert Half International,59.89%,OMC,Omnicom Group,96.86%,SJM,JM Smucker,144.79%,RMD,ResMed,156.22%,MRO,Marathon Oil Corp.,155.92%,LEN,Lennar Corp.,90.87%,IT,Gartner Inc,20.88%,ADP,Automatic Data Processing,29.03%,EXPD,Expeditors International,51.73%,BDX,Becton Dickinson,51.42%,WDC,Western Digital,51.17%,FRT,Federal Realty Investment Trust,184.63%,BMY,Bristol-Myers Squibb,133.68%,PNW,Pinnacle West Capital,95.63%,ITW,Illinois Tool Works,94.95%,PXD,Pioneer Natural Resources,132.33%,WYN,Wyndham Worldwide
150,222.37%,ATVI,Activision Blizzard,173.23%,CCL,Carnival Corp.,133.17%,FDX,FedEx Corporation,59.27%,GHC,Graham Holdings,95.49%,AAP,Advance Auto Parts,142.90%,FDX,FedEx Corporation,155.94%,EQT,EQT Corporation,155.76%,O,Realty Income Corporation,89.23%,CA,"CA, Inc.",18.84%,WFC,Wells Fargo,28.91%,COST,Costco Wholesale Corp.,51.25%,FRT,Federal Realty Investment Trust,51.40%,BBBY,Bed Bath & Beyond,50.71%,BWA,BorgWarner,181.43%,AMT,American Tower Corp A,133.26%,AVB,"AvalonBay Communities, Inc.",95.40%,EW,Edwards Lifesciences,94.66%,PCAR,PACCAR Inc.,132.06%,LVLT,Level 3 Communications
151,222.19%,ROP,Roper Technologies,171.59%,APC,Anadarko Petroleum Corp,130.27%,GPN,Global Payments Inc,58.26%,HCP,HCP Inc.,93.59%,DF,Dean Foods,142.42%,DVN,Devon Energy,154.10%,RL,Polo Ralph Lauren Corp.,154.99%,TXT,Textron Inc.,89.04%,RE,Everest Re,17.14%,ED,Consolidated Edison,28.72%,BWA,BorgWarner,50.24%,CNX,Consol Energy,50.86%,HCP,HCP Inc.,49.93%,SPGI,"S&P Global, Inc.",181.26%,ADBE,Adobe Systems Inc,132.39%,WBA,Walgreens Boots Alliance,94.18%,SEE,Sealed Air,94.27%,PSA,Public Storage,131.04%,DWDP,DowDuPont
152,222.07%,XL,XL Capital,169.55%,LOW,Lowe's Cos.,129.92%,EXC,Exelon Corp.,57.44%,BRK.B,Berkshire Hathaway,91.85%,MYL,Mylan N.V.,142.03%,DRE,Duke Realty Corp,152.00%,HCP,HCP Inc.,154.90%,SHW,Sherwin-Williams,88.60%,HRL,Hormel Foods Corp.,16.68%,FTR,Frontier Communications,28.55%,CPB,Campbell Soup,49.59%,EXR,Extra Space Storage,50.85%,CNP,CenterPoint Energy,49.70%,STZ,Constellation Brands,181.20%,VLO,Valero Energy,132.34%,CTSH,Cognizant Technology Solutions,93.94%,REG,Regency Centers Corporation,93.98%,MET,MetLife Inc.,130.33%,MMI,Motorola Mobility
153,217.18%,MTB,M&T Bank Corp.,169.17%,VNO,Vornado Realty Trust,129.87%,LLY,Lilly (Eli) & Co.,56.11%,HRL,Hormel Foods Corp.,91.02%,DVN,Devon Energy,141.76%,ALL,Allstate Corp,150.11%,PLD,Prologis,152.92%,LSI,LSI Corporation,87.43%,TDG,TransDigm Group,14.99%,DTE,DTE Energy,28.41%,XRAY,Dentsply Sirona,49.26%,BXP,Boston Properties,50.20%,ES,Eversource Energy,49.60%,CAG,Conagra Brands,178.48%,TMK,Torchmark Corp.,131.24%,FITB,Fifth Third Bancorp,93.69%,GPC,Genuine Parts,93.85%,BMY,Bristol-Myers Squibb,130.09%,BK,The Bank of New York Mellon Corp.
154,216.93%,CVS,CVS Health,166.77%,JNJ,Johnson & Johnson,129.18%,ECL,Ecolab,54.64%,NFX,Newfield Exploration Co,89.80%,RJF,Raymond James Financial Inc.,141.33%,HRS,Harris Corporation,148.21%,LRCX,Lam Research,152.31%,R,Ryder Systems Inc.,87.26%,FOXA,Twenty-First Century Fox Class A,14.69%,PH,Parker-Hannifin,27.28%,ESV,Ensco plc,48.99%,PWR,Quanta Services Inc.,49.97%,LYB,LyondellBasell,49.21%,ADP,Automatic Data Processing,178.44%,MMM,3M Company,130.99%,ANTM,Anthem Inc.,93.18%,AEE,Ameren Corp,93.80%,GGP,General Growth Properties Inc.,130.03%,PKI,PerkinElmer
155,215.74%,PDCO,Patterson Companies,166.44%,F,Ford Motor,127.44%,PGR,Progressive Corp.,54.36%,EW,Edwards Lifesciences,88.50%,PPL,PPL Corp.,139.58%,DHR,Danaher Corp.,145.94%,ROP,Roper Technologies,151.47%,SYMC,Symantec Corp.,81.97%,PKG,Packaging Corporation of America,14.17%,BRK.B,Berkshire Hathaway,27.26%,BMY,Bristol-Myers Squibb,47.79%,AMP,Ameriprise Financial,49.93%,DUK,Duke Energy,49.20%,ES,Eversource Energy,177.57%,EFX,Equifax Inc.,130.71%,AMZN,Amazon.com Inc,92.95%,JCI,Johnson Controls Inc,92.76%,CAH,Cardinal Health,129.86%,CLX,The Clorox Company
156,212.99%,STI,SunTrust Banks,166.16%,REGN,Regeneron,127.07%,BRK.B,Berkshire Hathaway,53.79%,ANTM,Anthem Inc.,87.74%,AVB,"AvalonBay Communities, Inc.",139.42%,RSG,Republic Services Inc,145.22%,O,Realty Income Corporation,150.12%,CHD,Church & Dwight,81.79%,FTR,Frontier Communications,12.35%,ANTM,Anthem Inc.,26.96%,AFL,AFLAC Inc,45.78%,BMY,Bristol-Myers Squibb,49.82%,ORCL,Oracle Corp.,49.11%,KMB,Kimberly-Clark,177.09%,FITB,Fifth Third Bancorp,130.45%,GD,General Dynamics,91.72%,D,Dominion Energy,91.14%,KMB,Kimberly-Clark,129.12%,UNP,Union Pacific
157,211.18%,LUV,Southwest Airlines,165.84%,ARNC,Arconic Inc,126.60%,BBT,BB&T Corporation,52.46%,IBM,International Business Machines,86.58%,UTX,United Technologies,138.88%,ESRX,Express Scripts,144.78%,NRG,NRG Energy,149.80%,BA,Boeing Company,80.57%,EW,Edwards Lifesciences,11.49%,X,United States Steel Corporation,26.39%,BCR,Bard (C.R.) Inc.,45.56%,BCR,Bard (C.R.) Inc.,49.33%,EQT,EQT Corporation,47.95%,ESRX,Express Scripts,174.63%,ITW,Illinois Tool Works,130.36%,TXN,Texas Instruments,91.37%,PNW,Pinnacle West Capital,90.94%,TER,Teradyne,127.34%,EL,Estee Lauder Cos.
158,210.08%,XOM,Exxon Mobil Corp.,165.83%,BAX,Baxter International Inc.,125.69%,ESS,"Essex Property Trust, Inc.",52.00%,PKG,Packaging Corporation of America,86.27%,DRE,Duke Realty Corp,138.02%,CAT,Caterpillar Inc.,144.24%,NVDA,Nvidia Corporation,148.90%,PPL,PPL Corp.,80.11%,DF,Dean Foods,10.80%,EFX,Equifax Inc.,26.28%,DIS,The Walt Disney Company,44.00%,OI,Owens-Illinois,49.03%,MKC,McCormick & Co.,46.65%,MTB,M&T Bank Corp.,173.64%,ICE,Intercontinental Exchange,130.33%,YUM,Yum! Brands Inc,90.66%,TXN,Texas Instruments,88.64%,PBCT,People's United Financial,127.27%,STT,State Street Corp.
159,209.74%,KR,Kroger Co.,164.94%,RCL,Royal Caribbean Cruises Ltd,124.95%,ITT,ITT Corp.,51.82%,CL,Colgate-Palmolive,84.95%,NBL,Noble Energy Inc,137.71%,FII,Federated Investors,143.87%,FLR,Fluor Corp.,148.03%,SRCL,Stericycle Inc,78.37%,ITW,Illinois Tool Works,10.48%,MET,MetLife Inc.,25.77%,LLL,L-3 Communications Holdings,43.96%,CMS,CMS Energy,48.21%,VZ,Verizon Communications,46.32%,ED,Consolidated Edison,170.95%,TXT,Textron Inc.,129.92%,MDLZ,Mondelez International,90.63%,UDR,UDR Inc,88.60%,DLR,Digital Realty,126.86%,MLM,Martin Marietta Materials
160,205.65%,LRCX,Lam Research,162.98%,JPM,JPMorgan Chase & Co.,124.65%,MCO,Moody's Corp,51.46%,AME,AMETEK Inc,84.22%,MMC,Marsh & McLennan,136.85%,SHW,Sherwin-Williams,139.85%,AMG,Affiliated Managers Group Inc,147.92%,FMC,FMC Corporation,78.37%,RDC,Rowan Companies Plc,10.30%,BA,Boeing Company,25.52%,SO,Southern Co.,43.90%,BAX,Baxter International Inc.,47.75%,ATVI,Activision Blizzard,45.74%,ETN,Eaton Corporation,170.80%,SWK,Stanley Black & Decker,129.91%,DOV,Dover Corp.,90.53%,AVB,"AvalonBay Communities, Inc.",87.31%,GM,General Motors,126.76%,AMGN,Amgen Inc
161,204.33%,MHK,Mohawk Industries,162.22%,ETFC,E*Trade,123.22%,AIV,Apartment Investment & Management,51.29%,AIG,"American International Group, Inc.",84.07%,ORCL,Oracle Corp.,135.40%,XEC,Cimarex Energy,139.84%,BAC,Bank of America Corp,147.09%,JEC,Jacobs Engineering Group,77.47%,NOC,Northrop Grumman Corp.,10.04%,TPR,"Tapestry, Inc.",25.23%,HON,Honeywell Int'l Inc.,43.75%,CB,Chubb Corp,47.72%,XEL,Xcel Energy Inc,44.28%,CNP,CenterPoint Energy,169.30%,BLK,BlackRock,129.04%,FRT,Federal Realty Investment Trust,90.10%,ES,Eversource Energy,86.81%,CSCO,Cisco Systems,126.52%,FLIR,FLIR Systems
162,204.17%,CTAS,Cintas Corporation,160.44%,CHD,Church & Dwight,121.57%,WFC,Wells Fargo,50.50%,SPG,Simon Property Group Inc,83.71%,EXC,Exelon Corp.,133.95%,TMO,Thermo Fisher Scientific,139.73%,CHD,Church & Dwight,145.56%,STX,Seagate Technology,76.35%,KR,Kroger Co.,9.54%,HON,Honeywell Int'l Inc.,25.05%,EIX,Edison Int'l,43.09%,R,Ryder Systems Inc.,47.43%,VRSK,Verisk Analytics,43.92%,BMS,Bemis Company,168.25%,TROW,T. Rowe Price Group,128.47%,BRK.B,Berkshire Hathaway,90.07%,RJF,Raymond James Financial Inc.,86.67%,CA,"CA, Inc.",125.57%,BF.B,Brown-Forman Corp.
163,200.00%,UHS,"Universal Health Services, Inc.",158.44%,DNB,Dun & Bradstreet,120.50%,HRL,Hormel Foods Corp.,50.44%,AVY,Avery Dennison Corp,83.45%,PKG,Packaging Corporation of America,133.62%,DRI,Darden Restaurants,139.48%,EW,Edwards Lifesciences,144.88%,YUM,Yum! Brands Inc,75.05%,WHR,Whirlpool Corp.,9.36%,IVZ,Invesco Ltd.,24.95%,AEP,American Electric Power,42.06%,DPS,Dr Pepper Snapple Group,46.98%,CB,Chubb Corp,43.87%,WHR,Whirlpool Corp.,166.33%,YUM,Yum! Brands Inc,128.25%,AIG,"American International Group, Inc.",89.51%,GIS,General Mills,86.27%,RHI,Robert Half International,124.79%,CSCO,Cisco Systems
164,199.71%,EL,Estee Lauder Cos.,157.91%,PHM,Pulte Homes Inc.,120.32%,FHN,First Horizon,50.41%,GIS,General Mills,83.37%,ANTM,Anthem Inc.,131.16%,EQR,Equity Residential,139.39%,COG,Cabot Oil & Gas,144.32%,NEM,Newmont Mining Corporation,74.65%,DISH,Dish Network,9.31%,NFLX,Netflix Inc.,24.66%,ITT,ITT Corp.,41.63%,GME,GameStop,46.97%,MAT,Mattel Inc.,42.05%,CAT,Caterpillar Inc.,165.38%,DG,Dollar General,128.20%,KIM,Kimco Realty,89.05%,COG,Cabot Oil & Gas,86.08%,WY,Weyerhaeuser Corp.,124.27%,ARE,Alexandria Real Estate Equities Inc
165,197.49%,SNPS,Synopsys Inc.,157.82%,EL,Estee Lauder Cos.,119.92%,CI,CIGNA Corp.,50.22%,CNX,Consol Energy,83.10%,RMD,ResMed,130.05%,AN,AutoNation Inc,138.17%,IR,Ingersoll-Rand PLC,142.99%,MAR,Marriott Int'l.,74.58%,GE,General Electric,9.13%,ADBE,Adobe Systems Inc,24.42%,JPM,JPMorgan Chase & Co.,41.42%,WM,Waste Management Inc.,46.11%,WYNN,Wynn Resorts,41.78%,SNI,Scripps Networks Interactive Inc.,160.66%,ENDP,Endo International plc,127.57%,BXP,Boston Properties,88.41%,DLR,Digital Realty,84.34%,KIM,Kimco Realty,123.87%,XEL,Xcel Energy Inc
166,194.56%,VZ,Verizon Communications,157.73%,EQT,EQT Corporation,119.73%,XRAY,Dentsply Sirona,49.13%,C,Citigroup Inc.,82.47%,BHGE,"Baker Hughes, a GE Company",129.24%,BBBY,Bed Bath & Beyond,137.60%,SRE,Sempra Energy,141.93%,FOSL,Fossil Group,74.36%,WY,Weyerhaeuser Corp.,9.07%,RJF,Raymond James Financial Inc.,24.08%,RJF,Raymond James Financial Inc.,41.13%,LRCX,Lam Research,45.16%,LNT,Alliant Energy Corp,41.40%,APH,Amphenol Corp,160.46%,EOG,EOG Resources,127.57%,KMB,Kimberly-Clark,87.29%,OMC,Omnicom Group,83.86%,BAX,Baxter International Inc.,123.62%,DTE,DTE Energy
167,193.14%,CB,Chubb Corp,157.60%,CMA,Comerica Inc.,117.97%,ZION,Zions Bancorp,48.57%,PLD,Prologis,82.32%,NTAP,NetApp,127.95%,BAC,Bank of America Corp,137.46%,PFG,Principal Financial Group,141.78%,DHR,Danaher Corp.,74.16%,RHI,Robert Half International,8.64%,EXR,Extra Space Storage,24.07%,MAT,Mattel Inc.,40.45%,BF.B,Brown-Forman Corp.,45.09%,APA,Apache Corporation,40.89%,JBL,Jabil Circuit,160.28%,NSM,National Semiconductor Corp.,127.45%,TXT,Textron Inc.,87.03%,ABBV,AbbVie Inc.,83.19%,SWK,Stanley Black & Decker,122.92%,ABC,AmerisourceBergen Corp
168,191.80%,LB,L Brands Inc.,156.94%,CTL,CenturyLink Inc,117.19%,IRM,Iron Mountain Incorporated,48.32%,FE,FirstEnergy Corp,82.30%,EW,Edwards Lifesciences,127.31%,CELG,Celgene Corp.,135.01%,AVB,"AvalonBay Communities, Inc.",141.13%,ADM,Archer-Daniels-Midland Co,72.97%,TMK,Torchmark Corp.,8.58%,HSIC,Henry Schein,23.91%,CSCO,Cisco Systems,39.79%,GPC,Genuine Parts,44.88%,UAA,Under Armour,40.57%,SO,Southern Co.,159.68%,WBA,Walgreens Boots Alliance,126.01%,WFC,Wells Fargo,87.02%,UNP,Union Pacific,82.52%,MCK,McKesson Corp.,122.89%,ALB,Albemarle Corp
169,189.58%,SBR,Sabre Holdings,156.64%,MHK,Mohawk Industries,113.57%,MLM,Martin Marietta Materials,48.29%,CMCSA,Comcast Corp.,79.80%,PRGO,Perrigo,125.36%,ALB,Albemarle Corp,134.62%,EFX,Equifax Inc.,141.07%,MO,Altria Group Inc,71.42%,DOV,Dover Corp.,7.92%,BWA,BorgWarner,23.75%,MSFT,Microsoft Corp.,39.67%,ABT,Abbott Laboratories,44.69%,AJG,Arthur J. Gallagher & Co.,40.39%,MDLZ,Mondelez International,159.60%,SEE,Sealed Air,125.16%,UDR,UDR Inc,86.80%,SYK,Stryker Corp.,82.17%,PEP,PepsiCo Inc.,122.66%,WAT,Waters Corporation
170,187.85%,SEE,Sealed Air,155.25%,PPL,PPL Corp.,112.88%,MU,Micron Technology,48.06%,BXP,Boston Properties,78.37%,DRI,Darden Restaurants,125.32%,AJG,Arthur J. Gallagher & Co.,134.53%,NDAQ,"Nasdaq, Inc.",140.70%,WEC,Wec Energy Group Inc,71.32%,SO,Southern Co.,7.27%,PNC,PNC Financial Services,22.93%,KR,Kroger Co.,39.49%,UDR,UDR Inc,44.27%,MON,Monsanto Co.,39.79%,PFE,Pfizer Inc.,159.41%,TSS,Total System Services,124.95%,MMM,3M Company,86.41%,CL,Colgate-Palmolive,82.02%,VFC,V.F. Corp.,121.62%,TXT,Textron Inc.
